SOURCE	TARGET
شهر	شهر
الحج	الحج
مع	ومع
مجيئه	مجيئه
	كان
	هناك
شعورها	شعور
السعيدة	بالسعادة
.	،
فطلاب	فطلاب
الجامعة	الجامعة
الجدد	الجدد
بادروا	بادروا
في تسجيل	بتسجيل
أسماءهم	أسمائهم
في	في
إدارة	إدارة
المنح	المنح
ليحجوا	ليحجوا
على	على
تكلفة	تكلفة
الجامعة	الجامعة
.	.
و بعد	وبعد
ترشيح	ترشيح
الأسماء	الأسماء
	،
طلع	طلع
اسمي	اسمي
بفضل	بفضل
الله	الله
	-
تعالى	تعالى
	-
و نعمته	ونعمته
علي	علي
.	،
و جهزنا	فجهزنا
أمتعتنا	أمتعتنا
لذهاب	للذهاب
إلى	إلى
مكة	مكة
المكرمة	المكرمة
	.
و في	وفي
يوم	اليوم
سابع	السابع
من	من
ذي	ذي
الحجة	الحجة
	،
ركبنا	ركبنا
حافلتين	حافلتين
و قصدنا	وقصدنا
إلى	إلى
مكة	مكة
المكرمة	المكرمة
لأداء	لأداء
أكبر	أكبر
فرض	فرض
من	من
فرائض	فرائض
الإسلام	الإسلام
.	.
سرنا	سرنا
في	في
الطريق	الطريق
أكثر	أكثر
من	من
ست	ست
عشرة	عشرة
ساعة	ساعة
	،
وقبل	وقبل
وصولنا	وصولنا
إلى	إلى
مكة	مكة
	،
نزلنا	نزلنا
في	في
الطائف	الطائف
.	،
تغدينا	تغدينا
و احرمنا	وأحرمنا
	،
ثم	ثم
استمررنا	استمررنا
في	في
الطريق	الطريق
.	.
و عند	وعند
الميقات	الميقات
	،
نوينا	نوينا
من	
حجا	حج
تمتعا	تمتع
و من أفرادا	وإفراد
	،
و	وقمنا
بتلبية	بالتلبية
	حتى
وصلنا	وصلنا
	إلى
منى	منى
.	.
استرحنا	استرحنا
و تعشينا	وتعشينا
	،
ثم	ثم
ذهبنا	ذهبنا
إلى	إلى
الحرم	الحرم
من	
لطواف	لطواف
القدوم	القدوم
من لعمرة	إلى العمرة
.	.
وبعد	وبعد
يوم	يوم
التروية	التروية
	،
	في
يوم	اليوم
تاسع	التاسع
	،
قصدنا	قصدنا
إلى	إلى
عرفه	عرفة
	،
فانشغلنا	فانشغلنا
بالذكر	بالذكر
و الدعاء	والدعاء
إلى	إلى
غروب	غروب
الشمس	الشمس
.	.
ثم	ثم
بعد	بعد
غروب	غروب
الشمس	الشمس
	،
ذهبنا	ذهبنا
إلى	إلى
مزدلفة	مزدلفة
للمبيت	للمبيت
.	.
و بعد	وبعد
الفجر	الفجر
	،
يوم	يوم
النحر	النحر
	،
رجعنا	رجعنا
إلى	إلى
منى	منى
و رمينا	ورمينا
سبع	سبع
حصيات	حصيات
في	في
الجمرات	الجمرات
الكبري	الكبرى
	،
العقبة	العقبة
.	،
و بعد	وبعد
ذلك	ذلك
ذبحت	ذبحت
شاة	شاة
	،
حلقت	وحلقت
الرأس	الرأس
و تحللت	وتحللت
.	.
و أمضينا	وأمضينا
يومين	يومين
في	في
منى	منى
من	من
أيام	أيام
التشريق	التشريق
	،
كل	كل
يوم	يوم
كنا	كنا
نرمي	نرمي
21حصة	21 حصاة
في	في
الجمرات	الجمرات
الثلاث	الثلاث
الصغرى	الصغرى
و الوسطي	والوسطى
	،
ثم	ثم
الكبري	الكبرى
بسبع	بسبع
حصيات	حصيات
في	في
كل	كل
جمرة	جمرة
	.
بعد	بعد
زوال	زوال
الشمس	الشمس
.	،
أمضينا	أمضينا
في	في
منى	منى
أجمل	أجمل
وقت	وقت
	،
و اشتركنا	واشتركنا
في	في
برامج	برامج
ثقافية	ثقافية
	،
آخذنا	وأخذنا
بعض	بعض
الجوائز	الجوائز
.	.
و في	وفي
اليوم	اليوم
الثاني	الثاني
	،
بعد	بعد
رمي	رمي
الجمار	الجمار
	،
خرجنا	خرجنا
من	من
منى	منى
و قصدنا	وقصدنا
إلى	
الحرم	الحرم
لطواف	لطواف
الوداع	الوداع
	،
أديناه	أديناه
	،
و ركبنا	وركبنا
حافلة	الحافلة
قاصدين	قاصدين
إلى	إلى
الرياض	الرياض
	،
شاكرين	شاكرين
	-
لله	لله
سبحانه	سبحانه
و تعالى	وتعالى
	-
لأداء	على أداء
مناسك	مناسك
الحج	الحج
	،
و أكبر	وأكبر
فرض	فرض
من	من
فرائض	فرائض
الإسلام	الإسلام
.	.

تخصصي	تخصصي
و هدفي	وهدفي
	.
بودي	بودي
أن	أن
ألتحق	ألتحق
بكلية	بكلية
الشريعة	الشريعة
؛	؛
لأني	لأني
أريد	أريد
أن	أن
أتفقه	أتفقه
في	في
الدين	الدين
.	.
و في	وفي
كلية	كلية
الشريعة	الشريعة
مواد	مواد
تشمل	تشمل
على	على
التوحيد	التوحيد
	،
و الأحكام	والأحكام
	،
و علوم	وعلوم
القرآن	القرآن
	،
و الحديث	والحديث
	،
و القواعد	والقواعد
اللغوية	اللغوية
	،
و أصول	وأصول
الفقه	الفقه
	،
و قس	وقس
على	على
ذلك	ذلك
من	من
العلوم	العلوم
الإسلامية	الإسلامية
.	.
و عرفني	وعرفني
بعض	بعض
أصدقائي	أصدقائي
المتخصصين	المتخصصين
في	في
الشريعة	الشريعة
بالمناهج	بالمناهج
الدراسية	الدراسية
في	في
هذه	هذه
الكلية	الكلية
،	،
فأرى	فأرى
أن	أن
كلية	كلية
الشريعة	الشريعة
أكثر	أكثر
فائدة	فائدة
من	من
كليات	كليات
أخرى	أخرى
.	،
و بالإضافة	وبالإضافة
إلى	إلى
ذلك	ذلك
،	
كثير	كثير
من	من
معلمينا	معلمينا
بمعهد	بمعهد
تعليم	تعليم
اللغة	اللغة
العربية	العربية
نصحونا	نصحونا
أن	أن
نتخصص	نتخصص
في	في
كلية	كلية
الشريعة	الشريعة
.	،
فلهذا	فلهذا
أختار	أختار
كلية	كلية
الشريعة	الشريعة
لتحقيق	لتحقيق
هدفي	هدفي
و هو	وهو
أن	أن
أتفقه	أتفقه
في	في
الدين	الدين
.	.
و قد	وقد
قال	قال
رسول	رسول
الله	الله
-	-
صلى	صلى
الله	الله
عليه	عليه
و سلم	وسلم
-	-
:	:
(	(
(	
من	من
يرد	يرد
الله	الله
فيه	به
خيرا	خيرا
،	
يفقهه	يفقهه
في	في
الدين	الدين
.	
)	)
)	.
و بعد	وبعد
أن	أن
أنتهي	أنتهي
من	من
دراستي	دراستي
في	في
كلية	كلية
الشريعة	الشريعة
،	،
أريد	أريد
أن	أن
أكون	أكون
داعيا	داعيا
في	في
بلدي	بلدي
؛	
لأفيد	لأفيد
بني	بني
جلدتي	جلدتي
و أرفع	وأرفع
الجهل	الجهل
عنهم	عنهم
.	،
و أريد	وأريد
أيضا	أيضا
أن	أن
أنشئ	أنشئ
المدارس	المدارس
الإسلامية	الإسلامية
و مدارس	ومدارس
تحفيظ	تحفيظ
القرآن	القرآن
الكريم	الكريم
في	في
بلدي	بلدي
؛	؛
لكي	لكي
يتربى	يتربى
أبناء	أبناء
المسلمين	المسلمين
في	في
البيئة	بيئة
الإسلامية	إسلامية
،	،
و يتلقى	ويتلقى
المسنون	المسنون
و المسنات	والمسنات
العلوم	العلوم
الإسلامية	الإسلامية
،	،
و هكذا	وهكذا
ينتشر	ينتشر
الإسلام	الإسلام
في	في
بلدي	بلدي
بسرعة	بسرعة
بآذن	بإذن
الله	الله
-	-
سبحانه	سبحانه
و تعالى	وتعالى
-	-
.	.

"	"
بين	بين
الشريعة	الشريعة
وأصوالدين	وأصول الدين
"	"
	.
الحمد	الحمد
لله	لله
,	،
مازلت	مازلت
في	في
معهد	معهد
التعليم	تعليم
اللغة	اللغة
العربية	العربية
	،
	في
قسم	قسم
الأعداد	الإعداد
اللغوي	اللغوي
.	،
سوف	وسوف
ينتهي	تنتهي
الدراسة	الدراسة
بنهاية	بنهاية
	هذا
الصل	الفصل
هذه	
بمشئة	بمشيئة
الله	الله
	-
سبحانه	سبحانه
	-
	؛
لأنني	لأنني
الحين	الحين
في	في
مجال	مجال
يتم	أتمم
	فيه
الدراسة	الدراسة
في	في
الفصل	فصل
الدبلوم	الدبلوم
الثاني	الثاني
	،
(	(
قمة	قمة
الدراسة	الدراسة
في	في
معهد	معهد
التعليم	التعليم
اللغة	اللغة
العربية	العربية
)	)
.	.
أشكركم	أشكر
جميعا	جميع
الأساتذة	الأساتذة
الذين	الذين
سعدوا	سهروا
	،
وتعبوا	وتعبوا
	،
ورشدوا	وأرشدوا
	،
وتبرعوا	وتبرعوا
عليا	علينا
بعلمهم	بعلمهم
.	،
أسأل	أسأل
الله	الله
أن	أن
يرضينا	يرضينا
ولكم	وإياكم
.	.
حينما	حينما
تتكلم	أتكلم
على	عن
أي	أي
التخصص	تخصص
الذي ترغب	أرغب
فيه	فيه
	،
دائما	دائما
أفكر	أفكر
سواء	سواء
أريد	أريد
كلية	كلية
الشريعة	الشريعة
أو	أو
أصول	أصول
الدين	الدين
.	،
أقول	أقول
لك	لك
حقا	حقا
أنهما	أنني
يرغباني	أرغب فيهما
	،
وكلأهما	وكلاهما
مهمان	مهمين
جدا	جدا
.	.
أبدأ	أبدأ
أسأل	أسأل
الناس	الناس
والطلاب	والطلاب
الآخرين	الآخرين
على	عن
نفس	نفس
	هذا
السؤال	السؤال
هذا	
.	،
فأعجب	فأعجب
	من
نفسي	نفسي
	؛
لأن	لأني
قد	قد
وجدت	وجدت
الإجابة	الإجابة
متنوعة	متنوعة
منهم	من
الذين	الذين
اجبوا	أجابوا
.	،
كلهم	كلهم
اجبوا	أجابوا
على	عن
شيء	الشيء
التي	الذين
لهم	هم
يميلون	يميلون
فيها	إليه
.	،
بعضهم	بعضهم
قال	قال
الشريعة	الشريعة
	هي
أحسا	الأحسن
	،
وبعض	والبعض
قال	قال
أن	أن
أصول	أصول
الدين	الدين
هو	هي
أفضل	الأفضل
.	.
الآن	الآن
	،
يختلطون	تختلط
الأفكارفي	الأفكار في
جوف	جوف
رأسي	رأسي
.	،
ثم	ثم
أبدأ	أبدأ
أسأل	وأسأل
عن	عن
نفسي	نفسي
:	:
ماذا	ماذا
بي	بي
؟	؟
قد	قد
تعبت	تعبت
نفسي	نفسي
.	،
صار	وصار
الآمر	الأمر
أصعب	أصعب
مما	مما
كان	كان
.	.
يا	يا
إلهي	إلهي
,	،
أسألك	أسألك
أن	أن
يرشدني	ترشدني
.	.
بعد	بعد
شهور	شهور
مررت	مرت
به	بي
,	،
أتأكد	تأكدت
أنني	أنني
سأختار	سأختار
أصول	أصول
الدين	الدين
.	،
هذا	هذا
هو	هو
	.

حول	حول
تخصصي	تخصصي
	.
الحمد	الحمد
لله	لله
رب	رب
العالمين	العالمين
	،
ثم	ثم
الصلاة	الصلاة
والسلام	والسلام
على	على
أشرف	أشرف
المرسلين	المرسلين
وأمام	وإمام
الأنبياء	الأنبياء
محمد	محمد
بن	بن
عبد	عبد
الله	الله
	،
وآله	وآله
وصحبة	وصحبه
إلى	إلى
يوم	يوم
لا	لا
ينفع	ينفع
مالا	مال
ولا	ولا
بنون	بنون
.	،
وبعد	وبعد
:	:
أنني	إنني
خترت	اخترت
هذا	هذا
الموضوع	الموضوع
(	(
حول	حول
تخصصي	تخصصي
)	)
لأعبر	لأعبر
وأبين	وأبين
ما	ما
في	في
نفسي	نفسي
لهذا	لهذا
التخصص	التخصص
تبعا	تبعا
،	.
اخترت	اخترت
هذا	هذا
التخصص	التخصص
التي	الذي
هي	هو
الشريعة	الشريعة
(	(
كلية	كلية
الشريعة	الشريعة
)	)
	؛
لأنني	لأنني
أحبها	أحبها
	.
أريد	أريد
أن	أن
أكون	أكون
عالما	عالما
	،
متقنا	متقنا
	،
عارفا	عارفا
بديني	بديني
الذي	الذي
هو	هو
الإسلام	الإسلام
	،
عالما	عالما
بكتاب	بكتاب
الله	الله
الذي	الذي
هو	هو
القرآن	القرآن
وبسنة	وبسنة
نبيه	نبيه
محمد	محمد
	-
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
	-
،	،
ولأميز	ولأميز
بين	بين
الخبيث	الخبيث
والباطل	والباطل
	،
وأكون	وأكون
حافظا	حافظا
لديني	لديني
	،
فهذا	فهذا
واجب	واجب
لكل	على كل
مسلم	مسلم
،	،
المسلم	المسلم
إذا	إذا
عرف	عرف
دينه	دينه
لا	لا
يقع	يقع
في	في
شيء	شيء
يؤديه	يؤذيه
في	في
الدنيا	الدنيا
والآخرة	والآخرة
	،
كما	كما
قال	قال
تعالى	تعالى
آمرا	آمرا
لرسوله	لرسوله
في	في
حديث	حديث
قدسي	قدسي
:	:
"	"
اعرفوني	اعرفوني
قبل	قبل
أن	أن
تعبدوني	تعبدوني
فأن	فإن
لم	لم
تعرفوني	تعرفوني
فكيف	فكيف
تعبدوني	تعبدوني
"	"
.	.
فلهذا	فلهذا
أنا	أنا
سوف	سوف
أختر	أختار
هذا	هذا
التخصص	التخصص
حتى	حتى
أحصل	أحصل
على	على
الحقيقة	الحقيقة
	،
وأبين	وأبين
بين	بين
الحق	الحق
والباطل	والباطل
قبل	قبل
أن	أن
أرجع	أرجع
إلى	إلى
بلدي	بلدي
لأبينه	لأبينه
للناس	للناس
.	
كما	كما
يفعلون	يفعل
الشيوخ	الشيوخ
الموجودين	الموجودون
	؛
لأن	لأن
في	في
بلدي	بلدي
الذين	يوجد من
تخصصو	تخصص في
مثل	مثل
هذا	هذا
التخصص	التخصص
منهم	منهم
د	د
.	
سليمان	سليمان
ينغدوا	ينغدوا
تخرج	تخرج
من	من
جامعة	الجامعة
الإسلامية	الإسلامية
ومثله	ومثله
من	من
المتخصصين	المتخصصين
في	في
الشريعة	الشريعة
	،
وأتمنى	وأتمنى
أن	أن
أكون	أكون
مثلهم	مثلهم
وأورثهم	وأورثهم
في	في
المستقبل	المستقبل
	-
أن	إن
شاء	شاء
الله	الله
تعالى	تعالى
	-
	.
أنا	أنا
عندي	عندي
أب	أب
هو	
يؤم	يؤم
الناس	الناس
في	في
القرية	القرية
	،
لما	لما
كنت	كنت
صغيرا	صغيرا
كان	كان
يحثني	يحثني
على	على
هذا	هذا
التخصص	التخصص
،	،
وكان	وكان
يحدثني	يحدثني
عنه	عنه
	،
وما	وما
فيه	فيه
من	من
الفوائد	الفوائد
في	في
الدنيا	الدنيا
والآخرة	والآخرة
،	،
فنحن	فنحن
الأخوة	الأخوة
موجودين	الموجودون
في	في
هذه	هذه
الدنيا	الدنيا
علينا	علينا
أن	أن
نعرف	نعرف
سبب	سبب
وجودنا	وجودنا
في	في
هذه	هذه
الدنيا	الدنيا
قبل	قبل
أن	أن
نلهث	نلهث
عن	على
الدنيا	الدنيا
وما	وما
فيها	فيها
من	من
المتعة	المتعة
،	،
ونحن	ونحن
أيضا	أيضا
مهما	مهما
طال	طال
زمن	الزمن
سنرجع	سنرجع
إلى	إلى
خالقنا	خالقنا
في	في
يوم	يوم
ما	ما
	،
وعلينا	وعلينا
	أيها
الأخوة	الأخوة
الكرام	الكرام
،	
أن	أن
يجهز	نجهز
الأشياء	الأشياء
	،
كما	كما
قيل	قيل
:	:
"	"
جدد	جدد
السفينة	السفينة
فأن	فإن
البحر	البحر
عميق	عميق
"	"
	.
وتخصصي	وتخصصي
هذا	هذا
مفيد	مفيد
في	في
مجال	مجال
الدين	الدين
،	،
ونحن	ونحن
نحتاج	نحتاج
إلى	إلى
مثل	مثل
هذا	هذه
الأشياء	الأشياء
	في
بلدنا	بلدنا
غرب	غرب
أفريقيا	إفريقيا
خاصة	خاصة
غينيا	غينيا
	،
نسبة	نسبة
المسلمين	المسلمين
فيها	فيها
أكبر	أكبر
وأكثر	وأكثر
	،
ولكن	ولكن
لا	لا
يطبقون	يطبقون
الدين	الدين
	.
نسأل	نسأل
الله	الله
الفهم	الفهم
	،
والتوفيق	والتوفيق
	،
والإثبات	والثبات
في	على
الدين	الدين
.	،
والحمد	والحمد
لله	لله
رب	رب
العالمين	العالمين
.	.

الرحلة	رحلة
عمرة	للعمرة
	.
ذهبت	ذهبت
للعمرة	للعمرة
إلى	إلى
مكة	مكة
في	في
العطلة	العطلة
الصيفية	الصيفية
الماضية	الماضية
.	،
الحمد	الحمد
لله	لله
.	
قضيت	قضيت
5	5
أيام	أيام
في	في
مكة	مكة
وشعرت	وشعرت
بالسرور	بالسرور
والسعادة	والسعادة
مع	مع
أسرتي	أسرتي
وأصدقائي	وأصدقائي
.	،
سافرت	سافرت
من	من
الرياض	الرياض
في الحافلة	بالحافلة
.	،
السفر	السفر
تقريبا	تقريبا
12	12
ساعة	ساعة
إلى	إلى
مكة	مكة
في الحافلة	بالحافلة
.	،
وصلنا	وصلنا
إلى	إلى
مكة	مكة
في	في
الصباحا	الصباح
للصلاة	لصلاة
الفجر	الفجر
.	،
نحن	نحن
ذهبنا	ذهبنا
إلى	إلى
فرفتنا	غرفتنا
أولا	أولا
وبعد	وبعد
ذلك	ذلك
ذهبنا	ذهبنا
إلى	إلى
الحرم	الحرم
مباشرة	مباشرة
للعمرة	للعمرة
بعد	بعد
الصلاة	صلاة
الفجر	الفجر
.	،
نحن	نحن
نطوف	طفنا
سبعة	سبعة
أشواط	أشواط
	حول
الكعبة	الكعبة
وبدأنا	وبدأنا
كل	كل
شوط	شوط
من	من
أمام	أمام
الحجر	الحجر
الأسود	الأسود
.	،
وبعد	وبعد
ذلك	ذلك
صلينا	صلينا
الصلاة	الصلاة
عند	عند
المقام	مقام
إبراهيم	إبراهيم
	،
ثم	ثم
السعي	سعينا
سبعة	سبعة
أشواط	أشواط
بين	بين
الصفا	الصفا
والمروة	والمروة
.	،
وبعد	وبعد
السعي	السعي
الحلق	الحلق
والتقصير	والتقصير
.	.
نحن	نحن
ذهبنا	ذهبنا
في	في
العطلة	العطلة
الصيفية	الصيفية
	،
وفي	وفي
هذا	هذا
الوقت	الوقت
	يكون
الجو	الجو
حار	حارا
جدا	جدا
وهذا	وهذا
صعب	صعب
لنا	علينا
	،
وفنادق	والفنادق
بعيد	بعيدة
من	عن
الهرم	الحرم
	،
وطعام	والطعام
ليس	ليس
لذيذ	لذيذا
.	،
الحمد	الحمد
على	على
كل	كل
حلة	حالة
.	،
الأجر	الأجر
من	من
الله	الله
عظيم	عظيم
لذلك	لذلك
أنا	أنا
أحب	أحب
رحلتي	رحلتي
إلى	إلى
مكة	مكة
للعمرة	للعمرة
.	.

1	1
-	-
كانت	كانت
هذه	هذه
الرحلة	الرحلة
من	من
الرياض	الرياض
إلى	إلى
مكة	مكة
للعمرة	للعمرة
	،
لما	لما
وصلت	وصلت
في	إلى
مكة	مكة
فرأيت	رأيت
شيئا	شيئا
عجيبا	عجيبا
هناك	هناك
	،
وكثير	وكثير
من	من
الناس	الناس
لغتهم	لغتهم
مختلفة	مختلفة
	،
وكلهم	وكلهم
يلبثون	يلبسون
ملابس	ملابس
الأحرام	الإحرام
لونها	ولونها
بيضاء	بيضاء
	،
ثم	ثم
بعد	بعد
ذلك	ذلك
دخلت	دخلت
في	إلى
المسجد	المسجد
الحرام	الحرام
فأطوف	لأطوف
سبعة	سبعة
أشواط	أشواط
للعمرة	للعمرة
	،
وبعد	وبعدها
فأذهب إلى	ذهبت
السعي	للسعي
سبعة	سبعة
أشواط	أشواط
كذلك	كذلك
	،
ثم	ثم
بعد	بعد
ذلك	ذلك
فشربه	شربت
ماء	ماء
زمزما	زمزم
فخرجت	وخرجت
من	من
المسجد	المسجد
فأقصر	لأقصر
شعري	شعري
	،
وهكذا	وهكذا
انتهيت	انتهيت
	من
عمل	عمل
العمرة	العمرة
ثم	ثم
بعد	بعد
ذلك	ذلك
عوت	عدت
إلى	إلى
الرياض	الرياض
	،
هذه	هذه
هي	هي
الرحلة	الرحلة
.	.
علمت	تعلمت
آدب	آدب
السفر	السفر
بين	بين
الناس	الناس
في	في
الحافلة	الحافلة
	،
فيه	فيها
شخصا	شخص
يجلس	يجلس
على	على
جنبه	جنبه
اليسرى	الأيسر
نتحدث	يتحدث
	،
وهذ	وهذ
شخص	شخص
عنده	
كبير	كبير
من	في
السن	السن
يقول	يقول
لي	لي
	:
يا	يا
ولدي	ولدي
ستذهب	ستذهب
إلى	إلى
مكة	مكة
	؟
فقلت	فقلت
له	له
	:
نعم	نعم
	.
ويسألني	وسألني
	:
أنت	أنت
سوداني	سوداني
	؟
فقلت	فقلت
له	له
	:
لا	لا
أنا	أنا
من	من
أفريقيا	أفريقيا
الوسطي	الوسطى
	.
ثم	ثم
بعدا	بعد
ذلك	ذلك
ويقول	قال
	:
ذا	ماذا
تفعل	تفعل
في	في
السعودية	السعودية
	؟
فقلت	فقلت
له	له
	:
أنا	أنا
طالب	طالب
ويقول	. فقال
	:
ما	ما
شاء	شاء
الله	الله
	!
اجتهد	اجتهد
في	في
دروسك	دروسك
فإن	فإن
العلم	العلم
لم	لا
يتوقف	يتوقف
ويعلمني	وعلمني
هذا	هذا
الحديث	الحديث
في	في
الحافلة	الحافلة
(	(
يقول	يقول
:	:
قال	قال
رسول	رسول
الله	الله
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
:	:
طلب	طلب
العلم	العلم
فريضة	فريضة
على	على
كل	كل
مسلم	مسلم
ومسلمة	ومسلمة
	)
وقال	وقال
لي	لي
أيضا	أيضا
	:
(	(
أطلب	اطلب
العلم	العلم
من	من
المهدي	المهد
إلى	إلى
اللهدي	اللحد
.	)
علمت	تعلمت
هذ	هذا
الحديث	الحديث
في	في
الحافلة	الحافلة
إلى	أثناء
رحلة	رحلة
مكة	مكة
.	.

رحلة	رحلة
إلى	إلى
الجزائر	الجزائر
	.
ولدت	ولدت
في	في
فرنسا	فرنسا
وعشت	وعشت
في	في
هذا	هذا
البلد	البلد
كل	كل
حياتي	حياتي
وديني	وديني
كان	كان
دين	دين
النصارى	النصارى
.	.
ثم	ثم
أسلمت	أسلمت
في	في
السن	سن
19	19
إلى	ودخلت في
الإسلام	الإسلام
	،
وبعد	وبعد
سنة	سنة
سافرت	سافرت
إلى	إلى
الجزائر	الجزائر
في	
مدة	مدة
شهر	شهر
.	،
سافرت	سافرت
مع	مع
زوجي	زوجي
الذي	الذي
كان	كان
من	من
الجزائر	الجزائر
في	إلى
بيت	بيت
آبائه	أهله
.	.
أعجبني	أعجبتني
كثير	كثيرا
هذه	هذه
الرحلة	الرحلة
.	،
أعجبني	أعجبني
كثيرا	كثيرا
استقبال	استقبال
العرب	العرب
،	،
فكانوا	فكانوا
يقدمون	يقدمون
لي	لي
كل	كل
شيء	شيء
حتى	حتى
أشعر	أشعر
بالفرح	بالفرح
مع	مع
أنهم	أنهم
كانوا	كانوا
فقراء	فقراء
.	،
كانوا	كانوا
يصنعون	يصنعون
طعاما	طعاما
لذيذاو	لذيذا
كنت	وكنت
آكل	آكل
ثم	ثم
يأكلون	يأكلون
ما	ما
بقي	بقي
دون	دون
أن	أن
أعرف	أعرف
ذلك	ذلك
.	،
وأعطونا	وأعطونا
غرفة	غرفة
وكانوا	وكانوا
ينامون	ينامون
هم	هم
	في
غرفة	غرفة
واحدة	واحدة
كلهم	كلهم
.	.
(	(
الأبناء	الأبناء
،	،
الآباء	الآباء
)	)
.	.

رحلات	رحلات
في	في
مصر	مصر
	.
كنت	كنت
أعيش	أعيش
في	في
مصر	مصر
وجمعنا	وجمعتنا
كثير	كثير
من	من
الرحلات	الرحلات
أنا	أنا
وزوجي	وزوجي
	،
سفرنا	سافرنا
بالجو	بالجو
	،
أو	أو
بقطار	بقطار
	،
أو	أو
بسيارة	بسيارة
	.
مصر	مصر
تشتهر	تشتهر
بنهر	بنهر
النيل	النيل
والأهرامات	والأهرامات
	،
سفرنا	سافرنا
إلى	إلى
أسوان	أسوان
،	،
هذه	هذه
مدينة	مدينة
مشهورة	مشهورة
بمعابدها	بمعابدها
ويزرها	ويزورها
كثير	كثير
من	من
السياحون	السياح ،
وتشتهر	وتشتهر
معابدها	بمعابدها
المدبنه	الدينية
	:
لوكس	الليسية
	،
والمحبنة	وعنيبة
	،
أبو	أبو
سمبل	سمبل
أيضا	أيضا
	.

"	"
رحلتي	رحلتي
إلى	إلى
مكة	مكة
المكرمة	المكرمة
"	"
ذهبت	ذهبت
مع	مع
زملائي	زملائي
على	إلى
مكة	مكة
المكرمة	المكرمة
لأداء	لأداء
العمرة	العمرة
السنة	السنة
الماضية	الماضية
.	.
كنت	كنت
سعيدا	سعيدا
ومسرورا	ومسرورا
جدا	جدا
لأنه	لأنني
أديت	أديت
العمرة	العمرة
أول	لأول
مرة	مرة
.	.
الآن	الآن
أريد	أريد
أن	أن
أخبركم	أخبركم
عن	عن
رحلتي	رحلتي
إلى	إلى
مكة	مكة
المكرمة	المكرمة
	،
كيف	كيف
وصلت	وصلت
إلى	إلى
مكة	مكة
المكرمة	المكرمة
؟	؟
"	"
كانت	كانت
هذه	هذه
رحلة	رحلة
من	من
جانب	جانب
إدارة	إدارة
المنح	المنح
"	"
جلست	جلست
على	في
السيارة	السيارة
فوصلت	فوصلت
إلى	إلى
قرن	قرن
المنازل	المنازل
،	،
لبست	لبست
ثياب	ثياب
الإجحرام	الإحرام
ثم	ثم
بعد	بعد
ذلك	ذلك
وصلت	وصلت
إلى	إلى
مكة	مكة
المكرمة	المكرمة
قد	وقد
حان	حان
وقت	وقت
صلاة	صلاة
الفجر	الفجر
،	،
صليت	صليت
صلاة	صلاة
الفجر	الفجر
،	،
فذهب	ثم ذهبت
إلى	إلى
الفندق	الفندق
وجهزت	وجهزت
الغرفة	الغرفة
ثم وضعت	ووضعت
الحقيبة	الحقيبة
،	،
فخرجت	خرجت
	بعدها
إلى	إلى
مسجد	المسجد
الحرام	الحرام
طفت	وطفت
سبعة	سبعة
أشواط	أشواط
،	،
وصليت	وصليت
ركعتين	ركعتين
خلف	خلف
مقام	مقام
إبراهيم	إبراهيم
،	،
فشربت	وشربت
من	من
ماء	ماء
زمزم	زمزم
،	،
ثم	ثم
ذهبت	ذهبت
إلى	إلى
محل	محل
الحلاقة	الحلاقة
فحلقت	فحلقت
شعر	شعر
رأسي	رأسي
،	،
	هكذا
أديت	أديت
العمرة	العمرة
هكذا	
.	.
ثم	ثم
ذهبت	ذهبت
إلى	إلى
غرفتي	غرفتي
الذي	التي
جهزته	جهزتها
وبقيت	وبقيت
هناك	هناك
ثلاثة	ثلاثة
أيام	أيام
فيه	فيها
	،
آكلت	أكلت
الطعام	الطعام
وصليت	وصليت
خمس	الخمس
صلاة	صلوات
مع	مع
الجماعة	الجماعة
في	في
مسجد	المسجد
الحرام	الحرام
وزرت	وزرت
بعض	بعض
الأماكن	الأماكن
.	.
فرجعت	رجعت
إلى	إلى
الرياض	الرياض
	إلى
جامعة	جامعة
الملك	الملك
سعود	سعود
.	.

تخصص	تخصصي
في	في
الجامعة	الجامعة
	.
بسم	بسم
الله	الله
الرحمن	الرحمن
الرحيم	الرحيم
	،
أن	إن
الحمد	الحمد
لله	لله
نحمده	نحمده
ونشكره	ونشكره
ونستعينه	ونستعينه
والصلاة	والصلاة
والسلام	والسلام
على	على
سيدنا	سيدنا
محمد	محمد
وعلى	وعلى
آهله	أهله
وأصحابه	وأصحابه
أجمعين	أجمعين
وبعد	وبعد
	،
أريد	أريد
أن	أن
أتخصص	أتخصص
في	في
الدراسة	الدراسة
الإسلامية	الإسلامية
في أسباب	للأسباب
آتية	الآتية
1	1
-	-
أزيل	أزيل
الجهل	الجهل
على	عن
نفسي	نفسي
وللغير	وغيري
2	2
-	-
لأن	لأن
بلدي	بلدي
يحتاج	يحتاج
إليها	إليها
3	3
-	-
لأني	لأني
أعبد	أعبد
الله	الله
بها	بها
وأدرسها	وأدرسها
أبناء	لأبناء
المسلمين	المسلمين
،	.
وهناك	وهناك
أصخاص	أشخاص
قد	قد
أستفيد	أستفيد
من	من
خبرتهم	خبرتهم
في	في
هذا	هذا
المجال	المجال
	،
نعم	نعم
لمست	لمست
