Document	Raw	Corrected	Operation
AR-130-91241	ما	مما	EDIT
AR-130-91241	يحادثون،	يحادثون،	NO_CHANGE
AR-130-91241	مما	مما	NO_CHANGE
AR-130-91241	يؤدي	يؤدي	NO_CHANGE
AR-130-91241	إلى	إلى	NO_CHANGE
AR-130-91241	تباعد	تباعد	NO_CHANGE
AR-130-91241	الناس	الناس	NO_CHANGE
AR-130-91241	وتفكك	وتفكك	NO_CHANGE
AR-130-91241	العلاقات،	العلاقات	EDIT
AR-130-91241	خاصةً	خاصة	EDIT
AR-130-91241	مع	مع	NO_CHANGE
AR-130-91241	كبار	كبار	NO_CHANGE
AR-130-91241	السن	السن	NO_CHANGE
AR-130-91241	الذين	الذين	NO_CHANGE
AR-130-91241	لا	لا	NO_CHANGE
AR-130-91241	يستخدمون	يستخدمون	NO_CHANGE
AR-130-91241	الوسائل	الوسائل	NO_CHANGE
AR-130-91241	بشكل	بشكل	NO_CHANGE
AR-130-91241	كبير،	كبير.	EDIT
AR-130-91241	لذلك	لذلك	NO_CHANGE
AR-130-91241	على	على	NO_CHANGE
AR-130-91241	الشخص	الشخص	NO_CHANGE
AR-130-91241	أن	أن	NO_CHANGE
AR-130-91241	يعرف	يعرف	NO_CHANGE
AR-130-91241	كيف	كيف	NO_CHANGE
AR-130-91241	يوازن	يوازن	NO_CHANGE
AR-130-91241	بين	بين	NO_CHANGE
AR-130-91241	الشيئين،	الشيئين،	NO_CHANGE
AR-130-91241	فعندما	فعندما	NO_CHANGE
AR-130-91241	يكون	يكون	NO_CHANGE
AR-130-91241	برفقة	برفقة	NO_CHANGE
AR-130-91241	شخص	شخص	NO_CHANGE
AR-130-91241	ما،	ما	EDIT
AR-130-91241	يفضل	يفضل	NO_CHANGE
AR-130-91241	أن	أن	NO_CHANGE
AR-130-91241	لا	لا	NO_CHANGE
AR-130-91241	يستخدم	يستخدم	NO_CHANGE
AR-130-91241	هاتفه	هاتفه	NO_CHANGE
AR-130-91241	والمراسلة	والمراسلة	NO_CHANGE
AR-130-91241	مع	مع	NO_CHANGE
AR-130-91241	شخص	شخص	NO_CHANGE
AR-130-91241	آخر،	آخر	EDIT
AR-130-91241	فقد	فقد	NO_CHANGE
AR-130-91241	يعتبر	يعتبر	NO_CHANGE
AR-130-91241	بعض	بعض	NO_CHANGE
AR-130-91241	الناس	الناس	NO_CHANGE
AR-130-91241	ذلك	ذلك	NO_CHANGE
AR-130-91241	فظاً،	فظا،	EDIT
AR-130-91241	أو	أو	NO_CHANGE
AR-130-91241	إذا	إذا	NO_CHANGE
AR-130-91241	كان	كان	NO_CHANGE
AR-130-91241	الأمر	الأمر	NO_CHANGE
AR-130-91241	طارئاً	طارئا	EDIT
AR-130-91241	فليستأذن	فليستأذن	NO_CHANGE
AR-130-91241	قليلاً.	قليلا.	EDIT
AR-130-91241	في	في	NO_CHANGE
AR-130-91241	هذا	هذا	NO_CHANGE
AR-130-91241	العصر،	العصر،	NO_CHANGE
AR-130-91241	المحافظة	المحافظة	NO_CHANGE
AR-130-91241	على	على	NO_CHANGE
AR-130-91241	حياة	حياة	NO_CHANGE
AR-130-91241	إجتماعية	اجتماعية	EDIT
AR-130-91241	مهم	مهم	NO_CHANGE
AR-130-91241	جداً،	جدا،	EDIT
AR-130-91241	وسيساعد	وسيساعد	NO_CHANGE
AR-130-91241	الشخص	الشخص	NO_CHANGE
AR-130-91241	في	في	NO_CHANGE
AR-130-91241	حياته	حياته	NO_CHANGE
AR-130-91241	بشكل	بشكل	NO_CHANGE
AR-130-91241	كبير،	كبير،	NO_CHANGE
AR-130-91241	لذلك	لذلك	NO_CHANGE
AR-130-91241	يجب	يجب	NO_CHANGE
AR-130-91241	عليه	عليه	NO_CHANGE
AR-130-91241	أن	أن	NO_CHANGE
AR-130-91241	يعرف	يعرف	NO_CHANGE
AR-130-91241	كيف	كيف	NO_CHANGE
AR-130-91241	يوازن،	يوازن	EDIT
AR-130-91241	ويرتب،	ويرتب	EDIT
AR-130-91241	وينظم	وينظم	NO_CHANGE
AR-130-91241	وقته	وقته	NO_CHANGE
AR-130-91241	بشكل	بشكل	NO_CHANGE
AR-130-91241	جيد.	جيد.	NO_CHANGE
AR-130-91256	اهم	أهم	EDIT
AR-130-91256	شيء	شيء	NO_CHANGE
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	المجتمع	المجتمع	NO_CHANGE
AR-130-91256	هو	هو	NO_CHANGE
AR-130-91256	التسامح.	التسامح،	EDIT
AR-130-91256	فإن	فإن	NO_CHANGE
AR-130-91256	لم	لم	NO_CHANGE
AR-130-91256	تكن	تكن	NO_CHANGE
AR-130-91256	لديهم	لديه	EDIT
AR-130-91256	هذه	هذه	NO_CHANGE
AR-130-91256	الصفه	الصفة	EDIT
AR-130-91256	،		DELETE
AR-130-91256	سيكون	سيكون	NO_CHANGE
AR-130-91256	لديهم	لديه	EDIT
AR-130-91256	الكثير	الكثير	NO_CHANGE
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	المشاكل	المشاكل	NO_CHANGE
AR-130-91256	مثل	مثل	NO_CHANGE
AR-130-91256	التنمر	التنمر	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	السرقه	والسرقة	EDIT
AR-130-91256	و		DELETE
AR-130-91256	الحسد.	والحسد،	EDIT
AR-130-91256	لهذا	لهذا	NO_CHANGE
AR-130-91256	يجب	يجب	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	نسامح	نسامح	NO_CHANGE
AR-130-91256	و	وأن	EDIT
AR-130-91256	ان		DELETE
AR-130-91256	تكون	تكون	NO_CHANGE
AR-130-91256	نيتنا	نيتنا	NO_CHANGE
AR-130-91256	صافيه	صافية	EDIT
AR-130-91256	تجاه	تجاه	NO_CHANGE
AR-130-91256	بعضنا	بعضنا	NO_CHANGE
AR-130-91256	البعض.	البعض.	NO_CHANGE
AR-130-91256	يجب	يجب	NO_CHANGE
AR-130-91256	على	على	NO_CHANGE
AR-130-91256	الآباء	الآباء	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	يعلموا	يعلموا	NO_CHANGE
AR-130-91256	اطفالهم	أطفالهم	EDIT
AR-130-91256	على		DELETE
AR-130-91256	صفة	صفة	NO_CHANGE
AR-130-91256	للتسامح	التسامح	EDIT
AR-130-91256	و	وأن	EDIT
AR-130-91256	ان		DELETE
AR-130-91256	لا	لا	NO_CHANGE
AR-130-91256	يتنمروا	يتنمروا	NO_CHANGE
AR-130-91256	على	على	NO_CHANGE
AR-130-91256	احد	أحد	EDIT
AR-130-91256	ما	ما	NO_CHANGE
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	المدرسه	المدرسة	EDIT
AR-130-91256	او	أو	EDIT
AR-130-91256	الشارع.	الشارع	EDIT
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	اي	أي	EDIT
AR-130-91256	مكان.	مكان.	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	هذه	وهذه	EDIT
AR-130-91256	الصفه	الصفة	EDIT
AR-130-91256	يجب	يجب	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	تكون	تكون	NO_CHANGE
AR-130-91256	مزروعه	مزروعة	EDIT
AR-130-91256		من	INSERT
AR-130-91256	مناجدادنا	أجدادنا	EDIT
AR-130-91256	حتى	حتى	NO_CHANGE
AR-130-91256		تكون	INSERT
AR-130-91256	صفة	صفة	NO_CHANGE
AR-130-91256	التسامح	التسامح	NO_CHANGE
AR-130-91256	تكون		DELETE
AR-130-91256	فطره	فطرة	EDIT
AR-130-91256	لدينا	لدينا	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	مزروعه	ومزروعة	EDIT
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	قلوبنا.	قلوبنا.	NO_CHANGE
AR-130-91256	المدرسة	المدرسة	NO_CHANGE
AR-130-91256	ايضا	أيضا	EDIT
AR-130-91256	لها	لها	NO_CHANGE
AR-130-91256	دور	دور	NO_CHANGE
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	تعزيز	تعزيز	NO_CHANGE
AR-130-91256	هذه	هذه	NO_CHANGE
AR-130-91256	الصفه	الصفة	EDIT
AR-130-91256	الحميده	الحميدة	EDIT
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	قلوب	قلوب	NO_CHANGE
AR-130-91256	الاطفال	الأطفال	EDIT
AR-130-91256	و		DELETE
AR-130-91256	الطلاب	والطلاب	EDIT
AR-130-91256	الكبار	الكبار،	EDIT
AR-130-91256	.		DELETE
AR-130-91256	لان	لأن	EDIT
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	دونها	دونها	NO_CHANGE
AR-130-91256	لن	لن	NO_CHANGE
AR-130-91256	يكون	يكون	NO_CHANGE
AR-130-91256	لديهم	لديهم	NO_CHANGE
AR-130-91256	صفة	صفة	NO_CHANGE
AR-130-91256	الصبر	الصبر	NO_CHANGE
AR-130-91256	وو		DELETE
AR-130-91256	الحماس	والحماس	EDIT
AR-130-91256	للتعلم.	للتعلم.	NO_CHANGE
AR-130-91256	التسامح	التسامح	NO_CHANGE
AR-130-91256	يغير	يغير	NO_CHANGE
AR-130-91256	الانسان	الإنسان	EDIT
AR-130-91256	فإن	فإن	NO_CHANGE
AR-130-91256	كان	كان	NO_CHANGE
AR-130-91256	الانسان	الإنسان	EDIT
AR-130-91256	مسامح	مسامحا،	EDIT
AR-130-91256	،		DELETE
AR-130-91256	فكان		DELETE
AR-130-91256	سيكون	سيكون	NO_CHANGE
AR-130-91256	طيب	طيب	NO_CHANGE
AR-130-91256	القلب	القلب	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	محب	ومحبا	EDIT
AR-130-91256	للعلم،	للعلم،	NO_CHANGE
AR-130-91256	يحب	يحب	NO_CHANGE
AR-130-91256	مساعدة	مساعدة	NO_CHANGE
AR-130-91256	الآخرين	الآخرين	NO_CHANGE
AR-130-91256	بسبب	بسبب	NO_CHANGE
AR-130-91256	طيبته	طيبته	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	صفاء	وصفاء	EDIT
AR-130-91256	نيته.	نيته.	NO_CHANGE
AR-130-91256	هناك	هناك	NO_CHANGE
AR-130-91256	الكثير	الكثير	NO_CHANGE
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	الافعال	الأفعال	EDIT
AR-130-91256	و		DELETE
AR-130-91256	الفعاليات	والفعاليات	EDIT
AR-130-91256	لتعزيز	لتعزيز	NO_CHANGE
AR-130-91256	ثقافة	ثقافة	NO_CHANGE
AR-130-91256	التسامح.	التسامح.	NO_CHANGE
AR-130-91256	دولة	دولة	NO_CHANGE
AR-130-91256	الامارات	الإمارات	EDIT
AR-130-91256	دوله	دولة	EDIT
AR-130-91256	غنيه	غنية	EDIT
AR-130-91256	بقيمها	بقيمها	NO_CHANGE
AR-130-91256	الحميده	الحميدة	EDIT
AR-130-91256	الفاضله	الفاضلة	EDIT
AR-130-91256	و		DELETE
AR-130-91256	الكل	والكل	EDIT
AR-130-91256	شهد	شهد	NO_CHANGE
AR-130-91256	تطورها	تطورها	NO_CHANGE
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	فتره	فترة	EDIT
AR-130-91256	زمنيه	زمنية	EDIT
AR-130-91256	قصيره.	قصيرة.	EDIT
AR-130-91256	دولة	دولة	NO_CHANGE
AR-130-91256	الامارات	الإمارات	EDIT
AR-130-91256	دولة	دولة	NO_CHANGE
AR-130-91256	ذكيه	ذكية.	EDIT
AR-130-91256	.		DELETE
AR-130-91256	الآن	الآن	NO_CHANGE
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	مدارسها،	مدارسها	EDIT
AR-130-91256	يدرسون	يدرسون	NO_CHANGE
AR-130-91256	على	على	NO_CHANGE
AR-130-91256	الحواسب	الحواسب	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	اللوحه	واللوحة	EDIT
AR-130-91256	الذكيه.	الذكية،	EDIT
AR-130-91256	اعتمادها	اعتمادها	NO_CHANGE
AR-130-91256	الاكبر	الأكبر	EDIT
AR-130-91256	اصبح	أصبح	EDIT
AR-130-91256	على	على	NO_CHANGE
AR-130-91256	التكنلوجيا.	التكنولوجيا.	EDIT
AR-130-91256	و		DELETE
AR-130-91256	ايضا	وأيضا	EDIT
AR-130-91256	دائما	دائما	NO_CHANGE
AR-130-91256	ما	ما	NO_CHANGE
AR-130-91256	تركز	تركز	NO_CHANGE
AR-130-91256	على	على	NO_CHANGE
AR-130-91256	تعزيز	تعزيز	NO_CHANGE
AR-130-91256	القيم	القيم	NO_CHANGE
AR-130-91256	الحميده	الحميدة	EDIT
AR-130-91256	لدى	لدى	NO_CHANGE
AR-130-91256	المجتمع	المجتمع،	EDIT
AR-130-91256	،		DELETE
AR-130-91256	اي	أي	EDIT
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	خلال	خلال	NO_CHANGE
AR-130-91256	المدرسه	المدرسة	EDIT
AR-130-91256	او	أو	EDIT
AR-130-91256	الجامعه،	الجامعة	EDIT
AR-130-91256		أو	INSERT
AR-130-91256	العما،	العمل	EDIT
AR-130-91256		أو	INSERT
AR-130-91256	مواقع	مواقع	NO_CHANGE
AR-130-91256	التواصل	التواصل	NO_CHANGE
AR-130-91256	او	أو	EDIT
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	المنزل	المنزل	NO_CHANGE
AR-130-91256	ايضا.	أيضا.	EDIT
AR-130-91256	تتطور	تتطور	NO_CHANGE
AR-130-91256	دولة	دولة	NO_CHANGE
AR-130-91256	الامارات	الإمارات	EDIT
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	كل	كل	NO_CHANGE
AR-130-91256	يوم	يوم	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	نحمد	ونحمد	EDIT
AR-130-91256	ربنا	ربنا	NO_CHANGE
AR-130-91256	كل	كل	NO_CHANGE
AR-130-91256	يوم	يوم	NO_CHANGE
AR-130-91256	لاننا	لأننا	EDIT
AR-130-91256	نعيش	نعيش	NO_CHANGE
AR-130-91256	في	في	NO_CHANGE
AR-130-91256	دوله	دولة	EDIT
AR-130-91256	مثل	مثل	NO_CHANGE
AR-130-91256	دولة	دولة	NO_CHANGE
AR-130-91256	الامارات.	الإمارات.	EDIT
AR-130-91256	وسائل	وسائل	NO_CHANGE
AR-130-91256	التواصل	التواصل	NO_CHANGE
AR-130-91256	الاجتماعي	الاجتماعي	NO_CHANGE
AR-130-91256	لها	لها	NO_CHANGE
AR-130-91256	تاثير	تأثير	EDIT
AR-130-91256	كبير	كبير	NO_CHANGE
AR-130-91256	على	على	NO_CHANGE
AR-130-91256	افراد	أفراد	EDIT
AR-130-91256	المجتمع.	المجتمع،	EDIT
AR-130-91256	له	لها	EDIT
AR-130-91256	تأثير	تأثير	NO_CHANGE
AR-130-91256	سلبي	سلبي	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	ايجابي.	وإيجابي.	EDIT
AR-130-91256	الفرد	الفرد	NO_CHANGE
AR-130-91256	قد	قد	NO_CHANGE
AR-130-91256	يتأثر	يتأثر	NO_CHANGE
AR-130-91256	على		DELETE
AR-130-91256	اي	بأي	EDIT
AR-130-91256	شيء	شيء	NO_CHANGE
AR-130-91256	يراها	يراه	EDIT
AR-130-91256	و	وإن	EDIT
AR-130-91256	ان		DELETE
AR-130-91256	تأثر	تأثر	NO_CHANGE
AR-130-91256	هناك	هناك	NO_CHANGE
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	سيقلده	سيقلده،	EDIT
AR-130-91256	.		DELETE
AR-130-91256	و		DELETE
AR-130-91256	بعدها	وبعدها	EDIT
AR-130-91256	الكل	الكل	NO_CHANGE
AR-130-91256	سيقلدك	سيقلدك	NO_CHANGE
AR-130-91256	ان	إن	EDIT
AR-130-91256	كان	كان	NO_CHANGE
AR-130-91256	الشيء	الشيء	NO_CHANGE
AR-130-91256	سخيف	سخيفا	EDIT
AR-130-91256	ام	أم	EDIT
AR-130-91256	جميل.	جميلا.	EDIT
AR-130-91256	المجتمع	المجتمع	NO_CHANGE
AR-130-91256	يتاثر	يتأثر	EDIT
AR-130-91256	بسرعه	بسرعة	EDIT
AR-130-91256	دائما.	دائما،	EDIT
AR-130-91256	و		DELETE
AR-130-91256	بعدها	وبعدها	EDIT
AR-130-91256	ينتقد	ينتقد	NO_CHANGE
AR-130-91256	الافراد	الأفراد	EDIT
AR-130-91256	حتى	حتى	NO_CHANGE
AR-130-91256	و	وإن	EDIT
AR-130-91256	ان		DELETE
AR-130-91256	كان	كان	NO_CHANGE
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	عائلته	عائلته	NO_CHANGE
AR-130-91256	او	أو	EDIT
AR-130-91256	مجتمعه.	مجتمعه.	NO_CHANGE
AR-130-91256	تستطيع	تستطيع	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	تنشر	تنشر	NO_CHANGE
AR-130-91256	الافعال	الأفعال	EDIT
AR-130-91256	الخيريه	الخيرية	EDIT
AR-130-91256	التي	التي	NO_CHANGE
AR-130-91256	تفعلها	تفعلها	NO_CHANGE
AR-130-91256	بهدف	بهدف	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	يفعلوا	يفعلوا	NO_CHANGE
AR-130-91256	مثلك	مثلك	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	يساعدونك	ويساعدوك	EDIT
AR-130-91256	مثلا.	مثلا.	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	ايضا	وأيضا	EDIT
AR-130-91256	تستطيع	تستطيع	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	تتابع	تتابع	NO_CHANGE
AR-130-91256	اخبار	أخبار	EDIT
AR-130-91256	الدوله	الدولة	EDIT
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	خلال	خلال	NO_CHANGE
AR-130-91256	التواصل	التواصل	NO_CHANGE
AR-130-91256	الاجتماعي،	الاجتماعي.	EDIT
AR-130-91256	التواصل	التواصل	NO_CHANGE
AR-130-91256	الاجتماعي	الاجتماعي	NO_CHANGE
AR-130-91256	لديه	لديه	NO_CHANGE
AR-130-91256	الكثير	الكثير	NO_CHANGE
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	الاستخداماتزالجيده	الاستخدامات	EDIT
AR-130-91256	و	الجيدة	EDIT
AR-130-91256	السيئه.	والسيئة.	EDIT
AR-130-91256	عندما	عندما	NO_CHANGE
AR-130-91256	يكون	يكون	NO_CHANGE
AR-130-91256	المجتمع	المجتمع	NO_CHANGE
AR-130-91256	آمن	آمنا	EDIT
AR-130-91256	و		DELETE
AR-130-91256	متسامح،	ومتسامحا	EDIT
AR-130-91256	متفاهم.	ومتفاهما	EDIT
AR-130-91256	هنا	هنا	NO_CHANGE
AR-130-91256	سيستطيع	سيستطيع	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	يتطور	يتطور	NO_CHANGE
AR-130-91256	و		DELETE
AR-130-91256	يحقق	ويحقق	EDIT
AR-130-91256	الكثير	الكثير	NO_CHANGE
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	الانجازات	الإنجازات	EDIT
AR-130-91256	العظيمه.	العظيمة.	EDIT
AR-130-91256	اما	أما	EDIT
AR-130-91256	ان	إن	EDIT
AR-130-91256	لم	لم	NO_CHANGE
AR-130-91256	يكن	يكن	NO_CHANGE
AR-130-91256	متسامح	متسامحا	EDIT
AR-130-91256	و		DELETE
AR-130-91256	متفاهم،	ومتفاهما	EDIT
AR-130-91256	من	من	NO_CHANGE
AR-130-91256	المستحيل	المستحيل	NO_CHANGE
AR-130-91256	ان	أن	EDIT
AR-130-91256	يتطور	يتطور	NO_CHANGE
AR-130-91256	مجتمعهم.	مجتمعهم.	NO_CHANGE
AR-130-91347	للتسامح	للتسامح	NO_CHANGE
AR-130-91347	أهمية	أهمية	NO_CHANGE
AR-130-91347	واسعة	واسعة	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	الدول	الدول	NO_CHANGE
AR-130-91347	التي		DELETE
AR-130-91347	لا	لا	NO_CHANGE
AR-130-91347	تعد	تعد	NO_CHANGE
AR-130-91347	ولا	ولا	NO_CHANGE
AR-130-91347	تحصى،	تحصى،	NO_CHANGE
AR-130-91347	مع	مع	NO_CHANGE
AR-130-91347	ذلك	ذلك	NO_CHANGE
AR-130-91347	تفتقرها	تفتقرها	NO_CHANGE
AR-130-91347	بعض	بعض	NO_CHANGE
AR-130-91347	المجتمعات	المجتمعات	NO_CHANGE
AR-130-91347	لسوء	لسوء	NO_CHANGE
AR-130-91347	العقليات	العقليات	NO_CHANGE
AR-130-91347	فيها	فيها،	EDIT
AR-130-91347	وكذلك	وكذلك	NO_CHANGE
AR-130-91347	اختلاف	اختلاف	NO_CHANGE
AR-130-91347	مستويات	مستويات	NO_CHANGE
AR-130-91347	الثقافة	الثقافة	NO_CHANGE
AR-130-91347	العامة.	العامة.	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	هذا	هذا	NO_CHANGE
AR-130-91347	المقال	المقال	NO_CHANGE
AR-130-91347	سأذكر	سأذكر	NO_CHANGE
AR-130-91347	طرق	طرقا	EDIT
AR-130-91347	تساهم	تساهم	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	تعزيز	تعزيز	NO_CHANGE
AR-130-91347	ثقافة	ثقافة	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	المجتمعات	المجتمعات	NO_CHANGE
AR-130-91347	التي	التي	NO_CHANGE
AR-130-91347	تعد	تعد	NO_CHANGE
AR-130-91347	أساس	أساس	NO_CHANGE
AR-130-91347	الدولة	الدولة	NO_CHANGE
AR-130-91347	وركنها.	وركنها.	NO_CHANGE
AR-130-91347	تتشعب	تتشعب	NO_CHANGE
AR-130-91347	طرق	طرق	NO_CHANGE
AR-130-91347	تعزيز	تعزيز	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	بين	بين	NO_CHANGE
AR-130-91347	الأفراد	الأفراد	NO_CHANGE
AR-130-91347	والمجتمعات،	والمجتمعات،	NO_CHANGE
AR-130-91347	ولكن	ولكن	NO_CHANGE
AR-130-91347	يحتاج	يحتاج	NO_CHANGE
AR-130-91347	المجتمع	المجتمع	NO_CHANGE
AR-130-91347	إلى	إلى	NO_CHANGE
AR-130-91347	قلوب	قلوب	NO_CHANGE
AR-130-91347	صافية	صافية	NO_CHANGE
AR-130-91347	للوصول	للوصول	NO_CHANGE
AR-130-91347	لمستوى	لمستوى	NO_CHANGE
AR-130-91347	مرغوب	مرغوب	NO_CHANGE
AR-130-91347	فيه	فيه	NO_CHANGE
AR-130-91347	من	من	NO_CHANGE
AR-130-91347	التعايش	التعايش	NO_CHANGE
AR-130-91347	والتسامح	والتسامح	NO_CHANGE
AR-130-91347	مع	مع	NO_CHANGE
AR-130-91347	الآخرين.	الآخرين.	NO_CHANGE
AR-130-91347	أولاً	أولا	EDIT
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	يكون	يكون	NO_CHANGE
AR-130-91347	تسامح	تسامحا	EDIT
AR-130-91347	داخلياً	داخليا	EDIT
AR-130-91347	قبل	قبل	NO_CHANGE
AR-130-91347	أن	أن	NO_CHANGE
AR-130-91347	تشهده	تشهده	NO_CHANGE
AR-130-91347	المجتمعات،	المجتمعات،	NO_CHANGE
AR-130-91347	لأن	لأن	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	شيءٌ	شيء	EDIT
AR-130-91347	عظيم	عظيم	NO_CHANGE
AR-130-91347	يملكه	يملكه	NO_CHANGE
AR-130-91347	الإنسان	الإنسان	NO_CHANGE
AR-130-91347	بترك	بترك	NO_CHANGE
AR-130-91347	العنصرية	العنصرية	NO_CHANGE
AR-130-91347	الفكرية	الفكرية	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	المقام	المقام	NO_CHANGE
AR-130-91347	الأول	الأول	NO_CHANGE
AR-130-91347	و		DELETE
AR-130-91347	من	ومن	EDIT
AR-130-91347	ثم	ثم	NO_CHANGE
AR-130-91347	المضي	المضي	NO_CHANGE
AR-130-91347	قدماً	قدما	EDIT
AR-130-91347	نحو	نحو	NO_CHANGE
AR-130-91347	تعزيزه	تعزيزه	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	المجتمعات.	المجتمعات.	NO_CHANGE
AR-130-91347	من	من	NO_CHANGE
AR-130-91347	سبل	سبل	NO_CHANGE
AR-130-91347	تعزيز	تعزيز	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	نشر	نشر	NO_CHANGE
AR-130-91347	المحبة	المحبة	NO_CHANGE
AR-130-91347	والتعاون	والتعاون	NO_CHANGE
AR-130-91347	والكفاح	والكفاح	NO_CHANGE
AR-130-91347	من	من	NO_CHANGE
AR-130-91347	أجل	أجل	NO_CHANGE
AR-130-91347	محو	محو	NO_CHANGE
AR-130-91347	العنصرية	العنصرية	NO_CHANGE
AR-130-91347	كما	كما	NO_CHANGE
AR-130-91347	يحث	يحث	NO_CHANGE
AR-130-91347	الدين	الدين	NO_CHANGE
AR-130-91347	الإسلامي.	الإسلامي.	NO_CHANGE
AR-130-91347	لم	لم	NO_CHANGE
AR-130-91347	يصل	يصل	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	بعد	بعد	NO_CHANGE
AR-130-91347	إلى	إلى	NO_CHANGE
AR-130-91347	عقول	عقول	NO_CHANGE
AR-130-91347	البشر	البشر	NO_CHANGE
AR-130-91347	التي	التي	NO_CHANGE
AR-130-91347		لا	INSERT
AR-130-91347	لازالت	زالت	EDIT
AR-130-91347	مغقلقة	مغلقة	EDIT
AR-130-91347	ولكنها	ولكنها	NO_CHANGE
AR-130-91347	اليوم	اليوم	NO_CHANGE
AR-130-91347	تنتشر	تنتشر	NO_CHANGE
AR-130-91347	بشكل	بشكل	NO_CHANGE
AR-130-91347	فريد	فريد	NO_CHANGE
AR-130-91347	مما	مما	NO_CHANGE
AR-130-91347	يساهم	يساهم	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	حفظ	حفظ	NO_CHANGE
AR-130-91347	المجتمعات.	المجتمعات.	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	الختام،	الختام	EDIT
AR-130-91347	تقع	تقع	NO_CHANGE
AR-130-91347	مسؤولية	مسؤولية	NO_CHANGE
AR-130-91347	نشر	نشر	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	وتعزيزة	وتعزيزه	EDIT
AR-130-91347	على	على	NO_CHANGE
AR-130-91347	الأفراد	الأفراد	NO_CHANGE
AR-130-91347	في	لما	EDIT
AR-130-91347	مالهم	لهم	EDIT
AR-130-91347		من	INSERT
AR-130-91347	دور	دور	NO_CHANGE
AR-130-91347	كبير	كبير	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	المجتمعات.	المجتمعات.	NO_CHANGE
AR-130-91347	التسامح	التسامح	NO_CHANGE
AR-130-91347	قيمة	قيمة	NO_CHANGE
AR-130-91347	وكنز	وكنز	NO_CHANGE
AR-130-91347	في	في	NO_CHANGE
AR-130-91347	المجتمعات	المجتمعات	NO_CHANGE
AR-130-91347	ويجب	ويجب	NO_CHANGE
AR-130-91347	أن	أن	NO_CHANGE
AR-130-91347	تتزايد	تتزايد	NO_CHANGE
AR-130-91347	وتصبح	وتصبح	NO_CHANGE
AR-130-91347	منتشره	منتشرة	EDIT
