SOURCE	TARGET
الناس	الناس	UC
يتسوقون	يتسوقون	UC
و هم	وهم	MERGE
جالسين	جالسين	UC
في	في	UC
بيوتهم	بيوتهم	UC
في	في	UC
النهاية	النهاية	UC
كل	كل	UC
شيء	شيء	UC
يعتمد	يعتمد	UC
على	على	UC
كيف	كيف	UC
يختار	يختار	UC
الأنسان	الإنسان	REPLACE_OH
ان	أن	REPLACE_OH
يستخدم	يستخدم	UC
هذه	هذه	UC
البرامج	البرامج	UC

ظهرت	ظهرت	UC
في	في	UC
الآونة	الآونة	UC
الأخيرة	الأخيرة	UC
أجهزة	أجهزة	UC
الكترونية	إلكترونية	REPLACE_OH
من	من	UC
ضمنها	ضمنها	UC
برامج	برامج	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هذه	هذه	UC
الأجهزة	الأجهزة	UC
الذكية	الذكية	UC
أصبحت	أصبحت	UC
جزئا	جزءا	REPLACE_OH
مهما	مهما	UC
في	في	UC
حياتنا	حياتنا	UC
اليومية	اليومية	UC
فتلك	فتلك	UC
الأجهزة	الأجهزة	UC
جعلت	جعلت	UC
القيام	القيام	UC
بأعمالنا	بأعمالنا	UC
أسهل	أسهل	UC
و التواصل	والتواصل	MERGE
مع	مع	UC
أحبابنا	أحبابنا	UC
أسهل	أسهل	UC
ولكن	ولكن	UC
مع	مع	UC
الإيجابيات	الإيجابيات	UC
تأتي	تأتي	UC
السلبيات	السلبيات	UC
فأصبح	فأصبح	UC
الصغار	الصغار	UC
و الكبار	والكبار	MERGE
مهووسين	مهووسين	UC
بالوسائل	بالوسائل	UC
الاجتماعية	الاجتماعية	UC
بحد	بحد	UC
كبير	كبير	UC
فذلك	فذلك	UC
أدى	أدى	UC
لمشاكل	لمشاكل	UC
صحية	صحية	UC
مثل	مثل	UC
قلة	قلة	UC
النوم	النوم	UC
و فقدان	وفقدان	MERGE
الذاكرة	الذاكرة	UC
و الخمول	والخمول	MERGE
الأمراض	والأمراض	REPLACE_SF
ولا	ولا	UC
تقتصر	تقتصر	UC
المشاكل	المشاكل	UC
فقط	فقط	UC
على	على	UC
الجسد	الجسد	UC
بل	بل	UC
أيضا	أيضا	UC
على	على	UC
النفس	النفس	UC
فهناك	فهناك	UC
العديد	العديد	UC
من	من	UC
الأطفال	الأطفال	UC
و المراهقين	والمراهقين	MERGE
الذين	الذين	UC
يعانون	يعانون	UC
من	من	UC
الارهاب	الرهاب	REPLACE_OD
الاجتماعي	الاجتماعي	UC
و قلة	وقلة	MERGE
الثقة	الثقة	UC
بالنفس	بالنفس	UC
و عدم	وعدم	MERGE
تحمل	تحمل	UC
المسؤولية	المسؤولية	UC
ولكن	ولكن	UC
إذا	إذا	UC
تعلم	تعلم	UC
المرء	المرء	UC
حده	حده	UC
مع	مع	UC
تلك	تلك	UC
الأجهزة	الأجهزة	UC
و قاموا	وقام	REPLACE_X
الأهالي	الأهالي	UC
بتقليل	بتقليل	UC
وقت	وقت	UC
استخدام	استخدام	UC
أبنائهم	أبنائهم	UC
للحاسوب	للحاسوب	UC
فسوف	فسوف	UC
تتقلص	تتقلص	UC
تلك	تلك	UC
العادات	العادات	UC
السيئة	السيئة	UC

تطورت	تطورت	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
عبر	عبر	UC
السنين	السنين	UC
خاصتا	خاصة	REPLACE_XN
في	في	UC
هذا	هذا	UC
الزمان	الزمان	UC
فلها	فلها	UC
آثار	آثار	UC
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
اولا	أولا	REPLACE_OH
يشعر	يشعر	UC
الفرد	الفرد	UC
بإنه	بأنه	REPLACE_OH
لا	لا	UC
ينتمي	ينتمي	UC
الى	إلى	REPLACE_OH
هذا	هذا	UC
المجتمع	المجتمع	UC
لإنه	لأنه	REPLACE_OH
يقارن	يقارن	UC
نفسه	نفسه	UC
مع	مع	UC
زملائه	زملائه	UC
فيقول	فيقول	UC
لنفسه	لنفسه	UC
لماذا	لماذا	UC
هذا	هذا	UC
الفلان	الفلان	UC
لديه	لديه	UC
هذا	هذا	UC
و هذا	وهذا	MERGE
و انا	وأنا	REPLACE_O
لا	لا	UC
ثانيا	ثانيا	UC
ليس	ليس	UC
للفرد	للفرد	UC
الخصوصية	خصوصية	REPLACE_XF
لانه	لأنه	REPLACE_OH
ينشر	ينشر	UC
كل	كل	UC
شيء	شيء	UC
عنه	عنه	UC
فإذا	فإذا	UC
سافر	سافر	UC
قال	قال	UC
للناس	للناس	UC
و إذا	وإذا	MERGE
اشترى	اشترى	UC
سيارة	سيارة	UC
قال	قال	UC
للناس	للناس	UC
ثالثا	ثالثا	UC
إن	إن	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
ينتج	ينتج	UC
المحبه	المحبة	REPLACE_OT
بين	بين	UC
المجتمعات	المجتمعات	UC
لاننا	لأننا	REPLACE_OH
نتعرف	نتعرف	UC
على	على	UC
أشخاص	أشخاص	UC
من	من	UC
دول	دول	UC
أخرى	أخرى	UC
في	في	UC
النهايه	النهاية	REPLACE_OT
ان	إن	REPLACE_OH
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
شيء	شيء	UC
مفيد	مفيد	UC
لكن	لكن	UC
لدرجة	لدرجة	UC
معينة	معينة	UC
و يجب	ويجب	MERGE
علينا	علينا	UC
ان	أن	REPLACE_OH
لا	لا	UC
نعتمده	نعتمده	UC

تعتبر	تعتبر	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
جزء	جزءا	REPLACE_XC
كبير	كبيرا	REPLACE_XC
من	من	UC
حياتنا	حياتنا	UC
الحالية	الحالية	UC
ففي	ففي	UC
قرن	القرن	REPLACE_XF
الواحد	الواحد	UC
العشرين	العشرين	UC
وصلت	وصلت	UC
التكنلوجيا	التكنولوجيا	REPLACE_OH+REPLACE_OM
في اعلي	لأعلى	UNK
مراحل	مراحل	UC
تطورها	تطورها	UC
ولا	ولا	UC
يمكننا	يمكننا	UC
الاستغناء	الاستغناء	UC
عنها	عنها	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
سلاح	سلاح	UC
ذو	ذو	UC
حدين	حدين	UC
له	له	UC
آثار	آثار	UC
ايجابية	إيجابية	REPLACE_OH
و سلبية	وسلبية	MERGE
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
على	على	UC
حسب	حسب	UC
طريقة	طريقة	UC
استعمالها	استعمالها	UC
من	من	UC
آثار	آثار	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعية	الاجتماعية	UC
الايجابية	الإيجابية	REPLACE_OH
متابعة	متابعة	UC
ملهمون	ملهمين	REPLACE_XC
و ناجحون	وناجحين	REPLACE_X
من	من	UC
شتى	شتى	UC
البلدان	البلدان	UC
و تواصل	وتواصل	MERGE
الافراد	الأفراد	REPLACE_OH
على	على	UC
مختلف	مختلف	UC
الشخصيات	الشخصيات	UC
و الجنسيات	والجنسيات	MERGE
للتعرف	للتعرف	UC
على	على	UC
ثاقافات	ثقافات	REPLACE_OD
مختلفة	مختلفة	UC
بطريقة	بطريقة	UC
سهلة	سهلة	UC
و سريعة	وسريعة	MERGE
مما	مما	UC
ينمي	ينمي	UC
التفكير	التفكير	UC
و يوسع	ويوسع	MERGE
مدار	مدارك	REPLACE_MI
الشخص	الشخص	UC
و توعيته	وتوعيته	MERGE
على	على	UC
العالم	العالم	UC
بشكل	بشكل	UC
عام	عام	UC
وفي	وفي	UC
نفس	نفس	UC
الوقت	الوقت	UC
ممكن	ممكن	UC
ان	أن	REPLACE_OH
يكون	يكون	UC
هناك	هناك	UC
اثرا	أثر	REPLACE_OH+REPLACE_XC
سلبيا	سلبي	REPLACE_XC
على	على	UC
الفرد	الفرد	UC
اذا	إذا	REPLACE_OH
كان	كان	UC
يتعلم	يتعلم	UC
او	أو	REPLACE_OH
يتأثر	يتأثر	UC
فكريا	فكريا	UC
بأفكار	بأفكار	UC
خاطئة	خاطئة	UC
و غير	وغير	MERGE
ملائمة	ملائمة	UC
لثقافته	لثقافته	UC
و عاداته	وعاداته	MERGE
و أخلاقياته	وأخلاقياته	MERGE
أثر	أثر	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
على	على	UC
المجتمع	المجتمع	UC
يحسب	يحسب	UC
على	على	UC
طريقة	طريقة	UC
استعمال	استعمال	UC
الافراد	الأفراد	REPLACE_OH
له	له	UC
فاذا	فإذا	REPLACE_OH
كان	كان	UC
الافراد	الأفراد	REPLACE_OH
يستعملونه	يستعملونه	UC
لتطوير	لتطوير	UC
ذاتهم	ذاتهم	UC
و الحصول	والحصول	MERGE
على	على	UC
منافعه	منافعه	UC
فيصبح	فيصبح	UC
اثرئوسائل	أثر وسائل	REPLACE_X
التواصل	التواصل	UC
ايجابية	إيجابيا	REPLACE_OH+REPLACE_XG
على	على	UC
المجتمع	المجتمع	UC
اما	أما	REPLACE_OH
ان	إن	REPLACE_OH
مان	كان	REPLACE_OR
الافراد	الأفراد	REPLACE_OH
يستعملونه	يستعملونه	UC
بطريقة	بطريقة	UC
خاطئة	خاطئة	UC
فسوف	فسوف	UC
يؤثر	يؤثر	UC
هذا	هذا	UC
سلبيا	سلبيا	UC
على	على	UC
المجتمع	المجتمع	UC

في	في	UC
السنسن	السنين	REPLACE_OR
الماضية	الماضية	UC
التي	التي	UC
مرت	مرت	UC
مع	مع	UC
تطور	تطور	UC
البشرية	البشرية	UC
و العلم	والعلم	MERGE
كذلك	كذلك	UC
إخترع	اخترع	REPLACE_OH
أحد	أحد	UC
العلماء	العلماء	UC
الكهرباء	الكهرباء	UC
بعد	بعد	UC
محاولات	محاولات	UC
عديدة	عديدة	UC
و في	وفي	MERGE
العصر	العصر	UC
الحديث	الحديث	UC
معظم	معظم	UC
هذه		DELETE_XM
الإختراعات	الاختراعات	REPLACE_OH
و الإبتكارات	والابتكارات	REPLACE_O
كانت	كانت	UC
متفرعه	متفرعة	REPLACE_OT
من	من	UC
الكهرباء	الكهرباء	UC
و لكن	ولكن	MERGE
منذ	منذ	UC
ذلك	ذلك	UC
الوقت	الوقت	UC
و البشرية	والبشرية	MERGE
لاتزال	لا تزال	SPLIT
تتطورو	تتطور	REPLACE_OD+REPLACE_OG
تحاول	وتحاول	REPLACE_MI
توسيع	توسيع	UC
مجال	مجال	UC
العلوم	العلوم	UC
و تسهيل	وتسهيل	MERGE
طرق	طرق	UC
العيش	العيش	UC
بأمان	بأمان	UC
و الراحه	وراحة	UNK
و في	وفي	MERGE
وقتنا	وقتنا	UC
الحالي	الحالي	UC
ظهرت	ظهرت	UC
الحواسب	الحواسب	UC
و كذلك	وكذلك	MERGE
الهواتف	الهواتف	UC
النقاله	النقالة	REPLACE_OT
و من	ومن	MERGE
طبيعة	طبيعة	UC
البشر	البشر	UC
هي		DELETE_XM
أنها	أنها	UC
مخلوقات	مخلوقات	UC
إجتماعية	اجتماعية	REPLACE_OH
و تحب	وتحب	MERGE
التواصل	التواصل	UC
مع	مع	UC
بعضها	بعضها	UC
البعض	البعض	UC
و بما	وبما	MERGE
ان	أن	REPLACE_OH
التكنولوجيا	التكنولوجيا	UC
الحديثة	الحديثة	UC
متوفرة	متوفرة	UC
قاموا	قاموا	UC
بإختراع	باختراع	REPLACE_OH
مواقع	مواقع	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
لتسهيل	لتسهيل	UC
التواصل	التواصل	UC
بين	بين	UC
الناس	الناس	UC
في	في	UC
غضون	غضون	UC
ثواني	ثوان	REPLACE_XC
معدودة	معدودة	UC
و لكن	ولكن	MERGE
لكل	لكل	UC
شي	شيء	REPLACE_OM
يوجد	توجد	REPLACE_MI
منافع	منافع	UC
و مضار	ومضار	MERGE
المنافع	المنافع	UC
هي	هي	UC
سرعة	سرعة	UC
التواصل	التواصل	UC
و إتاحة	وإتاحة	MERGE
المجال	المجال	UC
للتعرف	للتعرف	UC
على	على	UC
أناس	أناس	UC
من	من	UC
الجانب	الجانب	UC
الآخر	الآخر	UC
و لكن	ولكن	MERGE
سلبياتها	سلبياتها	UC
هي	هي	UC
انتشار	انتشار	UC
الشائعات	الشائعات	UC
و كذلك	وكذلك	MERGE
العدوانية	العدوانية	UC
و العنصرية	والعنصرية	MERGE

ان	إن	REPLACE_OH
للتواصل	للتواصل	UC
الاجتماعي	الاجتماعي	UC
الكثر	الكثير	REPLACE_OM
من	من	UC
الايجابيات	الإيجابيات	REPLACE_OH
والسلبيات	والسلبيات	UC
و من	ومن	MERGE
الايجابيات	الإيجابيات	REPLACE_OH
انه	أنه	REPLACE_OH
	INCOMPLETE	INSERT_XM

في	في	UC
الآونة	الآونة	UC
الأخيره	الأخيرة	REPLACE_OT
شهد	شهد	UC
العالم	العالم	UC
ظاهرة	ظاهرة	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
ساهم	ساهم	UC
في	في	UC
تغيير	تغيير	UC
وتطوير	وتطوير	UC
شتى	كل	REPLACE_SW
الناس	الناس	UC
والحضارات	والحضارات	UC
المختلفه	المختلفة	REPLACE_OT
كما	كما	UC
ايضا		DELETE_XM
ساهم	ساهم	UC
	أيضا	INSERT_XM
في	في	UC
التقاء	التقاء	UC
من	من	UC
كانوا	كانوا	UC
يعجزون	يعجزون	UC
عن	عن	UC
التحدث	التحدث	UC
مع	مع	UC
بعضهم	بعضهم	UC
البعض	البعض	UC
وجمع	وجمع	UC
شمل	شمل	UC
من	من	UC
كانوا	كانوا	UC
مفترقين	مفترقين	UC
لأسباب	لأسباب	UC
خاصه	خاصة	REPLACE_OT
لكل	لكل	UC
شي	شيء	REPLACE_OM
في	في	UC
العالم	العالم	UC
سلبيات	سلبيات	UC
و إيجابيات	وإيجابيات	MERGE
وهذا	وهذا	UC
ينطبق	ينطبق	UC
على	على	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
ايضا	أيضا	REPLACE_OH
صحيح	صحيح	UC
بأن	أن	REPLACE_XT
الوسائل	الوسائل	UC
ساعدت	ساعدت	UC
علي	على	REPLACE_OA
التعرف	التعرف	UC
والتحدث	والتحدث	UC
مع	مع	UC
الآخرين	الآخرين	UC
ولكن	ولكن	UC
ليس	ليس	UC
الجميع	الجميع	UC
من		DELETE_XM
يحسن	يحسن	UC
استخدامه	استخدامها	REPLACE_MI
يعد	يعد	UC
الإبتزاز	الابتزاز	REPLACE_OH
الألكتروني	الإلكتروني	REPLACE_OH
من	من	UC
اشد	أشد	REPLACE_OH
السلبيات	السلبيات	UC
لدى	لدى	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
ويليه	وتليه	REPLACE_MI
السرقات	السرقات	UC
الألكترونيه	الإلكترونية	REPLACE_OH+REPLACE_OT
منها	منها	UC
سرقة	سرقة	UC
البيانات	البيانات	UC
او	أو	REPLACE_OH
المعلومات	المعلومات	UC
الخاصه	الخاصة	REPLACE_OT
كثيرمن	كثير من	SPLIT
الناس	الناس	UC
يكونوا	يكونون	REPLACE_XC
ضحايا	ضحايا	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
لعدم	لعدم	UC
اكتسابهم	اكتسابهم	UC
المعرفه	المعرفة	REPLACE_OT
الكافيه	الكافية	REPLACE_OT
لوسائل	لوسائل	UC
التواصل	التواصل	UC
وكيفية	وكيفية	UC
التعامل	التعامل	UC
معه	معها	REPLACE_XG
التطفل	التطفل	UC
والتدخل	والتدخل	UC
في	في	UC
شؤون	شؤون	UC
الناس	الناس	UC
يعد	يعد	UC
ايضا	أيضا	REPLACE_OH
من	من	UC
سلبيات	سلبيات	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
قد	قد	UC
يشارك	يشارك	UC
البعض	البعض	UC
حياتهم	حياتهم	UC
كالمشاهير	كالمشاهير	UC
في	في	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
كالسناب جات	كالسنابتشات	REPLACE_X
الفيسبوك	والفيسبوك	REPLACE_OH+REPLACE_OM
الانستغرام	والإنستجرام	REPLACE_OH+REPLACE_OM
و العديد	والعديد	MERGE
منها	منها	UC
ولكن	ولكن	UC
البعض	البعض	UC
قد	قد	UC
لا	لا	UC
يكون	يكون	UC
على	على	UC
درايه	دراية	REPLACE_OT
ومعرفه	ومعرفة	REPLACE_OT
كافيه	كافية	REPLACE_OT
بأن	بأن	UC
الشخص	الشخص	UC
نفسه	نفسه	UC
قد	قد	UC
يتعرض	يتعرض	UC
للسرقه	للسرقة	REPLACE_OT
او	أو	REPLACE_OH
التطفل	التطفل	UC
من	من	UC
قبل	قبل	UC
الآخرين	الآخرين	UC
مشاركة	مشاركة	UC
الناس	الناس	UC
صور	صور	UC
منازلهم	منازلهم	UC
او	أو	REPLACE_OH
حتى	حتى	UC
مكان	مكان	UC
العمل	العمل	UC
قد	قد	UC
يعتبر	يعتبر	UC
خطرا	خطرا	UC
كبيرا	كبيرا	UC
على	على	UC
الشخص	الشخص	UC
البعض	البعض	UC
قد	قد	UC
يشارك	يشارك	UC
صور	صور	UC
بطاقة	بطاقة	UC
دخول	دخول	UC
الطائره	الطائرة	REPLACE_OT
وهم	وهم	UC
ايضا	أيضا	REPLACE_OH
على	على	UC
عدم	عدم	UC
دراية	دراية	UC
بأن	بأن	UC
معلومات	معلومات	UC
الشخص	الشخص	UC
قد	قد	UC
تنسرق	تنسرق	UC
بكل	بكل	UC
سهوله	سهولة	REPLACE_OT
في	في	UC
كل	كل	UC
تلك	تلك	UC
الحالات	الحالات	UC
يقع	يقع	UC
العديد	العديد	UC
من	من	UC
الناس	الناس	UC
في	في	UC
مكيدة	مكيدة	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
لهذا	لهذا	UC
يجب	يجب	UC
على	على	UC
الجميع	الجميع	UC
توخي	توخي	UC
الحذر	الحذر	UC
ولكن	ولكن	UC
ايضا	أيضا	REPLACE_OH
الإستمتاع	الاستمتاع	REPLACE_OH
بها	بها	UC
مإحسان	بإحسان	REPLACE_OR
استخدامها	استخدامها	UC

ان	إن	REPLACE_OH
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
عباره	عبارة	REPLACE_OT
عن	عن	UC
مجموعه	مجموعة	REPLACE_OT
من	من	UC
البرامج	البرامج	UC
التي	التي	UC
تساعدنا	تساعدنا	UC
في	في	UC
التواصل	التواصل	UC
مع	مع	UC
الاخرين	الآخرين	REPLACE_OH
و اكتساب	واكتساب	MERGE
الخبرات	الخبرات	UC
لها	لها	UC
سلبايتها	سلبياتها	REPLACE_OC
و ايجابياتها	وإيجابياتها	UNK
حيث	حيث	UC
النتائج	النتائج	UC
تعتمد	تعتمد	UC
على	على	UC
طريقه	طريقة	REPLACE_OT
الاستخدام	استخدام	REPLACE_XF
كل	كل	UC
فرد	فرد	UC
و اخر	وآخر	REPLACE_O
حيث	حيث	UC
ان	إن	REPLACE_OH
البيئه	البيئة	REPLACE_OT
و التربيه	والتربية	REPLACE_O
تؤثر	تؤثران	REPLACE_XN
في	في	UC
هذه	هذه	UC
النتائج	النتائج	UC
قد	قد	UC
نلاحظ	نلاحظ	UC
ان	أنه	REPLACE_SW
مع	مع	UC
مرور	مرور	UC
الزمن	الزمن	UC
الاجيال	الأجيال	REPLACE_OH
يزدادون	يزدادون	UC
ذكائا	ذكاء	REPLACE_OD+REPLACE_OR
في	في	UC
استخدام	استخدام	UC
هذه	هذه	UC
الاجهزه	الأجهزة	REPLACE_OH+REPLACE_OT
مثل		DELETE_XM
و كأنهم	وكأنهم	MERGE
مولودون	مولودون	UC
بهذه	بهذه	UC
المهارات	المهارات	UC
ان	إن	REPLACE_OH
ايجابيات	إيجابيات	REPLACE_OH
هذه	هذه	UC
الالوسائل	الوسائل	REPLACE_OD
عديده	عديدة	REPLACE_OT
منها	منها	UC
	أنها	INSERT_XM
توسع	توسع	UC
الثقافات	الثقافات	UC
و تزيد	وتزيد	MERGE
العلم	العلم	UC
و المعرفه	والمعرفة	REPLACE_O
و سهوله	وسهولة	REPLACE_O
الوصول	الوصول	UC
الى	إلى	REPLACE_OH
اي	أي	REPLACE_OH
معلومه	معلومة	REPLACE_OT
ولكن	ولكن	UC
يتبعها	يتبعها	UC
ايضا	أيضا	REPLACE_OH
مشاكل	مشاكل	UC
و تأثير	وتأثير	MERGE
سلبي	سلبي	UC
على	على	UC
الجميع	الجميع	UC
ان	إن	REPLACE_OH
كان	كان	UC
صغيرا	صغيرا	UC
او	أو	REPLACE_OH
كبيرا	كبيرا	UC
او	أو	REPLACE_OH
على	على	UC
الصعيد	الصعيد	UC
الفردي	الفردي	UC
ام	أم	REPLACE_OH
على	على	UC
مستوى	مستوى	UC
المجتمع	المجتمع	UC
على	على	UC
المستوى	المستوى	UC
الفردي	الفردي	UC
قد	قد	UC
يتنشئ	ينشأ	REPLACE_MI+REPLACE_OD
عنها	عنها	UC
عادات	عادات	UC
سيئه	سيئة	REPLACE_OT
او	أو	REPLACE_OH
تنمر	تنمر	UC
و قد	وقد	MERGE
تصل	تصل	UC
للأنتحار	للانتحار	REPLACE_OH
و في	وفي	MERGE
بعض	بعض	UC
الحالات	الحالات	UC
تنمر	تنمر	UC
اما	أما	REPLACE_OH
على	على	UC
مستوى	مستوى	UC
المجتمع	المجتمع	UC
سيحدث	سيحدث	UC
تفكك	تفكك	UC
و كره	وكره	MERGE
بين	بين	UC
الناس	الناس	UC
هذا	هذا	UC
من	من	UC
ناحيه	الناحية	REPLACE_SW
السيئه	السيئة	REPLACE_OT
اما	أما	REPLACE_OH
	من	INSERT_XM
الناحيه	الناحية	REPLACE_OT
الجيده	الجيدة	REPLACE_OT
على	على	UC
مستوا	مستوى	REPLACE_OA
الفرد	الفرد	UC
توسيع	توسيع	UC
الفكر	الفكر	UC
و قدره	وقدرة	REPLACE_O
الوصول	الوصول	UC
الى	إلى	REPLACE_OH
اي	أي	REPLACE_OH
شيء	شيء	UC
و الاعتماد	والاعتماد	MERGE
على	على	UC
النفس	النفس	UC
اما	أما	REPLACE_OH
المجتمع	المجتمع	UC
سينتج	سينتج	UC
عن	عن	UC
ذلك	ذلك	UC
مجتمع	مجتمع	UC
ذكي	ذكي	UC
و مترابط	ومترابط	MERGE
و ستزدهر	وستزدهر	MERGE
الدوله	الدولة	REPLACE_OT

التسامح	التسامح	UC
هو		DELETE_XM
شيء	شيء	UC
اساسي	أساسي	REPLACE_OH
بالنسبة	بالنسبة	UC
لنا	لنا	UC
كدولة	كدولة	UC
عظيمة	عظيمة	UC
تستقبل	تستقبل	UC
العديد	العديد	UC
من	من	UC
الشعوب	الشعوب	UC
من	من	UC
مختلف	مختلف	UC
البلدان	البلدان	UC
لذلك	لذلك	UC
لابد	لا بد	SPLIT
منا	من	REPLACE_MI
ان	أن	REPLACE_OH
نعسى	نعسى	UC
دائما	دائما	UC
في	في	UC
تنمية	تنمية	UC
هذه	هذه	UC
القيمة	القيمة	UC
الاخلاقية	الأخلاقية	REPLACE_OH
من	من	UC
خلال	خلال	UC
تثقيف	تثقيف	UC
المجتمع	المجتمع	UC
وتعليمهم	وتعليمه	REPLACE_MI
بإ تخاذ	باتخاذ	UNK
المهارات	المهارات	UC
اللازمة	اللازمة	UC
التي	التي	UC
تساعد	تساعد	UC
في	في	UC
تكثيف	تكثيف	UC
هذه	هذه	UC
القيمة	القيمة	UC
الإنسانية	الإنسانية	UC
لذلك	لذلك	UC
تسعى	تسعى	UC
دولة	دولة	UC
الامارات	الإمارات	REPLACE_OH
في	في	UC
إعطاء	إعطاء	UC
حصص	حصص	UC
لازمة	لازمة	UC
في	في	UC
المدارس	المدارس	UC
و الجامعات	والجامعات	MERGE
تدعم	تدعم	UC
هذه	هذه	UC
القيمة	القيمة	UC
الاخلاقية	الأخلاقية	REPLACE_OH
فهي	فهي	UC
توفرالعديد	توفر العديد	SPLIT
من	من	UC
الاشياء	الأشياء	REPLACE_OH
التي	التي	UC
تسعى	تسعى	UC
لترسيخ	لترسيخ	UC
قيمة	قيمة	UC
التسامح	التسامح	UC
والتعايش	والتعايش	UC
باللغتين	باللغتين	UC
العربية	العربية	UC
والانجليزية	والإنجليزية	REPLACE_OH
وفي	وفي	UC
اثناء	أثناء	REPLACE_OH
هذة	هذه	REPLACE_OT
الحصص	الحصص	UC
يقوم	يقوم	UC
الطلاب	الطلاب	UC
ببعض	ببعض	UC
النقاشات	النقاشات	UC
والنشاطات	والنشاطات	UC
التي	التي	UC
تعلمهم	تعلمهم	UC
اساليب	أساليب	REPLACE_OH
الحياة	الحياة	UC
الاخلاقية	الأخلاقية	REPLACE_OH
وايضا	وأيضا	REPLACE_OH
دولتا		DELETE_XM
تهتم	تهتم	UC
في ترسيخ	دولتنا بترسيخ	REPLACE_SW
هذه	هذه	UC
القيمة	القيمة	UC
من	من	UC
خلال	خلال	UC
الندوات	الندوات	UC
والبرامج	والبرامج	UC
التي	التي	UC
تشمل	تشمل	UC
جميع	جميع	UC
الفئات	الفئات	UC
العمرية	العمرية	UC
لذلك	لذلك	UC
نحن	نحن	UC
كأبناء	كأبناء	UC
دولة	دولة	UC
الإمارات	الإمارات	UC
العربية	العربية	UC
المتحدة	المتحدة	UC
يجب	يجب	UC
ان	أن	REPLACE_OH
نكون	نكون	UC
مساهمين	مساهمين	UC
في	في	UC
تحقيق	تحقيق	UC
هذه	هذه	UC
القيمة	القيمة	UC
التي	التي	UC
يحرص	يحرص	UC
عليها	عليها	UC
قادتنا	قادتنا	UC
الاعزاء	الأعزاء	REPLACE_OH
فنتمنى	فنتمنى	UC
ان	أن	REPLACE_OH
نصبح	نصبح	UC
لهم	لهم	UC
خير	خير	UC
من	من	UC
يمثل	يمثل	UC
هذه	هذه	UC
القيمة	القيمة	UC
التعايشية	التعايشية	UC
تزامننا	تزامنا	REPLACE_OD
مع	مع	UC
عامنا	عامنا	UC
هذا	هذا	UC
عام	عام	UC
التسامح	التسامح	UC
المقتبس	المقتبس	UC
من	من	UC
والدنا	والدنا	UC
المغفورله	المغفور له	SPLIT
السيخ	الشيخ	REPLACE_OR
زايد	زايد	UC
رحمة	رحمه	REPLACE_OT
الله	الله	UC

التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لها	له	REPLACE_XG
دور	دور	UC
كبير	كبير	UC
على	على	UC
الفرد	الفرد	UC
و المنجتمع	والمجتمع	REPLACE_O
منها	منه	REPLACE_XG
اجابيه	إيجابي	REPLACE_MI+REPLACE_OM+REPLACE_OR
و منها	ومنه	UNK
سلبية	سلبي	REPLACE_XG
وعلى	وعلى	UC
الانسان	الإنسان	REPLACE_OH
ان	أن	REPLACE_OH
يكون	يكون	UC
حذر	حذرا	REPLACE_XC
مما	مما	UC
يطلع	يطلع	UC
عليه	عليه	UC
وايضا	وأيضا	REPLACE_OH
ما	مما	REPLACE_OM
ينشر	ينشر	UC
يبن	بين	REPLACE_OC
متابعينه	متابعيه	REPLACE_OD
مهما	مهما	UC
كانو	كان	REPLACE_OD+REPLACE_OG
عددهم	عددهم	UC
لان	لأن	REPLACE_OH
كل	كل	UC
شي	شيء	REPLACE_OM
له	له	UC
اثر	أثر	REPLACE_OH
على	على	UC
الاشخاص	الأشخاص	REPLACE_OH
الذين	الذين	UC
سوف	سوف	UC
يطلعو	يطلعون	REPLACE_OM
عليه	عليه	UC
من	من	UC
الاجابيات	الإيجابيات	REPLACE_OM+REPLACE_OR
هي		DELETE_XM
مثلا	مثلا	UC
بلا	بلا	UC
وسائل	وسائل	UC
