SOURCE	TARGET
مع	مع	UC
الناس	الناس	UC
أصبح	أصبح	UC
أسرع	أسرع	UC
وأسهل	وأسهل	UC
بفضل	بفضل	UC
الوسائل	وسائل	REPLACE_XF
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
,	,	UC
فيمكن	فيمكن	UC
التواصل	التواصل	UC
مع	مع	UC
الأصدقاء	الأصدقاء	UC
اينما	أينما	REPLACE_OH
كانوا	كانوا	UC
في	في	UC
جميع	جميع	UC
أنحاء	أنحاء	UC
العالم	العالم	UC
بشكل	بشكل	UC
أسرع	أسرع	UC
.	.	UC
هذا	هذا	UC
يساعد	يساعد	UC
خصيصا	خصيصا	UC
الناس	الناس	UC
في	في	UC
العمل	العمل	UC
وأيضا	وأيضا	UC
في	في	UC
التجارة	التجارة	UC
بالتواصل	بالتواصل	UC
مع	مع	UC
الزبائن	الزبائن	UC
بشكل	بشكل	UC
أسهل	أسهل	UC
.	.	UC
وأيضا	وأيضا	UC
تستخدم	تستخدم	UC
كوسيلة	كوسيلة	UC
للإعلان	للإعلان	UC
وعرض	وعرض	UC
منتجات	منتجات	UC
جديدة	جديدة	UC
بسعر	بسعر	UC
أقل	أقل	UC
وبشكل	وبشكل	UC
أسرع	أسرع	UC
.	.	UC
كل	كل	UC
هذه	هذه	UC
الإيجابيات	الإيجابيات	UC
آثرت	أثرت	REPLACE_OH
على	على	UC
المجتمع	المجتمع	UC
,	,	UC
فأصبح	فأصبح	UC
الإنسان	الإنسان	UC
أكثر	أكثر	UC
وعيا	وعيا	UC
عما	عما	UC
يحصل	يحصل	UC
حوله	حوله	UC
من	من	UC
أخبار	أخبار	UC
وأحداث	وأحداث	UC
.	.	UC
وحتما	وحتما	UC
في		DELETE_XM
أن	أن	UC
يكون	تكون	REPLACE_MI
للوسائل	لوسائل	REPLACE_OD
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
سلبيات	سلبيات	UC
,	,	UC
وأولهم	وأولها	REPLACE_MI
استغلالها	استغلالها	UC
لنشر	لنشر	UC
الشائعات	الشائعات	UC
الغير	غير	REPLACE_XF
الصحيحة	الصحيحة	UC
مما	مما	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
المشاكل	المشاكل	UC
.	.	UC
وهذا	وهذا	UC
يمكن	يمكن	UC
أن	أن	UC
يكون	يكون	UC
شائعات	شائعات	UC
بين	بين	UC
الأصدقاء	الأصدقاء	UC
, في	وفي	REPLACE_MI+REPLACE_PT
العمل	العمل	UC
	,	INSERT_PM
و أخبار	وأخبار	MERGE
عن	عن	UC
العالم	العالم	UC
.	.	UC
تؤثر	تؤثر	UC
الوسائل	وسائل	REPLACE_XF
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
أيضا	أيضا	UC
على	على	UC
صغار	صغار	UC
السن	السن	UC
,	,	UC
فيمكن	فيمكن	UC
أن	أن	UC
ينظر	ينظر	UC
إلى	إلى	UC
مظاهر	مظاهر	UC
مخلة	مخلة	UC
للآداب	للآداب	UC
.	.	UC
يجب	يجب	UC
على	على	UC
الفرد	الفرد	UC
استخدام	استخدام	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
صحيح	صحيح	UC
ليتجنب	ليتجنب	UC
المشاكل	المشاكل	UC
.	.	UC

كيف	كيف	UC
نعزز	نعزز	UC
ثقافة	ثقافة	UC
التسامع	التسامح	REPLACE_OR
في	في	UC
المجتمع	المجتمع	UC
?	?	UC
من	من	UC
الطبيعي	الطبيعي	UC
جدا	جدا	UC
أن	أن	UC
تجد	تجد	UC
آناس	أناسا	REPLACE_XC
لا	لا	UC
يفهمون	يفهمون	UC
فكرة	فكرة	UC
التسامح	التسامح	UC
,	,	UC
فالكراهية	فالكراهية	UC
منتشرة	منتشرة	UC
في	في	UC
عصرنا	عصرنا	UC
الحالي	الحالي	UC
بشكل	بشكل	UC
غير	غير	UC
طبييعي	طبيعي	REPLACE_OD
.	.	UC
تحارب	تحارب	UC
دولة	دولة	UC
الأمارات	الإمارات	REPLACE_OH
العربية	العربية	UC
المتحدة	المتحدة	UC
الكراهية	الكراهية	UC
بجعل	بجعل	UC
عام	عام	UC
2019	2019	UC
عام	عام	UC
التسامح	التسامح	UC
,	,	UC
وقد	وقد	UC
آثر	أثر	REPLACE_OH
هذا	هذا	UC
المشروع	المشروع	UC
على	على	UC
المجتمع	المجتمع	UC
الإماراتي	الإماراتي	UC
بشكل	بشكل	UC
إيجابي	إيجابي	UC
.	.	UC
أولا	أولا	UC
,		DELETE_PM
على	على	UC
الإنسان	الإنسان	UC
أن	أن	UC
يكون	يكون	UC
له	له	UC
مبادئ	مبادئ	UC
وأفكار	وأفكار	UC
دينية	دينية	UC
صحيحة	صحيحة	UC
مثل	مثل	UC
ديننا	ديننا	UC
الإسلامي	الإسلامي	UC
الشريف	الشريف	UC
حتى	حتى	UC
يحقق	يحقق	UC
التسامح	التسامح	UC
بين	بين	UC
الناس	الناس	UC
.	.	UC
الإنسان	الإنسان	UC
الذي	الذي	UC
لا	لا	UC
يستطيع	يستطيع	UC
أن	أن	UC
يسامح	يسامح	UC
غيره	غيره	UC
لن	لن	UC
يستطيع	يستطيع	UC
أن	أن	UC
يحقق	يحقق	UC
التسامح	التسامح	UC
بين	بين	UC
الناس	الناس	UC
والشعوب	والشعوب	UC
.	.	UC
بنشر	بنشر	UC
المحبة	المحبة	UC
واستشعار	واستشعار	UC
رقابة	رقابة	UC
الله	الله	UC
سبحانه	سبحانه	UC
وتعالى	وتعالى	UC
,		DELETE_PM
لن	لن	UC
يكره	يكره	UC
الناس	الناس	UC
بعضهم	بعضهم	UC
البعض	البعض	UC
وسيسعون	وسيسعون	UC
إلى	إلى	UC
تحقيق	تحقيق	UC
السلام	السلام	UC
والتسامح	والتسامح	UC
في	في	UC
أنحاء	أنحاء	UC
المجتمع	المجتمع	UC
.	.	UC
إذا	إذا	UC
التزم	التزم	UC
كل	كل	UC
شخص	شخص	UC
بالقاوعد	بالقواعد	REPLACE_OC
الإسلامية	الإسلامية	UC
من	من	UC
الاستحالة	الاستحالة	UC
أن	أن	UC
تنتشر	تنتشر	UC
الكراهية	الكراهية	UC
بين	بين	UC
الناس	الناس	UC
وسيتسامحون	وسيتسامحون	UC
جميعا	جميعا	UC
لأنهم	لأنهم	UC
سيطمعون	سيطمعون	UC
في	في	UC
اكتساب	اكتساب	UC
الأجر	الأجر	UC
والثواب	والثواب	UC
.	.	UC
وبهذه	وبهذه	UC
الطرق	الطرق	UC
سيستطيع	سيستطيع	UC
المسلم	المسلم	UC
أن	أن	UC
ينشر	ينشر	UC
التسامح	التسامح	UC
بين	بين	UC
الناس	الناس	UC
وسيختفي	وسيختفي	UC
الفساد	الفساد	UC
ولن	ولن	UC
يظهربين	يظهر بين	SPLIT
الناس	الناس	UC
ما	ما	UC
دامهم	داموا	REPLACE_OR
التزموا	التزموا	UC
بالدين	بالدين	UC
الإسلامي	الإسلامي	UC
.	.	UC
على	على	UC
الإنسان	الإنسان	UC
أن	أن	UC
يحب	يحب	UC
غيره	غيره	UC
حتى	حتى	UC
يسامح	يسامح	UC
وينشر	وينشر	UC
هذه	هذه	UC
الصفات	الصفات	UC
الجميلة	الجميلة	UC
بين	بين	UC
الناس	الناس	UC
.	.	UC
وبكلمات	وبكلمات	UC
مبسطة	مبسطة	UC
,		DELETE_PM
التسامح	التسامح	UC
من	من	UC
أهم	أهم	UC
الصفات	الصفات	UC
التي	التي	UC
يجب	يجب	UC
أن	أن	UC
تتواجد	تتواجد	UC
في	في	UC
الإنسان	الإنسان	UC
المسلم	المسلم	UC
,	,	UC
ولهم	وله	REPLACE_MI
أجر	أجر	UC
كبير	كبير	UC
يوم	يوم	UC
القيامة	القيامة	UC
على	على	UC
العفو	العفو	UC
والمحبة	والمحبة	UC
التي	التي	UC
نشروها	نشرها	REPLACE_XN
في	في	UC
الحياة	الحياة	UC
الدنيا	الدنيا	UC
.	.	UC

الموضوع	الموضوع	UC
:	:	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
و تأثيرها	وتأثيرها	MERGE
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
إذا	إذا	UC
جلست	جلست	UC
بين	بين	UC
مجموعة	مجموعة	UC
من	من	UC
الناس	الناس	UC
و طرحت	وطرحت	MERGE
السؤال	السؤال	UC
الآتي	الآتي	UC
:	:	UC
كم	كم	UC
شخص	شخصا	REPLACE_XC
لا	لا	UC
يستطيع	يستطيع	UC
العيش	العيش	UC
دون	دون	UC
الجهاز	جهاز	REPLACE_XF
الهاتف	الهاتف	UC
المنسوب	المنسوب	UC
إليه	إليه	UC
?	?	UC
فسنرى	فسنرى	UC
أن	أن	UC
الأغلبية	الأغلبية	UC
لا	لا	UC
يستطيعون	يستطيعون	UC
العيش	العيش	UC
دون	دون	UC
الهاتف	الهاتف	UC
.	.	UC
سبب	سبب	UC
ذلك	ذلك	UC
أن	أن	UC
في	في	UC
جيلنا	جيلنا	UC
اليوم	اليوم	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
يحدث	يحدث	UC
من	من	UC
خلال	خلال	UC
البرامج	البرامج	UC
المتنوعة	المتنوعة	UC
على	على	UC
الهاتف	الهاتف	UC
متل	مثل	REPLACE_OR
(	(	UC
الواتس آب	الواتساب	REPLACE_X
)	)	UC
و	و	UC
(	(	UC
الانستغرام	الإنستجرام	REPLACE_OH
)	)	UC
.	.	UC
أننا	إننا	REPLACE_OH
اليوم	اليوم	UC
في	في	UC
العصر	العصر	UC
الإكتروني	الإلكتروني	REPLACE_OM
	,	INSERT_PM
فبالطبيعي	فالطبيعي	REPLACE_XT
أن	أن	UC
يكون	يكون	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
عبر	عبر	UC
المواقع	المواقع	UC
الموجودة	الموجودة	UC
على	على	UC
الأجهزة	الأجهزة	UC
الإكترونية	الإلكترونية	REPLACE_OM
	,	INSERT_PM
و يمكننا	ويمكننا	MERGE
أن	أن	UC
نقسم	نقسم	UC
تأثيرها	تأثيرها	UC
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
إلى	إلى	UC
نوعين	نوعين	UC
:	:	UC
تأثير	تأثير	UC
سلبي	سلبي	UC
و تأثير	وتأثير	MERGE
إيجابي	إيجابي	UC
.	.	UC
الهدف	الهدف	UC
الأساسي	الأساسي	UC
لأي	لأي	UC
اختراع	اختراع	UC
جديد	جديد	UC
هو	هو	UC
أن	أن	UC
يسهل	يسهل	UC
طريقة	طريقة	UC
الحياة	الحياة	UC
للإنسان	للإنسان	UC
,	,	UC
فتطبيقات	فتطبيقات	UC
مثل	مثل	UC
الواتس آب	الواتساب	REPLACE_X
تسهل	تسهل	UC
تواصل	تواصل	UC
الفرد	الفرد	UC
مع	مع	UC
آهله	أهله	REPLACE_OH
,	,	UC
كما	كما	UC
أنها	أنها	UC
تسهل	تسهل	UC
للمؤسسات	للمؤسسات	UC
نشر	نشر	UC
ما	ما	UC
يوفرونه	يوفرونه	UC
للمجتمع	للمجتمع	UC
.	.	UC
إذا	إذا	UC
كانت	كانت	UC
هناك	هناك	UC
مشكلة	مشكلة	UC
في	في	UC
المجتمع	المجتمع	UC
مثل	مثل	UC
تعاطي	تعاطي	UC
المخدرات	المخدرات	UC
فأنه	فإنه	REPLACE_OH
من	من	UC
السهل	السهل	UC
أن	أن	UC
تزيد	تزيد	UC
الوعي	الوعي	UC
بين	بين	UC
الناس	الناس	UC
من	من	UC
خلال	خلال	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
.	.	UC
أيضا	أيضا	UC
يسهل	يسهل	UC
على	على	UC
رجال	رجل	REPLACE_XN
الأعمال	الأعمال	UC
التواصل	التواصل	UC
مع	مع	UC
أعضاء	أعضاء	UC
المجلس	المجلس	UC
	,	INSERT_PM
حيث	حيث	UC
إذا	إذا	UC
كان	كان	UC
هناك	هناك	UC
اجتماع	اجتماع	UC
و هو	وهو	MERGE
خارج	خارج	UC
البلاد	البلاد	UC
يمكنه	يمكنه	UC
أن	أن	UC
يستخدم	يستخدم	UC
تطبيق	تطبيقا	REPLACE_XC
مثل	مثل	UC
(	(	UC
سكايب	سكايب	UC
)	)	UC
فسيكون	فسيكون	UC
كأنه	كأنه	UC
في	في	UC
الغرفة	الغرفة	UC
.	.	UC
بالنسبة	بالنسبة	UC
إلى	إلى	UC
تأثيرها	تأثيرها	UC
السلبي	السلبي	UC
فأصبح	فأصبح	UC
سهل	سهلا	REPLACE_XC+REPLACE_XN
للمجرمون	للمجرمين	REPLACE_OR
أن	أن	UC
يسرقوا	يسرقوا	UC
المعلوملت	المعلومات	REPLACE_OR
الخاصة	الخاصة	UC
للفرد	للفرد	UC
و يسيطر	ويسيطروا	REPLACE_X
على	على	UC
مؤسسات	مؤسسات	UC
كبيرة	كبيرة	UC
.	.	UC
كما	كما	UC
أن	أن	UC
هناك	هناك	UC
الكثير	الكثير	UC
من	ممن	REPLACE_MI
يسرق	يسرق	UC
هوية	هوية	UC
الإنسان	الإنسان	UC
و يعمل	ويعمل	MERGE
نفسه	نفسه	UC
كأنه	كأنه	UC
شخصا	شخص	REPLACE_XC
آخر	آخر	UC
.	.	UC
في	في	UC
النهاية	النهاية	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
مهم	مهم	UC
	,	INSERT_PM
و من الأهم	والأهم	REPLACE_X
أن	أن	UC
نكون	نكون	UC
ناضجين	ناضجين	UC
في	في	UC
استعمالها	استعماله	REPLACE_MI
حتى	حتى	UC
نصبح	نصبح	UC
مجتمع	مجتمعا	REPLACE_XC
متتطور	متطورا	REPLACE_OD+REPLACE_XC
و دائما	ودائما	MERGE
نسعى	نسعى	UC
إلى	إلى	UC
الأعلى	الأعلى	UC
.	.	UC

في	في	UC
هذه	هذه	UC
الأيام	الأيام	UC
يكثر	يكثر	UC
استخدام	استخدام	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
من	من	UC
قبل	قبل	UC
اللمراهقين	المراهقين	REPLACE_OD
واللبالغين	والبالغين	REPLACE_OD
,	,	UC
ولكن	ولكن	UC
ماهي	ما هي	SPLIT
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
?	?	UC
هي	هي	UC
مواقع	مواقع	UC
ينشئ	ينشئ	UC
فيها	فيها	UC
الفرد	الفرد	UC
له	له	UC
حساب	حسابا	REPLACE_XC
و يستطيع	ويستطيع	MERGE
أن	أن	UC
يتواصل	يتواصل	UC
من	مع	REPLACE_OR
أشخاص	أشخاص	UC
آخرين	آخرين	UC
و يستطيع	ويستطيع	MERGE
أن	أن	UC
يحمل	يحمل	UC
فيه	فيه	UC
صور	صورا	REPLACE_XC+REPLACE_XN
أو	أو	UC
فيديوهات	فيديوهات	UC
على	على	UC
حسب	حسب	UC
الموقع	الموقع	UC
نفسه	نفسه	UC
.	.	UC
وهي	وهي	UC
تعتبر	تعتبر	UC
مشكلة	مشكلة	UC
اجتماعية	اجتماعية	UC
حاليا	حاليا	UC
,	,	UC
فهي	فهي	UC
سبب	سبب	UC
أساسي	أساسي	UC
في	في	UC
تضييع	تضييع	UC
الوقت	الوقت	UC
.	.	UC
سوف	سوف	UC
أضع	أضع	UC
مثال	مثالا	REPLACE_XC
عن	عن	UC
نفسي	نفسي	UC
,	,	UC
لنتخيل	لنتخيل	UC
أن	أن	UC
لدي	لدي	UC
امتحان	امتحانا	REPLACE_XC
مهم	مهما	REPLACE_XC
غدا	غدا	UC
و يجب	ويجب	MERGE
علي	علي	UC
أن	أن	UC
أدرس	أدرس	UC
لهذا	لهذا	UC
الامتحان	الامتحان	UC
ولكن	ولكن	UC
ستجدني	ستجدني	UC
جالسة	جالسة	UC
على	على	UC
هاتفي	هاتفي	UC
المحمول	المحمول	UC
أتصفح	أتصفح	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
,	,	UC
أتابع	أتابع	UC
أحدث	أحدث	UC
الأخبار	الأخبار	UC
وأحدث	وأحدث	UC
المطاعم	المطاعم	UC
و الأماكن	والأماكن	MERGE
الجديدة	الجديدة	UC
,	,	UC
وهذا	وهذا	UC
يتسبب	يتسبب	UC
في	في	UC
تضييع	تضييع	UC
وقتي	وقتي	UC
الثمين	الثمين	UC
الذي	الذي	UC
يجب	يجب	UC
أن	أن	UC
أدرس	أدرس	UC
فيه	فيه	UC
,	.	REPLACE_PC
ولكن	ولكن	UC
فالنهاية	في النهاية	REPLACE_S
سوف	سوف	UC
أدرس	أدرس	UC
بسرعة	بسرعة	UC
لأن	لأنه	REPLACE_XM
لم	لم	UC
يتم	يتم	UC
لدي	لدي	UC
الوقت	الوقت	UC
الكافي	الكافي	UC
.		DELETE_PM
و هي	وهي	MERGE
مشكلة	مشكلة	UC
لدي	لدي	UC
أحاول	أحاول	UC
التغلب	التغلب	UC
عليها	عليها	UC
,	,	UC
وهي	وهي	UC
ليست	ليست	UC
لدي	لدي	UC
فقط	فقط	UC
بل	بل	UC
لدى	لدى	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
.	.	UC
ولكن	ولكن	UC
كل	كل	UC
,		DELETE_PM
شيئ	شيء	REPLACE_XC
لديه	لديه	UC
سلبياته	سلبياته	UC
و إجابياته	وإيجابياته	UNK
.	.	UC
و من	ومن	MERGE
إيجابيات	إيجابيات	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
التواصل	التواصل	UC
مع	مع	UC
الأصدقاء	الأصدقاء	UC
و أفراد	وأفراد	MERGE
العائلة	العائلة	UC
البعيدون	البعيدين	REPLACE_XC
.	.	UC
وفي	وفي	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ستجد	ستجد	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
الذين	الذين	UC
يعرضون	يعرضون	UC
تجاربهم	تجاربهم	UC
في	في	UC
شتى	شتى	UC
أمور	أمور	UC
الحياة	الحياة	UC
,	,	UC
ونحن	ونحن	UC
نستطيع	نستطيع	UC
أن	أن	UC
نتعلم	نتعلم	UC
منها	منها	UC
.	.	UC
و طبعا	وطبعا	MERGE
هذه	هذه	UC
ليست	ليست	UC
كل	كل	UC
الإيجابيات	الإيجابيات	UC
و السلبيات	والسلبيات	MERGE
ولكن	ولكن	UC
أردت	أردت	UC
أن	أن	UC
أختصر	أختصر	UC
الموضوع	الموضوع	UC
,	,	UC
وشكرا	وشكرا	UC
.	.	UC
مع	مع	UC
تحيات	تحيات	UC
عشبة	عشبة	UC
المهيري	المهيري	UC
.	.	UC

التواصل	التواصل	UC
مهم	مهم	UC
بين	بين	UC
الأمم	الأمم	UC
والشعوب	والشعوب	UC
لكي	لكي	UC
نستكشف	نستكشف	UC
الثقافات	الثقافات	UC
المختلفة	المختلفة	UC
والمميزات	والمميزات	UC
الموجودة	الموجودة	UC
لدى	لدى	UC
كل	كل	UC
مجتمع	مجتمع	UC
.	.	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لها	لها	UC
تأثير	تأثير	UC
كبير	كبير	UC
على	على	UC
المجتمعات	المجتمعات	UC
وطريقة	وطريقة	UC
تبادلهم	تبادلهم	UC
الأحاديث	الأحاديث	UC
,		DELETE_PM
والرسائل	والرسائل	UC
.	.	UC
قد	قد	UC
تكون	تكون	UC
هذه	هذه	UC
التأثيرات	التأثيرات	UC
سلبية	سلبية	UC
أو	أو	UC
إيجابية	إيجابية	UC
,	,	UC
وهذا	وهذا	UC
يعتمد	يعتمد	UC
على	على	UC
الطريقة	الطريقة	UC
التي	التي	UC
يتم	يتم	UC
استخدام	استخدام	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
بها	بها	UC
.	.	UC
كل	كل	UC
شيء	شيء	UC
له	له	UC
إيجابيات	إيجابيات	UC
وسلبيات	وسلبيات	UC
فيه	في	REPLACE_SW
هذه	هذه	UC
الحياة	الحياة	UC
,	,	UC
وتأثيراتها	وتأثيراتها	UC
متعلقة	متعلقة	UC
بطريقة	بطريقة	UC
استخدامنا	استخدامنا	UC
لها	لها	UC
.	.	UC
فأن	فإن	REPLACE_OH
التواصل	التواصل	UC
بين	بين	UC
الناس	الناس	UC
يقوى	يقوي	REPLACE_OA
العلاقات	العلاقات	UC
ويزيد	ويزيد	UC
من	من	UC
معرفتهم	معرفتهم	UC
وهذا	وهذا	UC
من	من	UC
الأمور	الأمور	UC
الإيجابية	الإيجابية	UC
التي	التي	UC
تحققها	تحققها	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
.	.	UC
بالنسبة	بالنسبة	UC
للأفراد	للأفراد	UC
الذين	الذين	UC
يستخدمون	يستخدمون	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
بشكل	بشكل	UC
سلبي	سلبي	UC
,	,	UC
فإنهم	فإنهم	UC
قد	قد	UC
يؤثرون	يؤثرون	UC
على	على	UC
بقية	بقية	UC
أفراد	أفراد	UC
المجتمع	المجتمع	UC
وكل	وكل	UC
من	من	UC
حولهم	حولهم	UC
.	.	UC
قد	قد	UC
يتم	يتم	UC
استخدام	استخدام	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لأمور	لأمور	UC
غير	غير	UC
أخلاقية	أخلاقية	UC
,	,	UC
كالسرقة	كالسرقة	UC
,		DELETE_PM
والابتزاز	والابتزاز	UC
,		DELETE_PM
والتهديد	والتهديد	UC
,		DELETE_PM
وغير	وغير	UC
ذلك	ذلك	UC
من	من	UC
التصرفات	التصرفات	UC
التي	التي	UC
تؤدي	تؤدي	UC
إلى	إلى	UC
دمار	دمار	UC
المجتمعات	المجتمعات	UC
,		DELETE_PM
وانتشار	وانتشار	UC
الرذيلة	الرذيلة	UC
.	.	UC
ومن	ومن	UC
آجل	أجل	REPLACE_OH
تجنب	تجنب	UC
هذه	هذه	UC
المخاطر	المخاطر	UC
,		DELETE_PM
يجب	يجب	UC
أتباع	اتباع	REPLACE_OH
القوانين	القوانين	UC
التي	التي	UC
تم	تم	UC
وضعها	وضعها	UC
من	من	UC
قبل	قبل	UC
الدولة	الدولة	UC
,	,	UC
احترام	احترام	UC
خصوصيات	خصوصيات	UC
الآخرين	الآخرين	UC
,	,	UC
والقيام	والقيام	UC
بالمحاضرات	بالمحاضرات	UC
التوعوية	التوعوية	UC
التي	التي	UC
توصل	توصل	UC
للأفراد	للأفراد	UC
الطريقة	الطريقة	UC
الصحيحة	الصحيحة	UC
لاستخدام	لاستخدام	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
.	.	UC
في	في	UC
النهاية	النهاية	UC
,		DELETE_PM
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
مهمة	مهمة	UC
جدا	جدا	UC
في	في	UC
أيامنا	أيامنا	UC
هذه	هذه	UC
مع	مع	UC
التطور	التطور	UC
المستمر	المستمر	UC
التي	التي	UC
تزيد	تزيد	UC
من	من	UC
ثقافتنا	ثقافتنا	UC
ومعرفتنا	ومعرفتنا	UC
للعالم	للعالم	UC
.	.	UC
لكن	لكن	UC
لأن	لأن	UC
كل	كل	UC
شخص	شخص	UC
له	له	UC
نظرة	نظرة	UC
مختلفة	مختلفة	UC
لكيفية	لكيفية	UC
استخدام	استخدام	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
.		DELETE_PM
,	,	UC
فهذا	فهذا	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
وجود	وجود	UC
السلبيات	السلبيات	UC
.	.	UC

مع	مع	UC
مرور	مرور	UC
الوقت	الوقت	UC
,	,	UC
توقف	توقف	UC
الناس	الناس	UC
عن	عن	UC
النظر	النظر	UC
في	في	UC
أعين	أعين	UC
بعض	بعض	UC
,		DELETE_PM
حتى	حتى	UC
وهم	وهم	UC
يواجهون	يواجهون	UC
بعضهم	بعضهم	UC
البعض	البعض	UC
,	,	UC
فأصبحت	فأصبحت	UC
أعينهم	أعينهم	UC
تحدق	تحدق	UC
إلى	إلى	UC
الأسفل	الأسفل	UC
دائما	دائما	UC
,	,	UC
ورقابهم	ورقابهم	UC
ملتوية	ملتوية	UC
دائما	دائما	UC
,	,	UC
وكل	وكل	UC
ذلك	ذلك	UC
بسبب	بسبب	UC
شيء	شيء	UC
واحد	واحد	UC
;	;	UC
الأجهزة	الأجهزة	UC
الحديثة	الحديثة	UC
,	,	UC
حيث	حيث	UC
أن	إن	REPLACE_OH
	البشر	INSERT_XM
توقفوا	توقفوا	UC
البشر	عن	REPLACE_SW
لقاء	لقاء	UC
بعضهم	بعضهم	UC
بعذر	بعذر	UC
أن	أنه	REPLACE_XM
يمكنهم	يمكنهم	UC
مراسلة	مراسلة	UC
بعض	بعض	UC
,		DELETE_PM
أو	أو	UC
الاتصال	الاتصال	UC
الهاتفي	الهاتفي	UC
.	.	UC
تحدث	تحدث	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
عن	عن	UC
فوائد	فوائد	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
,		DELETE_PM
التي	التي	UC
بلا	بلا	UC
شك	شك	UC
أفادتنا	أفادتنا	UC
كثيرا	كثيرا	UC
وساعدتنا	وساعدتنا	UC
على	على	UC
التواصل	التواصل	UC
مع	مع	UC
الناس	الناس	UC
في	في	UC
جميع	جميع	UC
أنحاء	أنحاء	UC
العالم	العالم	UC
,	,	UC
لكن	لكن	UC
ما	ما	UC
لا	لا	UC
يستوعبه	يستوعبه	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
,		DELETE_PM
هو	هو	UC
أنهم	أنهم	UC
عندما	عندما	UC
يحظون	يحظون	UC
بحياة	بحياة	UC
اجتماعية	اجتماعية	UC
على	على	UC
الإنترنت	الإنترنت	UC
,		DELETE_PM
فهم	فهم	UC
يفقدون	يفقدون	UC
حياتهم	حياتهم	UC
الحقيقية	الحقيقية	UC
,	.	REPLACE_PC
كما	كما	UC
أن	أن	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
يراسلون	يراسلون	UC
أكثر	أكثر	UC
من ما	مما	UNK
يحادثون	يحادثون	UC
,	,	UC
مما	مما	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
تباعد	تباعد	UC
الناس	الناس	UC
وتفكك	وتفكك	UC
العلاقات	العلاقات	UC
,		DELETE_PM
خاصة	خاصة	UC
مع	مع	UC
كبار	كبار	UC
السن	السن	UC
الذين	الذين	UC
لا	لا	UC
يستخدمون	يستخدمون	UC
الوسائل	الوسائل	UC
بشكل	بشكل	UC
كبير	كبير	UC
,	.	REPLACE_PC
لذلك	لذلك	UC
على	على	UC
الشخص	الشخص	UC
أن	أن	UC
يعرف	يعرف	UC
كيف	كيف	UC
يوازن	يوازن	UC
بين	بين	UC
الشيئين	الشيئين	UC
,	,	UC
فعندما	فعندما	UC
يكون	يكون	UC
برفقة	برفقة	UC
شخص	شخص	UC
ما	ما	UC
,		DELETE_PM
يفضل	يفضل	UC
أن	أن	UC
لا	لا	UC
يستخدم	يستخدم	UC
هاتفه	هاتفه	UC
والمراسلة	والمراسلة	UC
مع	مع	UC
شخص	شخص	UC
آخر	آخر	UC
,		DELETE_PM
فقد	فقد	UC
يعتبر	يعتبر	UC
بعض	بعض	UC
الناس	الناس	UC
ذلك	ذلك	UC
فظا	فظا	UC
,	,	UC
أو	أو	UC
إذا	إذا	UC
كان	كان	UC
الآمر	الأمر	REPLACE_OH
طارئا	طارئا	UC
