SOURCE	TARGET
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
في	في
الكثير	الكثير
من	من
المجالات	المجالات
التي	التي
يمكن	يمكن
ان	أن
تكون	تكون
ايجابية	إيجابية
او	أو
سلبية	سلبية
على	على
الفرد	الفرد
والمجتمع	والمجتمع
التواصل	التواصل
مع	مع
الناس	الناس
اصبح	أصبح
اسرع	أسرع
واسهل	وأسهل
بفضل	بفضل
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
فيمكن	فيمكن
التواصل	التواصل
مع	مع
الاصدقاء	الأصدقاء
اينما	أينما
كانوا	كانوا
في	في
جميع	جميع
انحاء	أنحاء
العالم	العالم
بشكل	بشكل
اسرع	أسرع
هذا	هذا
يساعد	يساعد
خصيصا	خصيصا
الناس	الناس
في	في
العمل	العمل
وايضا	وأيضا
في	في
التجارة	التجارة
بالتواصل	بالتواصل
مع	مع
الزبائن	الزبائن
بشكل	بشكل
اسهل	أسهل
وايضا	وأيضا
تستخدم	تستخدم
كوسيلة	كوسيلة
للإعلان	للإعلان
وعرض	وعرض
منتجات	منتجات
جديدة	جديدة
بسعر	بسعر
اقل	أقل
وبشكل	وبشكل
اسرع	أسرع
كل	كل
هذه	هذه
الايجابيات	الإيجابيات
اثرت	أثرت
على	على
المجتمع	المجتمع
فأصبح	فأصبح
الانسان	الإنسان
اكثر	أكثر
وعيا	وعيا
عما	عما
يحصل	يحصل
حوله	حوله
من	من
اخبار	أخبار
واحداث	وأحداث
وحتما	وحتما
في	
ان	أن
يكون	تكون
للوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
سلبيات	سلبيات
واولهم	وأولها
استغلالها	استغلالها
لنشر	لنشر
الشائعات	الشائعات
الغير	غير
الصحيحة	الصحيحة
مما	مما
يؤدي	يؤدي
الى	إلى
المشاكل	المشاكل
وهذا	وهذا
يمكن	يمكن
ان	أن
يكون	يكون
شائعات	شائعات
بين	بين
الاصدقاء	الأصدقاء
في	وفي
العمل	العمل
و اخبار	وأخبار
عن	عن
العالم	العالم
تؤثر	تؤثر
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
ايضا	أيضا
على	على
صغار	صغار
السن	السن
فيمكن	فيمكن
ان	أن
ينظر	ينظر
الى	إلى
مظاهر	مظاهر
مخلة	مخلة
للآداب	للآداب
يجب	يجب
على	على
الفرد	الفرد
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
صحيح	صحيح
ليتجنب	ليتجنب
المشاكل	المشاكل

كيف	كيف
نعزز	نعزز
ثقافة	ثقافة
التسامع	التسامح
في	في
المجتمع	المجتمع
من	من
الطبيعي	الطبيعي
جدا	جدا
أن	أن
تجد	تجد
أناس	أناسا
لا	لا
يفهمون	يفهمون
فكرة	فكرة
التسامح	التسامح
فالكراهية	فالكراهية
منتشرة	منتشرة
في	في
عصرنا	عصرنا
الحالي	الحالي
بشكل	بشكل
غير	غير
طبييعي	طبيعي
تحارب	تحارب
دولة	دولة
الإمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
الكراهية	الكراهية
بجعل	بجعل
عام	عام
2019	2019
عام	عام
التسامح	التسامح
وقد	وقد
أثر	أثر
هذا	هذا
المشروع	المشروع
على	على
المجتمع	المجتمع
الإماراتي	الإماراتي
بشكل	بشكل
إيجابي	إيجابي
أولا	أولا
على	على
الإنسان	الإنسان
آن	أن
يكون	يكون
له	له
مبادئ	مبادئ
وأفكار	وأفكار
دينية	دينية
صحيحة	صحيحة
مثل	مثل
ديننا	ديننا
الإسلامي	الإسلامي
الشريف	الشريف
حتى	حتى
يحقق	يحقق
التسامح	التسامح
بين	بين
الناس	الناس
الإنسان	الإنسان
الذي	الذي
لا	لا
يستطيع	يستطيع
آن	أن
يسامح	يسامح
غيره	غيره
لن	لن
يستطيع	يستطيع
آن	أن
يحقق	يحقق
التسامح	التسامح
بين	بين
الناس	الناس
والشعوب	والشعوب
بنشر	بنشر
المحبة	المحبة
واستشعار	واستشعار
رقابة	رقابة
الله	الله
سبحانه	سبحانه
وتعالى	وتعالى
لن	لن
يكره	يكره
الناس	الناس
بعضهم	بعضهم
البعض	البعض
وسيسعون	وسيسعون
إلى	إلى
تحقيق	تحقيق
السلام	السلام
والتسامح	والتسامح
في	في
أنحاء	أنحاء
المجتمع	المجتمع
إذا	إذا
التزم	التزم
كل	كل
شخص	شخص
بالقاوعد	بالقواعد
الإسلامية	الإسلامية
من	من
الاستحالة	الاستحالة
أن	أن
تنتشر	تنتشر
الكراهية	الكراهية
بين	بين
الناس	الناس
وسيتسامحون	وسيتسامحون
جميعا	جميعا
لأنهم	لأنهم
سيطمعون	سيطمعون
في	في
اكتساب	اكتساب
الأجر	الأجر
والثواب	والثواب
وبهذه	وبهذه
الطرق	الطرق
سيستطيع	سيستطيع
المسلم	المسلم
أن	أن
ينشر	ينشر
التسامح	التسامح
بين	بين
الناس	الناس
وسيختفي	وسيختفي
الفساد	الفساد
ولن	ولن
يظهربين	يظهر بين
الناس	الناس
ما	ما
دامهم	داموا
التزموا	التزموا
بالدين	بالدين
الإسلامي	الإسلامي
على	على
الإنسان	الإنسان
أن	أن
يحب	يحب
غيره	غيره
حتى	حتى
يسامح	يسامح
وينشر	وينشر
هذه	هذه
الصفات	الصفات
الجميلة	الجميلة
بين	بين
الناس	الناس
وبكلمات	وبكلمات
مبسطة	مبسطة
التسامح	التسامح
من	من
أهم	أهم
الصفات	الصفات
التي	التي
يجب	يجب
أن	أن
تتواجد	تتواجد
في	في
الإنسان	الإنسان
المسلم	المسلم
ولهم	وله
أجر	أجر
كبير	كبير
يوم	يوم
القيامة	القيامة
على	على
العفو	العفو
والمحبة	والمحبة
التي	التي
نشروها	نشرها
في	في
الحياة	الحياة
الدنيا	الدنيا

الموضوع	الموضوع
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
و تأثيرها	وتأثيرها
على	على
الفرد	الفرد
والمجتمع	والمجتمع
إذا	إذا
جلست	جلست
بين	بين
مجموعة	مجموعة
من	من
الناس	الناس
و طرحت	وطرحت
السؤال	السؤال
الآتي	الآتي
كم	كم
شخص	شخصا
لا	لا
يستطيع	يستطيع
العيش	العيش
دون	دون
الجهاز	جهاز
الهاتف	الهاتف
المنسوب	المنسوب
إليه	إليه
فسنرى	فسنرى
أن	أن
الأغلبية	الأغلبية
لا	لا
يستطيعون	يستطيعون
العيش	العيش
دون	دون
الهاتف	الهاتف
سبب	سبب
ذلك	ذلك
أن	أن
في	في
جيلنا	جيلنا
اليوم	اليوم
التواصل	التواصل
الاجتماعي	الاجتماعي
يحدث	يحدث
من	من
خلال	خلال
البرامج	البرامج
المتنوعة	المتنوعة
على	على
الهاتف	الهاتف
متل	مثل
الواتس آب	الواتساب
و	و
الانستغرام	الإنستجرام
إننا	إننا
اليوم	اليوم
في	في
العصر	العصر
الاكتروني	الإلكتروني
فبالطبيعي	فالطبيعي
أن	أن
يكون	يكون
التواصل	التواصل
الاجتماعي	الاجتماعي
عبر	عبر
المواقع	المواقع
الموجودة	الموجودة
على	على
الأجهزة	الأجهزة
الاكترونية	الإلكترونية
و يمكننا	ويمكننا
أن	أن
نقسم	نقسم
تأثيرها	تأثيرها
على	على
الفرد	الفرد
و المجتمع	والمجتمع
إلى	إلى
نوعين	نوعين
تأثير	تأثير
سلبي	سلبي
و تأثير	وتأثير
إيجابي	إيجابي
الهدف	الهدف
الأساسي	الأساسي
لأي	لأي
اختراع	اختراع
جديد	جديد
هو	هو
أن	أن
يسهل	يسهل
طريقة	طريقة
الحياة	الحياة
للإنسان	للإنسان
فتطبيقات	فتطبيقات
مثل	مثل
الواتس آب	الواتساب
تسهل	تسهل
تواصل	تواصل
الفرد	الفرد
مع	مع
أهله	أهله
كما	كما
أنها	أنها
تسهل	تسهل
للمؤسسات	للمؤسسات
نشر	نشر
ما	ما
يوفرونه	يوفرونه
للمجتمع	للمجتمع
إذا	إذا
كانت	كانت
هناك	هناك
مشكلة	مشكلة
في	في
المجتمع	المجتمع
مثل	مثل
تعاطي	تعاطي
المخدرات	المخدرات
فإنه	فإنه
من	من
السهل	السهل
أن	أن
تزيد	تزيد
الوعي	الوعي
بين	بين
الناس	الناس
من	من
خلال	خلال
وسائل	وسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
أيضا	أيضا
يسهل	يسهل
على	على
رجال	رجل
الأعمال	الأعمال
التواصل	التواصل
مع	مع
أعضاء	أعضاء
المجلس	المجلس
حيث	حيث
إذا	إذا
كان	كان
هناك	هناك
اجتماع	اجتماع
و هو	وهو
خارج	خارج
البلاد	البلاد
يمكنه	يمكنه
أن	أن
يستخدم	يستخدم
تطبيق	تطبيقا
مثل	مثل
سكايب	سكايب
فسيكون	فسيكون
كأنه	كأنه
في	في
الغرفة	الغرفة
بالنسبة	بالنسبة
إلى	إلى
تأثيرها	تأثيرها
السلبي	السلبي
فأصبح	فأصبح
سهل	سهلا
للمجرمون	للمجرمين
أن	أن
يسرقوا	يسرقوا
المعلوملت	المعلومات
الخاصة	الخاصة
للفرد	للفرد
و يسيطر	ويسيطروا
على	على
مؤسسات	مؤسسات
كبيرة	كبيرة
كما	كما
أن	أن
هناك	هناك
الكثير	الكثير
من	ممن
يسرق	يسرق
هوية	هوية
الإنسان	الإنسان
و يعمل	ويعمل
نفسه	نفسه
كأنه	كأنه
شخصا	شخص
آخر	آخر
في	في
النهاية	النهاية
التواصل	التواصل
الاجتماعي	الاجتماعي
مهم	مهم
و من الأهم	والأهم
أن	أن
نكون	نكون
ناضجين	ناضجين
في	في
استعمالها	استعماله
حتى	حتى
نصبح	نصبح
مجتمع	مجتمعا
متتطور	متطورا
و دائما	ودائما
نسعى	نسعى
إلى	إلى
الأعلى	الأعلى

في	في
هذه	هذه
الأيام	الأيام
يكثر	يكثر
استخدام	استخدام
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
من	من
قبل	قبل
اللمراهقين	المراهقين
واللبالغين	والبالغين
ولكن	ولكن
ماهي	ما هي
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
مواقع	مواقع
ينشئ	ينشئ
فيها	فيها
الفرد	الفرد
له	له
حساب	حسابا
و يستطيع	ويستطيع
ان	أن
يتواصل	يتواصل
من	مع
أشخاص	أشخاص
آخرين	آخرين
و يستطيع	ويستطيع
ان	أن
يحمل	يحمل
فيه	فيه
صور	صورا
او	أو
فيديوهات	فيديوهات
على	على
حسب	حسب
الموقع	الموقع
نفسه	نفسه
وهي	وهي
تعتبر	تعتبر
مشكله	مشكلة
إجتماعيه	اجتماعية
حاليا	حاليا
فهي	فهي
سبب	سبب
أساسي	أساسي
في	في
تضييع	تضييع
الوقت	الوقت
سوف	سوف
أضع	أضع
مثال	مثالا
عن	عن
نفسي	نفسي
لنتخيل	لنتخيل
أن	أن
لدي	لدي
امتحان	امتحانا
مهم	مهما
غدا	غدا
و يجب	ويجب
علي	علي
أن	أن
ادرس	أدرس
لهذا	لهذا
الامتحان	الامتحان
ولكن	ولكن
ستجدني	ستجدني
جالسه	جالسة
على	على
هاتفي	هاتفي
المحمول	المحمول
اتصفح	أتصفح
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
أتابع	أتابع
أحدث	أحدث
الاخبار	الأخبار
وأحدث	وأحدث
المطاعم	المطاعم
و الاماكن	والأماكن
الجديده	الجديدة
وهذا	وهذا
يتسبب	يتسبب
في	في
تضييع	تضييع
وقتي	وقتي
الثمين	الثمين
الذي	الذي
يجب	يجب
أن	أن
أدرس	أدرس
فيه	فيه
ولكن	ولكن
فالنهايه	في النهاية
سوف	سوف
ادرس	أدرس
بسرعه	بسرعة
لان	لأنه
لم	لم
يتم	يتم
لدي	لدي
الوقت	الوقت
الكافي	الكافي
و هي	وهي
مشكله	مشكلة
لدي	لدي
احاول	أحاول
التغلب	التغلب
عليها	عليها
وهي	وهي
ليست	ليست
لدي	لدي
فقط	فقط
بل	بل
لدى	لدى
الكثير	الكثير
من	من
الناس	الناس
ولكن	ولكن
كل	كل
شيئ	شيء
لديه	لديه
سلبياته	سلبياته
و إجابياته	وإيجابياته
و من	ومن
ايجابيات	إيجابيات
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
التواصل	التواصل
مع	مع
الأصدقاء	الأصدقاء
و أفراد	وأفراد
العائله	العائلة
البعيدون	البعيدين
وفي	وفي
التواصل	التواصل
الاجتماعي	الاجتماعي
ستجد	ستجد
الكثير	الكثير
من	من
الناس	الناس
الذين	الذين
يعرضون	يعرضون
تجاربهم	تجاربهم
في	في
شتى	شتى
أمور	أمور
الحياه	الحياة
ونحن	ونحن
نستطيع	نستطيع
أن	أن
نتعلم	نتعلم
منها	منها
و طبعا	وطبعا
هذه	هذه
ليست	ليست
كل	كل
الإيجابيات	الإيجابيات
و السلبيات	والسلبيات
ولكن	ولكن
أردت	أردت
أن	أن
أختصر	أختصر
الموضوع	الموضوع
وشكرا	وشكرا
مع	مع
تحيات	تحيات
عشبه	عشبة
المهيري	المهيري

التواصل	التواصل
مهم	مهم
بين	بين
الأمم	الأمم
والشعوب	والشعوب
لكي	لكي
نستكشف	نستكشف
الثقافات	الثقافات
المختلفة	المختلفة
والمميزات	والمميزات
الموجودة	الموجودة
لدى	لدى
كل	كل
مجتمع	مجتمع
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لها	لها
تأثير	تأثير
كبير	كبير
على	على
المجتمعات	المجتمعات
وطريقة	وطريقة
تبادلهم	تبادلهم
الأحاديث	الأحاديث
والرسائل	والرسائل
قد	قد
تكون	تكون
هذه	هذه
التأثيرات	التأثيرات
سلبية	سلبية
أو	أو
إيجابية	إيجابية
وهذا	وهذا
يعتمد	يعتمد
على	على
الطريقة	الطريقة
التي	التي
يتم	يتم
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
بها	بها
كل	كل
شيء	شيء
له	له
إيجابيات	إيجابيات
وسلبيات	وسلبيات
فيه	في
هذه	هذه
الحياة	الحياة
وتأثيراتها	وتأثيراتها
متعلقة	متعلقة
بطريقة	بطريقة
استخدامنا	استخدامنا
لها	لها
فإن	فإن
التواصل	التواصل
بين	بين
الناس	الناس
يقوي	يقوي
العلاقات	العلاقات
ويزيد	ويزيد
من	من
معرفتهم	معرفتهم
وهذا	وهذا
من	من
الأمور	الأمور
الإيجابية	الإيجابية
التي	التي
تحققها	تحققها
وسائل	وسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
بالنسبة	بالنسبة
للأفراد	للأفراد
الذين	الذين
يستخدمون	يستخدمون
هذه	هذه
الوسائل	الوسائل
بشكل	بشكل
سلبي	سلبي
فإنهم	فإنهم
قد	قد
يؤثرون	يؤثرون
على	على
بقية	بقية
أفراد	أفراد
المجتمع	المجتمع
وكل	وكل
من	من
حولهم	حولهم
قد	قد
يتم	يتم
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لأمور	لأمور
غير	غير
أخلاقية	أخلاقية
كالسرقة	كالسرقة
والابتزاز	والابتزاز
والتهديد	والتهديد
وغير	وغير
ذلك	ذلك
من	من
التصرفات	التصرفات
التي	التي
تؤدي	تؤدي
إلى	إلى
دمار	دمار
المجتمعات	المجتمعات
وانتشار	وانتشار
الرذيلة	الرذيلة
ومن	ومن
أجل	أجل
تجنب	تجنب
هذه	هذه
المخاطر	المخاطر
يجب	يجب
اتباع	اتباع
القوانين	القوانين
التي	التي
تم	تم
وضعها	وضعها
من	من
قبل	قبل
الدولة	الدولة
احترام	احترام
خصوصيات	خصوصيات
الآخرين	الآخرين
والقيام	والقيام
بالمحاضرات	بالمحاضرات
التوعوية	التوعوية
التي	التي
توصل	توصل
للأفراد	للأفراد
الطريقة	الطريقة
الصحيحة	الصحيحة
لإستخدام	لاستخدام
هذه	هذه
الوسائل	الوسائل
في	في
النهاية	النهاية
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
مهمة	مهمة
جدا	جدا
في	في
أيامنا	أيامنا
هذه	هذه
مع	مع
التطور	التطور
المستمر	المستمر
التي	التي
تزيد	تزيد
من	من
ثقافتنا	ثقافتنا
ومعرفتنا	ومعرفتنا
للعالم	للعالم
لكن	لكن
لأن	لأن
كل	كل
شخص	شخص
له	له
نظرة	نظرة
مختلفة	مختلفة
لكيفية	لكيفية
استخدام	استخدام
هذه	هذه
الوسائل	الوسائل
فهذا	فهذا
يؤدي	يؤدي
إلى	إلى
وجود	وجود
السلبيات	السلبيات

مع	مع
مرور	مرور
الوقت	الوقت
توقف	توقف
الناس	الناس
عن	عن
النظر	النظر
في	في
أعين	أعين
بعض	بعض
حتى	حتى
وهم	وهم
يواجهون	يواجهون
بعضهم	بعضهم
البعض	البعض
فأصبحت	فأصبحت
أعينهم	أعينهم
تحدق	تحدق
إلى	إلى
الأسفل	الأسفل
دائما	دائما
ورقابهم	ورقابهم
ملتوية	ملتوية
دائما	دائما
وكل	وكل
ذلك	ذلك
بسبب	بسبب
شيء	شيء
واحد	واحد
الأجهزة	الأجهزة
الحديثة	الحديثة
حيث	حيث
أن	إن
	البشر
توقفوا	توقفوا
البشر	عن
لقاء	لقاء
بعضهم	بعضهم
بعذر	بعذر
أن	أنه
يمكنهم	يمكنهم
مراسلة	مراسلة
بعض	بعض
أو	أو
الإتصال	الاتصال
الهاتفي	الهاتفي
تحدث	تحدث
الكثير	الكثير
من	من
الناس	الناس
عن	عن
فوائد	فوائد
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
التي	التي
بلا	بلا
شك	شك
أفادتنا	أفادتنا
كثيرا	كثيرا
وساعدتنا	وساعدتنا
على	على
التواصل	التواصل
مع	مع
الناس	الناس
في	في
جميع	جميع
أنحاء	أنحاء
العالم	العالم
لكن	لكن
ما	ما
لا	لا
يستوعبه	يستوعبه
الكثير	الكثير
من	من
الناس	الناس
هو	هو
أنهم	أنهم
عندما	عندما
يحظون	يحظون
بحياة	بحياة
إجتماعية	اجتماعية
على	على
الإنترنت	الإنترنت
فهم	فهم
يفقدون	يفقدون
حياتهم	حياتهم
الحقيقية	الحقيقية
كما	كما
أن	أن
الكثير	الكثير
من	من
الناس	الناس
يراسلون	يراسلون
أكثر	أكثر
من ما	مما
يحادثون	يحادثون
مما	مما
يؤدي	يؤدي
إلى	إلى
تباعد	تباعد
الناس	الناس
وتفكك	وتفكك
العلاقات	العلاقات
خاصة	خاصة
مع	مع
كبار	كبار
السن	السن
الذين	الذين
لا	لا
يستخدمون	يستخدمون
الوسائل	الوسائل
بشكل	بشكل
كبير	كبير
لذلك	لذلك
على	على
الشخص	الشخص
أن	أن
يعرف	يعرف
كيف	كيف
يوازن	يوازن
بين	بين
الشيئين	الشيئين
فعندما	فعندما
يكون	يكون
برفقة	برفقة
شخص	شخص
ما	ما
يفضل	يفضل
أن	أن
لا	لا
يستخدم	يستخدم
هاتفه	هاتفه
والمراسلة	والمراسلة
مع	مع
شخص	شخص
آخر	آخر
فقد	فقد
يعتبر	يعتبر
بعض	بعض
الناس	الناس
ذلك	ذلك
فظا	فظا
أو	أو
إذا	إذا
كان	كان
الأمر	الأمر
طارئا	طارئا
فليستأذن	فليستأذن
قليلا	قليلا
في	في
هذا	هذا
العصر	العصر
المحافظة	المحافظة
على	على
حياة	حياة
إجتماعية	اجتماعية
مهم	مهم
جدا	جدا
وسيساعد	وسيساعد
الشخص	الشخص
في	في
حياته	حياته
بشكل	بشكل
كبير	كبير
لذلك	لذلك
يجب	يجب
عليه	عليه
أن	أن
يعرف	يعرف
كيف	كيف
يوازن	يوازن
ويرتب	ويرتب
وينظم	وينظم
وقته	وقته
بشكل	بشكل
جيد	جيد

تشهد	تشهد
دولة	دولة
الامارات	الإمارات
العربية	العربية
المتحدة	المتحدة
تطور	تطورا
حضاري	حضاريا
سريع و	سريعا
ملحوظ	ملحوظا
كونها	كونها
دولة	دولة
صغيرة	صغيرة
في	في
السن	السن
بمقارنه	مقارنة
بالعالم	بالعالم
الباقي	الباقي
ومن	ومن
اهم	أهم
المساهمين	المساهمين
في	في
هذا	هذا
التطور	التطور
الحظاري	الحضاري
هو	هو
مؤسس	مؤسس
دولة	دولة
الامارات	الإمارات
العربية	العربية
المتحدة	المتحدة
المغفور	المغفور
له	له
الشيخ	الشيخ
زايد	زايد
بن	بن
سلطان	سلطان
آل	آل
نهيان	نهيان
رحمه	رحمه
الله	الله
و المغفور	والمغفور
له	له
الشيخ	الشيخ
راشد	راشد
بن	بن
سعيد	سعيد
ال	آل
نهيان	نهيان
رحمه	رحمه
الله	الله
فهم	فهم
من	من
بدأو	بدأوا
في	في
كسر	كسر
حواجز	حواجز
المستحيل	المستحيل
في	في
ظروف	ظروف
مستحيله	مستحيلة
و وقت	ووقت
قياسي	قياسي
قصير	قصير
نرى	نرى
الان	الآن
نهضه	نهضة
دولة	دولة
الامارات	الإمارات
العربية	العربية
المتحدة	المتحدة
حيث	حيث
اصبحت	أصبحت
من	من
احد	أحد
اهم	أهم
الوجهات	الوجهات
العالمية	العالمية
و من	ومن
اهم	أهم
محطات	محطات
الانتقال	الانتقال
الجوي	الجوي
و من صاحبه	وصاحبة
اهم	أهم
مضيق	مضيق
يمر	يمر
بالشرق	بالشرق
الاوسط	الأوسط
اهتمام	اهتمام
سموه	سموه
الشيخ	الشيخ
راشد	راشد
بن	بن
سلطان	سلطان
ال	آل
نهيان	نهيان
في اماره	بإمارة
دبي	دبي
اصبحت	أصبحت
امارة	إمارة
متطوره	متطورة
مواكبة	مواكبة
المعاصره	المعاصرة
و التقدم	والتقدم
في	في
القرن	القرن
الحالي	الحالي
كما	كما
نرى	نرى
ان	أن
دولة	دولة
الامارات	الإمارات
اهتمت	اهتمت
في	في
ابراز	إبراز
دور	دور
المرأة	المرأة
في	في
المتجمع	المجتمع
فجعلت	فجعلت
الدولة	الدولة
من	من
الامرأه	المرأة
الاماراتية	الإماراتية
وزيرة	وزيرة
و سفيره	وسفيرة
و يوم	ويوما
خاص	خاصا
بالمرأه	بالمرأة
الاماراتيه	الإماراتية
تعززيزا	تعزيزا
لها	لها
و بيان	وبيانا
على	على
مكانة	مكانة
المرأه	المرأة
و قدرتها	وقدرتها
على	على
جعل	جعل
المتجمع	المجتمع
الماراتي	الإماراتي
متجتمع	مجتمعا
افضل	أفضل

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
قد	قد
تؤثر	تؤثر
علينا	علينا
بطريقة	بطريقة
جيدة	جيدة
وطريقة	وطريقة
غير	غير
جيدة	جيدة
وهذا	وهذا
الشي	الشيء
يعتمد	يعتمد
على	على
الشخص	الشخص
وطريقة	وطريقة
استخدامه	استخدامه
لهذه	لهذه
الوسائل	الوسائل
عندما	عندما
نستخدم	نستخدم
هذه	هذه
الوسائل	الوسائل
يجب	يجب
ان	أن
نتأكد	نتأكد
بإننا	بأننا
لا	لا
نستخدمها	نستخدمها
بطريقة	بطريقة
خاطئة	خاطئة
ويجب	ويجب
ان	أن
نلتزم	نلتزم
في	في
الوقت	الوقت
يعني	يعني
نضع	نضع
وقت	وقتا
محدد	محددا
لنستخدم	لنستخدم
الوسائل	الوسائل
لكي	لكي
لا	لا
نضيع	نضيع
وقتنا	وقتنا
ويكون	ويكون
عندنا	عندنا
وقت	وقت
لنعيشها	لنعيشه
مع	مع
افراد	أفراد
عائلتنا	عائلتنا
او	أو
اصدقائنا	أصدقائنا
فكثرة	فكثرة
استخدامها	استخدامها
قد	قد
توئدي	تؤدي
الي	إلى
ادمانها	إدمانها
وهذا	وهذا
الشيء	الشيء
جدا	جدا
خاطىء	خاطئ
اما	أما
في	هناك
عدة	عدة
طرق	طرق
لإستخدامها	لاستخدامه
في الطريقة	بالطريقة
الصحيحة	الصحيحة
مثلا	مثلا
لنطلع	لنطلع
	على
معلومات	معلومات
جديدة	جديدة
لم	لم
نكن	نكن
نعرفها	نعرفها
من	من
قبل	قبل
او	أو
التواصل	التواصل
مع	مع
الآخرين	الآخرين
عبر	عبر
التواصل	التواصل
الإجتماعي	الاجتماعي
كما	كما
قلت	قلت
	من
قبل	قبل
الإستخدام	الاستخدام
لهذه	لهذه
الوسائل	الوسائل
تعتمد	يعتمد
على	على
الشخص	الشخص
وطريقة	وطريقة
استخدامه	استخدامه
لها	لها

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
و تأثيرها	وتأثيرها
على	على
الفرد	الفرد
و المجتمع	والمجتمع
أولا	أولا
ماهو	ما هو
التواصل	التواصل
الاجتماعي	الاجتماعي
هو	هو
نوع	نوع
من	من
أنواع	أنواع
الطرق	الطرق
للتواصل	للتواصل
مع	مع
المجتمع	المجتمع
الخارجي	الخارجي
وذلك	وذلك
عن	عن
طريق	طريق
استخدام	استخدام
البريد	البريد
أو	أو
استخدام	استخدام
الهواتف	الهواتف
النقالة	النقالة
أو	أو
استخدام	استخدام
البعض	البعض
من	من
المواقع	المواقع
مثل	مثل
السناب شات	السنابتشات
وغيره	وغيره
و نستطيع	ونستطيع
أن	أن
نتطلع	نتطلع
و نتعرف	ونتعرف
على	على
ثقافات	ثقافات
دول	دول
أخرى	أخرى
عن	عن
طريق	طريق
استخدام	استخدام
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
إن	إن
التواصل	التواصل
الاجتماعي	الاجتماعي
مهم	مهم
للإنسان	للإنسان
وذلك	وذلك
بسسب	بسبب
عدم	عدم
قدرة	قدرة
الإنسان	الإنسان
	على
العيش	العيش
دون	دون
التواصل	التواصل
مع	مع
الآخرين	الآخرين
فإن	فإن
العيش	العيش
دون	دون
تواصل	تواصل
في	في
هذا	هذا
الزمن	الزمن
صعب	صعب
جدا	جدا
ثانيا	ثانيا
تأثير	تأثير
وسائل	وسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
على	على
الفرد	الفرد
و المجتمع	والمجتمع
هناك	هناك
جوانب	جوانب
إيجابية	إيجابية
و سلبية	وسلبية
من	من
حيث	حيث
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
أولا	أولا
الإيجابيات	الإيجابيات
على	على
الفرد	الفرد
مثل	مثل
تعرف	التعرف
على	على
ثقافات	ثقافات
دول	دول
أخرى	أخرى
الحصول	والحصول
على	على
أصدقاء	أصدقاء
كثر	كثر
تحسين	وتحسين
من	
مهارة	مهارة
الكتابة	الكتابة
بعدة	بعدة
لغات	لغات
أخرى	أخرى
بدأ	وبدء
تعلم	تعلم
و تحسين	وتحسين
مهارة	مهارة
التحدث	التحدث
لدى	لدى
الفرد	الفرد
أما	أما
السلبيات	السلبيات
على	على
الفرد	الفرد
مثل	مثل
الإدمان	الإدمان
في	في
استخدام	استخدام
التواصل	التواصل
الإجتماعي	الاجتماعي
تأثير	وتأثير
التواصل	التواصل
الإجتماعي	الاجتماعي
على	على
صحة	صحة
الإنسان	الإنسان
و العقل	والعقل
الإيجابيات	الإيجابيات
على	على
المجتمع	المجتمع
وهو مثله	ومثله
على	على
الفرد	الفرد
كنشر	كنشر
الثقافات	الثقافات
تنوع	وتنوع
اللغات	اللغات
و تطويرها	وتطويرها
وغيره	وغيرها
أما	أما
السلبيات	السلبيات
على	على
المجتمع	المجتمع
مثل	مثل
إنتشار	انتشار
العداوة	العداوة
والعنصرية	والعنصرية
و تأثيره	وتأثيره
على	على
المجتمع	المجتمع
بشكل	بشكل
ملحوظ	ملحوظ
أنني	إنني
أفضل	أفضل
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
بشدة	بشدة
لانه	لأنها
يساعدني	تساعدني
أن	أن
أتواصل	أتواصل
بسرعة	بسرعة
