SOURCE	TARGET
في	في	UC
ذلك	ذلك	UC
في	في	UC
حصول	حصول	UC
البحرنيين	البحرنيين	UC
على	على	UC
أي	أي	UC
حق	حق	UC
من	من	UC
حقوقهم	حقوقهم	UC
.	.	UC
فالجزيرة	فالجزيرة	UC
لا	لا	UC
تهتم	تهتم	UC
بأن	بأن	UC
تنال	تنال	UC
الشعوب	الشعوب	UC
حقوقهم	حقوقهم	UC
	،	INSERT_PM
وإنما	وإنما	UC
تهتم	تهتم	UC
بالسبق	بالسبق	UC
الإعلامي	الإعلامي	UC
.	.	UC
وأتفق	وأتفق	UC
مع	مع	UC
الأخ	الأخ	UC
يوسف	يوسف	UC
تعليق	تعليق	UC
رقم	رقم	UC
8	8	UC
	.	INSERT_PM

نعترض	نعترض	UC
علي	على	REPLACE_OA
خطف	خطف	UC
ضيوف	ضيوف	UC
الفلسطينيون	الفلسطينيين	REPLACE_XC
وخاصة	وخاصة	UC
الصحفيون	الصحفيين	REPLACE_XC
	،	INSERT_PM
ومن	ومن	UC
العجب	العجب	UC
أن	أن	UC
القيام	إسرائيل	REPLACE_SW
قد	قد	UC
قامت	قامت	UC
بخطف	بخطف	UC
مواطن	مواطن	UC
غربي	غربي	UC
بينما	بينما	UC
أكثر	أكثر	UC
من	من	UC
عشرة	عشرة	UC
ألاف	آلاف	REPLACE_OH
أسير	أسير	UC
فلسطسني	فلسطيني	REPLACE_OR
	،	INSERT_PM
وينهم	وبينهم	REPLACE_XM
نساء	نساء	UC
وأطفال	وأطفال	UC
مخطوفون	مخطوفون	UC
من	من	UC
قبل	قبل	UC
اليهود	اليهود	UC
	.	INSERT_PM
ماأرخص	ما أرخص	SPLIT
المواطن	المواطن	UC
العربى	العربي	REPLACE_OA
الذى	الذي	REPLACE_OA
لاكرامة	لا كرامة	SPLIT
له	له	UC
هذه	هذه	UC
الأيام	الأيام	UC
	؟	INSERT_PM
فالخزي	فالخزي	UC
واللعنة	واللعنة	UC
على	على	UC
أولياء	أولياء	UC
امور	أمور	REPLACE_OH
العرب	العرب	UC
الذين	الذين	UC
سارعو	سارعوا	REPLACE_OW
واعلنو	وأعلنوا	REPLACE_OH+REPLACE_OM
فرحتهم	فرحتهم	UC
باطلاق	بإطلاق	REPLACE_OH
سراح	سراح	UC
الصحفي	الصحفي	UC
	،	INSERT_PM
ولم	ولم	UC
يناشدو	يناشدوا	REPLACE_OW
العالم	العالم	UC
باطلاق	بإطلاق	REPLACE_OH
سراح	سراح	UC
نسائهم	نسائهم	UC
وأبنائهم	وأبنائهم	UC
	.	INSERT_PM

ضربة	ضربة	UC
معلم	معلم	UC
يا	يا	UC
نظام	نظام	UC
مصر	مصر	UC
خلي	خلي	UC
الناس	الناس	UC
مسطلة	مسطلة	UC
عشان	عشان	UC
ما	ما	UC
تتكلم	تتكلم	UC
في	في	UC
السياسة	السياسة	UC
وفي	وفي	UC
الاردن	الأردن	REPLACE_OH
نفس	نفس	UC
الهدف	الهدف	UC
بس	بس	UC
بطريقة	بطريقة	UC
اخرى	أخرى	REPLACE_OH
غلوا	غلوا	UC
الاسعار	الأسعار	REPLACE_OH
لحدود	لحدود	UC
جنونية	جنونية	UC
عشان	عشان	UC
الناس	الناس	UC
ما	ما	UC
تفكر	تفكر	UC
الا	إلا	REPLACE_OH
كيف	كيف	UC
بدها	بدها	UC
تجيب	تجيب	UC
لقمة	لقمة	UC
الخبز	الخبز	UC
وطبعا	وطبعا	UC
بقية	بقية	UC
البلدان	البلدان	UC
العربية	العربية	UC
حدث	حدث	UC
ولا	ولا	UC
حرج	حرج	UC
	.	INSERT_PM

وتجدر	وتجدر	UC
الإشارة	الإشارة	UC
إلى	إلى	UC
أن	أن	UC
الدراسة	الدراسة	UC
الرسمية	الرسمية	UC
لم	لم	UC
تتطرق	تتطرق	UC
إلى	إلى	UC
كمية	كمية	UC
المخدرات	المخدرات	UC
غير	غير	UC
المضبوطة	المضبوطة	UC
	،	INSERT_PM
والتي	والتي	UC
يقدرها	يقدرها	UC
بعض	بعض	UC
المتخصصين	المتخصصين	UC
بأربعة	بأربعة	UC
أضعاف	أضعاف	UC
الكميات	الكميات	UC
المضبوطة	المضبوطه	REPLACE_OT
على	على	UC
الأقل	الأقل	UC
,	،	REPLACE_PC
وهو	وهو	UC
ما	ما	UC
يعتبره	يعتبره	UC
خبراء	خبراء	UC
البحوث	البحوث	UC
الاجتماعية	الاجتماعية	UC
والجنائية	والجنائية	UC
كارثة	كارثة	UC
تحتاج	تحتاج	UC
إلى	إلى	UC
تدخل	تدخل	UC
عاجل	عاجل	UC
من	من	UC
الجهات	الجهات	UC
المسؤولة	المسؤولة	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM
انا	أنا	REPLACE_OH
بقول	أقول	REPLACE_OR
لأ	لأ	UC
,	،	REPLACE_PC
احسن	أحسن	REPLACE_OH
ماتتدخلش	ما تتدخل	REPLACE_X
الجهات	الجهات	UC
المسؤوله	المسؤولة	REPLACE_OT
حتى	حتى	UC
لا	لا	UC
يصبح	يصبح	UC
كل	كل	UC
الشعب	الشعب	UC
المصري	المصري	UC
مدمن	مدمنا	REPLACE_XC
!	!	UC
!	!	UC
!	!	UC
!	.	REPLACE_PC
!	!	UC
!	!	UC
والشاطر	والشاطر	UC
يفهمها	يفهمها	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM

يقصد	يقصد	UC
المتحث	الباحث	REPLACE_OR
وجود	وجود	UC
30000	30000	UC
سني	سني	UC
يعملون	يعملون	UC
في	في	UC
الدوله	الدولة	REPLACE_OT
	،	INSERT_PM
فهم	فهم	UC
يعتبرون	يعتبرون	UC
ان	أن	REPLACE_OH
ك		DELETE_XM
لالسنه	لالسنة	REPLACE_OT
بعثيه	بعثية	REPLACE_OT
	،	INSERT_PM
او	أو	REPLACE_OH
انها	أنها	REPLACE_OH
حجه	حجة	REPLACE_OT
للقضاء	للقضاء	UC
على	على	UC
الوجود	الوجود	UC
السني	السني	UC
في	في	UC
الدوله	الدولة	REPLACE_OT
و تحويلهم	وتحويلهم	MERGE
الى	إلى	REPLACE_OH
اغلبيه	أغلبية	REPLACE_OH+REPLACE_OT
صامته	صامتة	REPLACE_OT
و مهمشه	ومهمشة	REPLACE_O
بالتعاون	بالتعاون	UC
مع	مع	UC
الاكراد	الأكراد	REPLACE_OH
	،	INSERT_PM
و بأمر	وبأمر	MERGE
من	من	UC
اسيادهم	أسيادهم	REPLACE_OH
ايران	إيران	REPLACE_OH
.	.	UC
	وأمريكا	INSERT_XM
.	.	UC
.		DELETE_PM
و		DELETE_XM
امريكا		DELETE_XM

الشعب	الشعب	UC
المصري	المصري	UC
الشقيق	الشقيق	UC
في	في	UC
حالة	حالة	UC
الغيبوبة	الغيبوبة	UC
مخدر	مخدر	UC
كي	كي	UC
ينعم	ينعم	UC
مبارك	مبارك	UC
وحاشيته	وحاشيته	UC
بالسلطة	بالسلطة	UC
	،	INSERT_PM
والجاه	والجاه	UC
	،	INSERT_PM
والفساد	والفساد	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
سلطة	سلطة	UC
حقيرة	حقيرة	UC
تشجع	تشجع	UC
زراعة	زراعة	UC
المخدرات	المخدرات	UC
.	،	REPLACE_PC
.		DELETE_PM
وتنآى	وتنهى	REPLACE_OR
عن	عن	UC
زراعة	زراعة	UC
الحبوب	الحبوب	UC
والقمح	والقمح	UC
كي	كي	UC
يحافظوا	يحافظوا	UC
على	على	UC
هذا	هذا	UC
الشعب	الشعب	UC
الطيب	الطيب	UC
لاهثا	لاهثا	UC
وراء	وراء	UC
الرغيف	الرغيف	UC
.		DELETE_PM
.		DELETE_PM
!	!	UC
!	!	UC
!	!	UC
استيقظ	استيقظ	UC
يا	يا	UC
شعبنا	شعبنا	UC
الكريم	الكريم	UC
إن	إن	UC
الأمة	الأمة	UC
بحاجة	بحاجة	UC
إليك	إليك	UC
الآن	الآن	UC
وليس	وليس	UC
غدا	غدا	UC
.	.	UC

بعد	بعد	UC
ذلك	ذلك	UC
قررت	قررت	UC
الا	ألا	REPLACE_OH
امارس	أمارس	REPLACE_OH
هوايتي	هوايتي	UC
اليوميةوهي	اليومية وهي	SPLIT
رياضة	رياضة	UC
المشي	المشي	UC
في	في	UC
المنطقة	المنطقة	UC
القريبة	القريبة	UC
من	من	UC
موقع	موقع	UC
الحادث	الحادث	UC
فقررت	فقررت	UC
الابتعاد	الابتعاد	UC
الى	إلى	REPLACE_OH
منطقة	منطقة	UC
تسمى	تسمى	UC
ام	أم	REPLACE_OH
الحصم	الحصم	UC
وعندما	وعندما	UC
اوقفت	أوقفت	REPLACE_OH
السيارة	السيارة	UC
بدقيقة	بدقيقة	UC
واحدة	واحدة	UC
فقط	فقط	UC
فتوقفت	توقفت	REPLACE_SF
سيارة	سيارة	UC
الشرطة	الشرطة	UC
فسئلتنى	فسألتني	REPLACE_OA+REPLACE_OR
ما	ما	UC
هو	هو	UC
سبب	سبب	UC
الوقوف	الوقوف	UC
(	(	UC
هل	هل	UC
السيارة	السيارة	UC
معطبة	معطبة	UC
)	)	UC
فكان	فكان	UC
جوابي	جوابي	UC
ممارسة	ممارسة	UC
رياضة	رياضة	UC
المشي	المشي	UC
وكان	وكان	UC
الجواب	الجواب	UC
محترم	محترما	REPLACE_XC
للغاية	للغاية	UC
من	من	UC
رجال	رجال	UC
الشرطة	الشرطة	UC
وبختصار	وباختصار	REPLACE_OH+REPLACE_OM
شديد	شديد	UC
جدا	جدا	UC
	.	INSERT_PM

لماذا	لماذا	UC
هذا	هذا	UC
الهجوم	الهجوم	UC
على	على	UC
الجزيرة	الجزيرة	UC
	؟	INSERT_PM
فهي	فهي	UC
لم	لم	UC
تخترع	تخترع	UC
الخبر	الخبر	UC
ولم	ولم	UC
توجده	توجده	UC
من	من	UC
العدم	العدم	UC
.	،	REPLACE_PC
.		DELETE_PM
المشكلة	المشكلة	UC
عندنا	عندنا	UC
ببساطة	ببساطة	UC
ان	أن	REPLACE_OH
العامل	العامل	UC
الأجنبي	الأجنبي	UC
يأخذ	يأخذ	UC
راتب	راتبا	REPLACE_XC
زهيد	زهيدا	REPLACE_XC
جدا	جدا	UC
ويعمل	ويعمل	UC
ما	ما	UC
يعمله	يعمله	UC
ثلاثة	ثلاثة	UC
سعوديين	سعوديين	UC
ولا	ولا	UC
اعمم	أعمم	REPLACE_OH
.	.	UC
اول	أول	REPLACE_OH
مايهمنا	ما يهمنا	SPLIT
نحن	نحن	UC
السعوديين	السعوديون	REPLACE_XC
وجود	وجود	UC
المكتب	المكتب	UC
	،	INSERT_PM
والراتب	والراتب	UC
	،	INSERT_PM
والبدلات	والبدلات	UC
مع	مع	UC
قلة	قلة	UC
المردود	المردود	UC
او	أو	REPLACE_OH
انعدامه	انعدامه	UC
.	.	UC
.		DELETE_PM
نحن	نحن	UC
نريد	نريد	UC
ان	أن	REPLACE_OH
نأخذ	نأخذ	UC
ولا	ولا	UC
نعطي	نعطي	UC
.	.	UC
.	.	UC
كفانا	كفانا	UC
دفاعية	دفاعية	UC
ولنبدأ	ولنبدأ	UC
بتطوير	بتطوير	UC
انفسنا	أنفسنا	REPLACE_OH
ولنعمل	ولنعمل	UC
ما	بما	REPLACE_OM
يعمله	يعمله	UC
الاجانب	الأجانب	REPLACE_OH
بأنفسناوهذا	بأنفسنا وهذا	SPLIT
هو	هو	UC
الحل	الحل	UC
.	.	UC

لا	لا	UC
للبعث	للبعث	UC
!	!	UC
!	!	UC
!	!	UC
نعم	نعم	UC
للفرس	للفرس	UC
و إيران	وإيران	MERGE
!	!	UC
!	!	UC
!	.	REPLACE_PC
المنجزات	المنجزات	UC
التي	التي	UC
تحققت	تحققت	UC
للشعب	للشعب	UC
العراقي	العراقي	UC
القضاء	القضاء	UC
على	على	UC
3000000	3000000	UC
شخص	شخص	UC
عبر	عبر	UC
تشريدهم	تشريدهم	UC
	،	INSERT_PM
و لما	ولما	MERGE
لا	لا	UC
قتلهم	قتلهم	UC
و شنقهم	وشنقهم	MERGE
(	(	UC
شماعة	شماعة	UC
البعث	البعث	UC
/	،	REPLACE_PC
شماعة	شماعة	UC
معاداة	معاداة	UC
السامية	السامية	UC
)	)	UC
	؟	INSERT_PM
أليس	أليس	UC
أذناب	أذناب	UC
الاحتلال	الاحتلال	UC
و الصهاينة	والصهاينة	MERGE
سواء	سواء	UC
في	في	UC
هذه	هذه	UC
النقطة	النقطة	UC
؟	؟	UC
خاخاخاالمصالحة	خاخاخا المصالحة	SPLIT
و الوحدة	والوحدة	MERGE
الوطنية	الوطنية	UC
على	على	UC
حساب	حساب	UC
طائفة	طائفة	UC
بأكملها	بأكملها	UC
،	،	UC
لا	لا	UC
أتعجب	أتعجب	UC
،	،	UC
لقد	لقد	UC
عاد	عاد	UC
أبو	أبو	UC
لؤلؤة	لؤلؤة	UC
الغدار	الغدار	UC
من	من	UC
جديد	جديد	UC
،	،	UC
و	و	UC
كما	كما	UC
الصهاينة	الصهاينة	UC
،	،	UC
جاء	جاء	UC
دور	دور	UC
هؤلاء	هؤلاء	UC
ليفسدو	ليفسدوا	REPLACE_OW
في	في	UC
الارض	الأرض	REPLACE_OH
مرتين	مرتين	UC
و يعلون	ويعلون	MERGE
علوا	علوا	UC
كبيرا	كبيرا	UC
.	.	UC

نحن	نحن	UC
بحاجة	بحاجة	UC
لمعرفة	لمعرفة	UC
من	من	UC
يدفع	يدفع	UC
هذه	هذه	UC
الاموال	الأموال	REPLACE_OH
بأعتقادي	بإعتقادي	REPLACE_OH
من	من	UC
دفع	دفع	UC
ثمن	ثمن	UC
حرب	حرب	UC
الخليج	الخليج	UC
الاولى	الأولى	REPLACE_OH
يدفعها	يدفعها	UC
الان	الآن	REPLACE_OH
من	من	UC
نفط	نفط	UC
المسلمين	المسلمين	UC
،	.	REPLACE_PC
في	في	UC
الاول	الأول	REPLACE_OH
كان	كان	UC
في	في	UC
بعبع	بعبع	UC
اسمو	اسمه	REPLACE_OR
صدام	صدام	UC
والعراق	والعراق	UC
هلا	هلا	UC
فيه	فيه	UC
بعبع	بعبع	UC
اسمو	إسمه	REPLACE_OH
نجاد	نجاد	UC
وايران	وإيران	REPLACE_OH
وادفعوا	وادفعوا	UC
يا	يا	UC
دول	دول	UC
الخليج	الخليج	UC
ولا	وإلا	REPLACE_OM
البعبع	البعبع	UC
بطلع	يطلع	REPLACE_OR
من	من	UC
قفصوا	قفصه .	REPLACE_OD+REPLACE_OR+REPLACE_PM
حسبنا	حسبنا	UC
الله	الله	UC
ونعم	ونعم	UC
الوكيل	الوكيل	UC
على	على	UC
حكامنا	حكامنا	UC
	.	INSERT_PM

اما	أما	REPLACE_OH
ان	آن	REPLACE_OH
نالاوان	الأوان	REPLACE_OD+REPLACE_OH
ان	أن	REPLACE_OH
يعلم	يعلم	UC
عباس	عباس	UC
ان	أن	REPLACE_OH
الشعب	الشعب	UC
الفلسطيني	الفلسطيني	UC
هو	هو	UC
شعب	شعب	UC
مثقف	مثقف	UC
لا	لا	UC
يمكن	يمكن	UC
المرور	المرور	UC
عليه	عليه	UC
مرور	مرور	UC
الكرام	الكرام	UC
؟	؟	UC
اما	أما	REPLACE_OH
زال	زال	UC
القائد	القائد	UC
بلا	بلا	UC
سلطة	سلطة	UC
وسلاح	وسلاح	UC
يظن	يظن	UC
انه	أنه	REPLACE_OH
قادر	قادر	UC
على	على	UC
حكم	حكم	UC
الشعب	الشعب	UC
؟	؟	UC
ان	إن	REPLACE_OH
عباس	عباس	UC
لا	لا	UC
يملك	يملك	UC
القدرة	القدرة	UC
على	على	UC
مغادرة	مغادرة	UC
مقره	مقره	UC
بدون	بدون	UC
اذن	إذن	REPLACE_OH
من	من	UC
دحلان	دحلان	UC
واسرائيل	وإسرائيل	REPLACE_OH
	،	INSERT_PM
فكيف	فكيف	UC
يمكن	يمكن	UC
ان	أن	REPLACE_OH
نأتمن	نأتمن	UC
مثل	مثل	UC
هذا	هذا	UC
وذاك	وذاك	UC
على	على	UC
حقوق	حقوق	UC
واعراض	وأعراض	REPLACE_OH
الامة	الأمة	REPLACE_OH
؟	؟	UC

اهل	أهل	REPLACE_OH
النفاق	النفاق	UC
ملة	ملة	UC
واحدة	واحدة	UC
وان	وإن	REPLACE_OH
انشطرت	انشطرت	UC
لقسمين	لقسمين	UC
بين	بين	UC
جمهوري	جمهوري	UC
وديمقراطي	وديمقراطي	UC
.	.	UC
والله	والله	UC
لا	لا	UC
فرق	فرق	UC
بينهما	بينهما	UC
للدولار	للدولار	UC
ساجدون	ساجدون	UC
ولا	ولا	UC
شيء	شيء	UC
من	من	UC
الله	الله	UC
والى	وإلى	REPLACE_OH
الله	الله	UC
منهم	منهم	UC
.	.	UC
يا	يا	UC
ويلهم	ويلهم	UC
من	من	UC
الله	الله	UC
ولو	ولو	UC
كانوا	كانوا	UC
بقلاع	بقلاع	UC
محصنة	محصنة	UC
.	.	UC
سياتيهم	سيأتيهم	REPLACE_OH
الموت	الموت	UC
ولله	ولله	UC
ترجع	ترجع	UC
الامور	الأمور	REPLACE_OH
.	.	UC
لا	لا	UC
قوة	قوة	UC
الا	إلا	REPLACE_OH
من	من	UC
عند	عند	UC
الله	الله	UC
وان	وإن	REPLACE_OH
الله	الله	UC
يمهل	يمهل	UC
ولا	ولا	UC
يهمل	يهمل	UC
.	.	UC

كما	كما	UC
قتلتم	قتلتم	UC
المجاهدين	المجاهدين	UC
من	من	UC
انصار	أنصار	REPLACE_OH
الشريعة	الشريعة	UC
فإنهم	فإنهم	UC
سيردون	سيردون	UC
عليكم	عليكم	UC
بالمثل	بالمثل	UC
ولن	ولن	UC
تنفعكم	تنفعكم	UC
هذن	هذه	REPLACE_OR
المرة	المرة	UC
امريكا	أمريكا	REPLACE_OH
ولا	ولا	UC
الحكومة	الحكومة	UC
اليمنية	اليمنية	UC
فإنهم	فإنهم	UC
لم	لم	UC
يعودوا	يعودوا	UC
قادرين	قادرين	UC
على	على	UC
حماية	حماية	UC
مصالحهم	مصالحهم	UC
وكما	وكما	UC
تخلت	تخلت	UC
امريكا	أمريكا	REPLACE_OH
وحكومة	وحكومة	UC
العراق	العراق	UC
عن	عن	UC
الصحوات	الصحوات	UC
الذين	الذين	UC
قاتلوا	قاتلوا	UC
معهم	معهم	UC
ضد	ضد	UC
القاعدة	القاعدة	UC
في	في	UC
العراق	العراق	UC
وبعدها	وبعدها	UC
صاروا	صاروا	UC
طعم	طعما	REPLACE_XC+REPLACE_XN
سهل	سهلا	REPLACE_XC+REPLACE_XN
للقاعدة	للقاعدة	UC
وكذلك	وكذلك	UC
انتم	أنتم	REPLACE_OH
	.	INSERT_PM

إن	إن	UC
مقدار	مقدار	UC
الخسائر	الخسائر	UC
في	في	UC
الأرواح	الأرواح	UC
والمعدات	والمعدات	UC
لقوة	لقوة	UC
علمية	علمية	UC
في	في	UC
مواجهة	مواجهة	UC
شعب	شعب	UC
لاعتراف	لإعتراف	REPLACE_OH
صارخ	صارخ	UC
بهزيمة	بهزيمة	UC
إرهاب	إرهاب	UC
الاحتلال	الاحتلال	UC
	،	INSERT_PM
وأن	وأن	UC
مصيره	مصيره	UC
المحتم	المحتم	UC
هو	هو	UC
الانسحاب	الانسحاب	UC
القسري	القسري	UC
من	من	UC
العراق	العراق	UC
.	.	UC
وأن	وإن	REPLACE_OH
الإصرار	الإصرار	UC
على	على	UC
البقاء	البقاء	UC
في	في	UC
العراق	العراق	UC
رغم	رغم	UC
الهزائم	الهزائم	UC
لتأكيد	لتأكيد	UC
على	على	UC
دوافع	دوافع	UC
إرادة	إرادة	UC
العداء	العداء	UC
التي	التي	UC
من	من	UC
أهم	أهم	UC
أغراضها	أغراضها	UC
تطويق	تطويق	UC
المنطقة	المنطقة	UC
والسيطرة	والسيطرة	UC
عليها	عليها	UC
.	.	UC

يوجد	يوجد	UC
المئات	المئات	UC
من	من	UC
الشباب	الشباب	UC
الذين	الذين	UC
تم	تم	UC
القضاء	القضاء	UC
على	على	UC
مستقبلهم	مستقبلهم	UC
فى	في	REPLACE_OA
السجون	السجون	UC
المصريه	المصرية	REPLACE_OT
كنتيجه	كنتيجة	REPLACE_OT
لتعاطى	لتعاطي	REPLACE_OA
المخدرات	المخدرات	UC
	،	INSERT_PM
و عند	وعند	MERGE
الافراج	الإفراج	REPLACE_OH
عنهم	عنهم	UC
لا	لا	UC
يكون	يكون	UC
لهم	لهم	UC
حرفه	حرفة	REPLACE_OT
	،	INSERT_PM
و يقومون	ويقومون	MERGE
بممارسة	بممارسة	UC
بيع	بيع	UC
المخدرات	المخدرات	UC
كمصدر	كمصدر	UC
دخل	دخل	UC
اساسى	أساسي	REPLACE_OA+REPLACE_OH
	،	INSERT_PM
مما	مما	UC
يذيدفى	يذيد	REPLACE_OD
حجم	حجم	UC
تعاطى	تعاطي	REPLACE_OA
المخدرات	المخدرات	UC
عن	عن	UC
18 . 2	2.4	REPLACE_X
مليار	مليار	UC
جنيه	جنيه	UC
مصري	مصري	UC
فى	في	REPLACE_OA
الاعوام	الأعوام	REPLACE_OH
السابقه	السابقة	REPLACE_OT
	.	INSERT_PM
فالمشكله	فالمشكلة	REPLACE_OT
فيجب	يجب	REPLACE_SF
ان	أن	REPLACE_OH
تحل	تحل	UC
على	على	UC
ان	أن	REPLACE_OH
المتعاطي	المتعاطي	UC
مريضا	مريضا	UC
يحتاج	يحتاج	UC
إلى	إلى	UC
علاج	علاج	UC
	،	INSERT_PM
وليس	وليس	UC
مجرم	مجرما	REPLACE_XC
يحتاج	يحتاج	UC
الى	إلى	REPLACE_OH
العقاب	العقاب	UC
	.	INSERT_PM

نداء	نداء	UC
من	من	UC
الشعب	الشعب	UC
السوري	السوري	UC
إلى	إلى	UC
الشعوب	الشعوب	UC
العربية	العربية	UC
والإسلامية	والإسلامية	UC
	،	INSERT_PM
والذين	والذين	UC
يتسائلون	يتساءلون	REPLACE_OH
ماذا	ماذا	UC
يمكننا	يمكننا	UC
أن	أن	UC
نفعل	نفعل	UC
لكم	لكم	UC
:	؟	REPLACE_PC
نناشدكم	نناشدكم	UC
أن	أن	UC
تخرجوا	تخرجوا	UC
بمظاهرات	بمظاهرة	REPLACE_XN
سلمية	سلمية	UC
حاشدة	حاشدة	UC
عقب	عقب	UC
كل	كل	UC
صلاة	صلاة	UC
جمعة	جمعة	UC
	،	INSERT_PM
وحتى	وحتى	UC
إسقاط	إسقاط	UC
النظام	النظام	UC
السوري	السوري	UC
أمام	أمام	UC
سفارات	سفارات	UC
سوريا	سوريا	UC
	،	INSERT_PM
وروسيا	وروسيا	UC
	،	INSERT_PM
والصين	والصين	UC
في	في	UC
بلادكم	بلادكم	UC
.	.	UC
فهل	فهل	UC
أنتم	أنتم	UC
فاعلون	فاعلون	UC
؟	؟	UC
فإخوانكم	فإخوانكم	UC
يقتلون	يقتلون	UC
كل	كل	UC
يوم	يوم	UC
في	في	UC
سوريا	سوريا	UC
	،	INSERT_PM
وعليكم	وعليكم	UC
واجب	واجب	UC
نصرتهم	نصرتهم	UC
؟	،	REPLACE_PC
ونناشد	ونناشد	UC
خاصة	خاصة	UC
أئئمة	أئمة	REPLACE_OD
المساجد	المساجد	UC
أن	أن	UC
يحضوا	يحضوا	UC
الناس	الناس	UC
على	على	UC
هذا	هذا	UC
الأمر	الأمر	UC
.	.	UC

بين	بين	UC
صمويل	صمويل	UC
هنتجتون	هنتجتون	UC
في	في	UC
كتابه	كتابه	UC
الشهير	الشهير	UC
صراع	صراع	UC
الحضارات	الحضارات	UC
أن	أن	UC
أهم	أهم	UC
عاملين	عاملين	UC
في	في	UC
قيام	قيام	UC
أي	أي	UC
حضارة	حضارة	UC
هما	هما	UC
"	"	UC
اللغة	اللغة	UC
والدين	والدين	UC
"	"	UC
.	.	UC
.	.	UC
.	.	UC
فمن	فمن	UC
هنا	هنا	UC
يعلم	يعلم	UC
إنه	أنه	REPLACE_OH
يجب	يجب	UC
أن	أن	UC
تجعل	تجعل	UC
اللغة	اللغة	UC
العربية	العربية	UC
أساسا	أساسا	UC
في	في	UC
التدريس	التدريس	UC
في	في	UC
الجامعات	الجامعات	UC
والمعاهد	والمعاهد	UC
والمدارس	والمدارس	UC
.	.	UC
.		DELETE_PM
والتركيز	والتركيز	UC
عليها	عليها	UC
وتطويرها	وتطويرها	UC
وتشجيع	وتشجيع	UC
الأبحاث	الأبحاث	UC
والكتابات	والكتابات	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM
لأنه	لأنه	UC
لا	لا	UC
قيام	قيام	UC
لهذه	لهذه	UC
الأمة	الأمة	UC
بلغة	بلغة	UC
غير	غير	UC
لغتها	لغتها	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM

بين	بين	UC
الأسرى	الأسرى	UC
الإرهابيين	الإرهابيين	UC
والذين	والذين	UC
لم	لم	UC
يرتكبوا	يرتكبوا	UC
أعمالا	أعمالا	UC
إرهابية	إرهابية	UC
،	،	UC
وبين	وبين	UC
من	من	UC
ينتمي	ينتمي	UC
إلى	إلى	UC
فتح	فتح	UC
ومن	ومن	UC
لا	لا	UC
ينتمي	ينتمي	UC
إليها	إليها	UC
	،	INSERT_PM
هذه	هذه	UC
اعترافات	اعترافات	UC
اليهود	اليهود	UC
بمن	بمن	UC
يحبون	يحبون	UC
و من	ومن	MERGE
يكرهون	يكرهون	UC
	.	INSERT_PM
ارجوا	أرجو	REPLACE_OH
من	من	UC
الشرفاء	الشرفاء	UC
من	من	UC
فتح	فتح	UC
ان	أن	REPLACE_OH
يعوا	يعوا	UC
حقيقة	حقيقة	UC
من	من	UC
يتزعمون	يتزعمون	UC
حركتهم	حركتهم	UC
	،	INSERT_PM
و يطهروا	ويحرروا	REPLACE_O
فلسطين	فلسطين	UC
من	من	UC
هولاء	هؤلاء	REPLACE_OR
الخونة	الخونة	UC
الذين	الذين	UC
باعوا	باعوا	UC
الارض	الأرض	REPLACE_OH
و دم	ودم	MERGE
الشهداء	الشهداء	UC
الذي	الذي	UC
قدمه	قدمه	UC
ابناء	أبناء	REPLACE_OH
فتح	فتح	UC
و كل	وكل	MERGE
الفصائل	الفصائل	UC
	.	INSERT_PM

اليكم	إليكم	REPLACE_OH
بيان	بيان	UC
عسكري	عسكري	UC
صادر	صادر	UC
عن	عن	UC
القوات	القوات	UC
الامريكيه	الأمريكية	REPLACE_OH+REPLACE_OT
في	في	UC
العراق	العراق	UC
:	:	UC
بدأت	بدأت	UC
اليوم	اليوم	UC
عمليات	عمليات	UC
(	(	UC
البطه	البطة	REPLACE_OT
العرجه	العرجة	REPLACE_OT
)	)	UC
للقضاء	للقضاء	UC
على	على	UC
الارهابيين	الإرهابيين	REPLACE_OH
في	في	UC
الرمادي	الرمادي	UC
،	،	UC
وكان	وكان	UC
عدد	عدد	UC
الارهابيين	الإرهابيين	REPLACE_OH
يقدر	يقدر	UC
ب	ب	UC
150	150	UC
	،	INSERT_PM
فتم	فتم	UC
قتل	قتل	UC
اكثر	أكثر	REPLACE_OH
250	250	UC
واسرنا	وأسرنا	REPLACE_OH
200	200	UC
	،	INSERT_PM
وفر	وفر	UC
الباقون	الباقون	UC
.	.	UC
اما	أما	REPLACE_OH
خسائرنا	خسائرنا	UC
فكان	فكان	UC
جندي	جندي	UC
واحد	واحد	UC
غص	غص	UC
بعظم	بعظم	UC
دجاج	دجاج	UC
حينما	حينما	UC
كان	كان	UC
يأكل	يأكل	UC
كنتاكي	كنتاكي	UC
.	.	UC

امريكا	أمريكا	REPLACE_OH
لن	لن	UC
تنتصر	تنتصر	UC
على	على	UC
الامة	الأمة	REPLACE_OH
الاسلامية	الإسلامية	REPLACE_OH
مهما	مهما	UC
انفقت	أنفقت	REPLACE_OH
من	من	UC
