SOURCE	TARGET
بسبب	بسبب	UC
دخول	الدخول	REPLACE_XF
الدم	الدم	UC
في	في	UC
هذا	هذا	UC
الموضوع	الموضوع	UC
	!	INSERT_PM

يعينه	يعينه	UC
الملك	الملك	UC
؟	؟	UC
وما	وما	UC
المعنى	المعنى	UC
من	من	UC
وجوده	وجوده	UC
اصلا	أصلا	REPLACE_OH
	،	INSERT_PM
ادا	إذا	REPLACE_SW
كان	كان	UC
عمله	عمله	UC
استشاريا	استشاريا	UC
وليس	وليس	UC
رقابيا	رقابيا	UC
؟	؟	UC
وما	وماذا	REPLACE_SW
المعنى	المعنى	UC
من	من	UC
تعيين	تعيين	UC
النساء	النساء	UC
في	في	UC
مجلس	مجلس	UC
صوري	صوري	UC
ليس	ليس	UC
له	له	UC
ادنى	أدنى	REPLACE_OH
دور	دور	UC
في	في	UC
مراقبة	مراقبة	UC
السلطة	السلطة	UC
التنفيدية	التنفيذية	REPLACE_OR
	،	INSERT_PM
ولا	ولا	UC
تشريع	تشريع	UC
القوانين	القوانين	UC
	،	INSERT_PM
ولا	ولا	UC
سحب	سحب	UC
الثقة	الثقة	UC
	،	INSERT_PM
ولا	ولا	UC
مساءلة	مساءلة	UC
الفاسدين	الفاسدين	UC
؟	؟	UC
انها	إنها	REPLACE_OH
عمليات	عمليات	UC
تجميلية	تجميلية	UC
لا	لا	UC
تنطلي	تنطلي	UC
على	على	UC
احد	أحد	REPLACE_OH
.	،	REPLACE_PC

النصر	النصر	UC
لنا	لنا	UC
ان	ان	UC
شاء	شاء	UC
الله	الله	UC
ولكن	ولكن	UC
علينا	علينا	UC
نتمسك	نتمسك	UC
بالايمان	بالايمان	UC
،	،	UC
ولكن	ولكن	UC
اريد	اريد	UC
ان	ان	UC
اشير	اشير	UC
بنقطة	بنقطة	UC
مهمة	مهمة	UC
وهي	وهي	UC
ان	ان	UC
هذه	هذه	UC
الاموال	الاموال	UC
هي	هي	UC
اصلها	اصلها	UC
اموال	اموال	UC
عربية	عربية	UC
من	من	UC
دول	دول	UC
الخليج	الخليج	UC
اي	اي	UC
ما	ما	UC
تاخذه	تاخذه	UC
امريكا	امريكا	UC
من	من	UC
دول	دول	UC
الخليج	الخليج	UC
ترجع	ترجع	UC
وتنفقه	وتنفقه	UC
على	على	UC
حرب	حرب	UC
العراق	العراق	UC
وافغانستان	وافغانستان	UC
اين	اين	UC
الخسارة	الخسارة	UC
الامرة	الامرة	UC
المادية	المادية	UC
لامريكا	لامريكا	UC
اذن	اذن	UC
ولكنها	ولكنها	UC
خسرت	خسرت	UC
الثروة	الثروة	UC
البشرية	البشرية	UC
والمزيد	والمزيد	UC
منها	منها	UC
ان	ان	UC
شاء	شاء	UC
اللهز	اللهز	UC

كل	كل	UC
التحية	التحية	UC
والاحترام	والاحترام	UC
لهذه	لهذه	UC
الدول	الدول	UC
	،	INSERT_PM
ولكن	ولكن	UC
للاسف	للأسف	REPLACE_OH
نسينا	نسينا	UC
الاردن	الأردن	REPLACE_OH
التي	التي	UC
تؤوي	تؤوي	UC
عدد	عددا	REPLACE_XC
كبير	كبيرا	REPLACE_XC
من	من	UC
اللاجئين	اللاجئين	UC
سواء	سواء	UC
من	من	UC
فلسطين	فلسطين	UC
او	أو	REPLACE_OH
من	من	UC
العراق	العراق	UC
	،	INSERT_PM
ام	أم	REPLACE_OH
اننا	أننا	REPLACE_OH
نتناسى	نتناسى	UC
ما	ما	UC
قدمته	قدمته	UC
الاردن	الأردن	REPLACE_OH
لهؤلاء	لهؤلاء	UC
اللاجئين	اللاجئين	UC
	؟	INSERT_PM
ولكن	ولكن	UC
بفضل	بفضل	UC
الله	الله	UC
نحن	نحن	UC
لا	لا	UC
نشعر	نشعر	UC
باننا	بأننا	REPLACE_OH
لاجئين	لاجئين	UC
لاننا	لأننا	REPLACE_OH
في	في	UC
بلدنا	بلدنا	UC
الثاني	الثاني	UC
بلد	بلد	UC
ابا	أبي	REPLACE_OH
الحسين	الحسين	UC
	-	INSERT_PM
اطال	أطال	REPLACE_OH
الله	الله	UC
عمره	عمره	UC
	-	INSERT_PM
	.	INSERT_PM

نقولك	نقول لك	REPLACE_X
يارقم	يا رقم	SPLIT
5	5	UC
ورقم7	ورقم 7	SPLIT
	:	INSERT_PM
الليبيين	الليبيون	REPLACE_XC
هربوا	هربوا	UC
لتونس	لتونس	UC
الشيوخ	الشيوخ	UC
والعجزة	والعجزة	UC
والاطفال	والأطفال	REPLACE_OH
	؛	INSERT_PM
لان	لأن	REPLACE_OH
للقدافي	القذافي	REPLACE_OR+REPLACE_XT
جايبلهم	جايبلهم	UC
نرتزقه	مرتزقة	REPLACE_OR+REPLACE_OT
من	من	UC
افريقيا	إفريقيا	REPLACE_OH
ويعطي	ويعطي	UC
فيهم	لهم	REPLACE_MI+REPLACE_OR
الفياقرا	الفياقرا	UC
باش	باش	UC
يغصبوا	يغتصبون	REPLACE_OM
النساء	النساء	UC
الاطفال	الأطفال	REPLACE_OH
.	.	UC
انت	أنت	REPLACE_OH
بعيد	بعيد	UC
علي	على	REPLACE_OA
القدافي	القذافي	REPLACE_OR
الذي	الذي	UC
قتل	قتل	UC
12	12	UC
الف	ألف	REPLACE_OH
واختطف30000	واختطف 30000	SPLIT
وشرد300000	وشرد300000	UC
هدا	هذا	REPLACE_OR
القدافي	القذافي	REPLACE_OR
في	في	UC
مدينة	مدينة	UC
نالوت	نالوت	UC
	،	INSERT_PM
حتى	حتى	UC
من	من	UC
الحيوانات	الحيوانات	UC
قتلها	قتلها	UC
الله	الله	UC
ينتقم	ينتقم	UC
منه	منه	UC
ومن	ومن	UC
يدعوا	يدعو	REPLACE_XN
معه	معه	UC
ويجعل	ويجعل	UC
نهايته	نهايته	UC
مثل	مثل	UC
فرعون	فرعون	UC
وهامان	وهامان	UC
	!	INSERT_PM

سبحان	سبحان	UC
الله	الله	UC
!	!	UC
يقولون	يقولون	UC
بأن	بأن	UC
الشعب	الشعب	UC
الفلسطيني	الفلسطيني	UC
باع	باع	UC
أرضه	أرضه	UC
!	!	UC
،		DELETE_PM
الشعب	الشعب	UC
الفلسطيني	الفلسطيني	UC
تعرض	تعرض	UC
لمذابح	لمذابح	UC
من	من	UC
قبل	قبل	UC
اليهود	اليهود	UC
	،	INSERT_PM
ومن	ومن	UC
يواليهم	يواليهم	UC
من	من	UC
الدول	الدول	UC
العظمى	العظمى	UC
في	في	UC
وقت	وقت	UC
لم	لم	UC
يكن	يكن	UC
هناك	هناك	UC
قنوات	قنوات	UC
فضائية	فضائية	UC
	،	INSERT_PM
وانترنت	وانترنت	UC
	،	INSERT_PM
وغيره	وغيره	UC
	،	INSERT_PM
وعندما	وعندما	UC
هرب	هرب	UC
الكثير	الكثير	UC
من	من	UC
الشعب	الشعب	UC
الفلسطيني	الفلسطيني	UC
من	من	UC
هذا	هذا	UC
الجحيم	الجحيم	UC
،	،	UC
قام	قام	UC
الكثير	الكثير	UC
من	من	UC
العرب	العرب	UC
بوصفنا	بوصفنا	UC
بالخونة	بالخونة	UC
وبالبائعين	وبالبائعين	UC
لأرضنا	لأرضنا	UC
!	!	UC

شكرا	شكرا	UC
لله	لله	UC
	،	INSERT_PM
وقد	وقد	UC
دعوت	دعوت	UC
السيد	السيد	UC
اسماعيل	إسماعيل	REPLACE_OH
بمحاولة	لمحاولة	REPLACE_MI
الافراج	الإفراج	REPLACE_OH
عن	عن	UC
جونستن	جونستون	REPLACE_OH+REPLACE_OM
	،	INSERT_PM
وقد	وقد	UC
تم	تم	UC
ذلك	ذلك	UC
بحمد	بحمد	UC
الله	الله	UC
	.	INSERT_PM
ولكن	ولكن	UC
يجب	يجب	UC
ان	أن	REPLACE_OH
يتوقع	نتوقع	REPLACE_OR
ردود	ردود	UC
فعل	فعل	UC
مختلفه	مختلفة	REPLACE_OT
من	من	UC
كثير	كثير	UC
من	من	UC
الحكومات	الحكومات	UC
منها	منها	UC
فى	في	REPLACE_OA
محاولة	محاولة	UC
للتأثير	للتأثير	UC
على	على	UC
المجهود	المجهود	UC
العظيم	العظيم	UC
الذى	الذي	REPLACE_OA
قمتم	قمتم	UC
به	به	UC
	،	INSERT_PM
ولكن	ولكن	UC
سيحدث	سيحدث	UC
على	على	UC
الاقل	الأقل	REPLACE_OH
انقسام	انقسام	UC
كبير	كبير	UC
فى	في	REPLACE_OA
وجهة	وجهة	UC
نظر	نظر	UC
المجتمع	المجتمع	UC
الدولى	الدولي	REPLACE_OA
	،	INSERT_PM
الامر	الأمر	REPLACE_OH
الذى	الذي	REPLACE_OA
سيزيد	سيزيد	UC
من	من	UC
عزلة	عزلة	UC
اسرائيل	إسرائيل	REPLACE_OH
	.	INSERT_PM
وفقكم	وفقكم	UC
الله	الله	UC
وسدد	وسدد	UC
خطاكم	خطاكم	UC
	.	INSERT_PM

هذا	هذا	UC
مصير	مصير	UC
كل	كل	UC
طاغية	طاغية	UC
الذل	الذل	UC
و	و	UC
الهزيمة	الهزيمة	UC
،	،	UC
و	و	UC
ان	ان	UC
قتلوا	قتلوا	UC
منا	منا	UC
فان	فان	UC
دمائ	دمائ	UC
الشهيد	الشهيد	UC
تجعلنا	تجعلنا	UC
اقوي	اقوي	UC
و	و	UC
اشد	اشد	UC
عودا	عودا	UC
،	،	UC
كل	كل	UC
التحية	التحية	UC
لأسود	لأسود	UC
الطالبان	الطالبان	UC
و	و	UC
المجاهدين	المجاهدين	UC
في	في	UC
افغانستان	افغانستان	UC
فقد	فقد	UC
كنتم	كنتم	UC
عند	عند	UC
حسن	حسن	UC
ظن	ظن	UC
الامة	الامة	UC
بكم	بكم	UC
و	و	UC
اذقتم	اذقتم	UC
الطغاة	الطغاة	UC
ذل	ذل	UC
و	و	UC
عار	عار	UC
الهزيمة	الهزيمة	UC
و	و	UC
القادم	القادم	UC
افضل	افضل	UC
ان	ان	UC
شا	شا	UC
الله	الله	UC

قال	قال	UC
الله	الله	UC
تعالى	تعالى	UC
:	:	UC
	"	INSERT_PM
ان	إن	REPLACE_OH
الذين	الذين	UC
كفروا	كفروا	UC
ينفقون	ينفقون	UC
اموالهم	أموالهم	REPLACE_OH
ليصدوا	ليصدوا	UC
عن	عن	UC
سبيل	سبيل	UC
الله	الله	UC
فسينفقونها	فسينفقونها	UC
ثم	ثم	UC
تكون	تكون	UC
عليهم	عليهم	UC
حسرة	حسرة	UC
ثم	ثم	UC
يغلبون	يغلبون	UC
.	"	REPLACE_PC
صدق	صدق	UC
الله	الله	UC
العظيم	العظيم	UC
.	.	UC
سنزيل	سنزيل	UC
الظلم	الظلم	UC
عن	عن	UC
اولادنا	أولادنا	REPLACE_OH
لا	لا	UC
للظلم	للظلم	UC
	،	INSERT_PM
لا	لا	UC
للاستعباد	للاستعباد	UC
	،	INSERT_PM
لا	لا	UC
للاحتلال	للاحتلال	UC
	،	INSERT_PM
لا	لا	UC
للصهيونيه	للصهيونية	REPLACE_OT
	،	INSERT_PM
لا	لا	UC
للنفاق	للتنفاق	REPLACE_OM
	،	INSERT_PM
لا	لا	UC
لبوش	لبوش	UC
.	.	UC
.	.	UC
.	.	UC
.		DELETE_PM
اعملوا	اعملوا	UC
ما	ما	UC
يرضي	يرضي	UC
الله	الله	UC
وحده	وحده	UC
.	.	UC

نحن	نحن	UC
كليبيين	كليبيين	UC
ندين	ندين	UC
بالفضل	بالفضل	UC
للشعب	للشعب	UC
القطري	القطري	UC
والشعب	والشعب	UC
التونسي	التونسي	UC
	،	INSERT_PM
فالشعب	فالشعب	UC
القطري	القطري	UC
اوصل	أوصل	REPLACE_OH
صرخات	صرخات	UC
اليتامي	اليتامي	UC
والثكالي	والثكالي	UC
للعالم	للعالم	UC
ووقف	ووقف	UC
مع	مع	UC
الشعب	الشعب	UC
الليبي	الليبي	UC
وقفة	وقفة	UC
اخ	أخ	REPLACE_OH
لأخيه	لأخيه	UC
	،	INSERT_PM
والشعب	والشعب	UC
التونسي	التونسي	UC
قدم	قدم	UC
الخبز	الخبز	UC
والماء	والماء	UC
للجوعى	للجوعى	UC
والعطشى	والعطشى	UC
النازحين	النازحين	UC
من	من	UC
جحيم	جحيم	UC
القذافي	القذافي	UC
	.	INSERT_PM
بارك	بارك	UC
الله	الله	UC
فيكم	فيكم	UC
يامن	يا من	SPLIT
وقفتم	وقفتم	UC
مع	مع	UC
هذا	هذا	UC
الشعب	الشعب	UC
الجريح	الجريح	UC
.	،	REPLACE_PC
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
لن	لن	UC
ننسى	ننسى	UC
صنيعكم	صنيعكم	UC
ماحيينا	ما حيرنا	REPLACE_X
	.	INSERT_PM

امريكا	أمريكا	REPLACE_OH
	،	INSERT_PM
وايران	وإيران	REPLACE_OH
	،	INSERT_PM
وعملاؤهم	وعملاؤهم	UC
مصابين	مصابون	REPLACE_XC
برعب	برعب	UC
مزمن	مزمن	UC
	؛	INSERT_PM
لان	لأن	REPLACE_OH
الجبن	الجبن	UC
من	من	UC
شيمهم	شيمهم	UC
	،	INSERT_PM
وفقط	وفقط	UC
حرافيي	حرافي	REPLACE_OD+REPLACE_OG
قتل	قتل	UC
وتدمير	وتدمير	UC
	.	INSERT_PM
اما	أما	REPLACE_OH
البناء	البناء	UC
لا	لا	UC
وجودله	وجود له	SPLIT
اثر	أثر	REPLACE_OH
بالبناء	بالبناء	UC
الثقافي	الثقافي	UC
والذهني	والذهني	UC
	.	INSERT_PM
ولهذا	ولهذا	UC
من	من	UC
الطبيعي	الطبيعي	UC
تراهم	تراهم	UC
كل	كل	UC
واحد	واحد	UC
من	من	UC
العراقيين	العراقيين	UC
الذين	الذين	UC
يتمنون	يتمنون	UC
الخير	الخير	UC
للعراق	للعراق	UC
يتهمون	يتهمون	UC
بالانتماء	بالانتماء	UC
الحزبي	الحزبي	UC
	،	INSERT_PM
وهذا	وهذا	UC
دليل	دليل	UC
منهم	منهم	UC
ان	أن	REPLACE_OH
البعث	البعث	UC
حالة	حالة	UC
صحية	صحية	UC
لا	لا	UC
يمكن	يمكن	UC
ان	أن	REPLACE_OH
يتعايش	يتعايش	UC
مع	مع	UC
الاحتلال	الاحتلال	UC
والعملاء	والعملاء	UC
	.	INSERT_PM
فموتو	فموتو	UC
بغيكم	بغيكم	UC
	،	INSERT_PM
والتحرير	والتحرير	UC
قادم	قادم	UC
انشا	إن شاء	REPLACE_S
الله	الله	UC
	.	INSERT_PM

لاحظت	لاحظت	UC
عندما	عندما	UC
يكون	يكون	UC
موضوع	موضوع	UC
يخص	يخص	UC
جيراننا	جيراننا	UC
في	في	UC
جزيرة	جزيرة	UC
العرب	العرب	UC
غدا	غدا	UC
شبيحة	شبيحة	UC
النظام	النظام	UC
يستعملون	يستعملون	UC
طريقة	طريقة	UC
اخرى	اخرى	UC
وهي	وهي	UC
الهروب	الهروب	UC
وعدم	وعدم	UC
الحوار	الحوار	UC
مع	مع	UC
بعض	بعض	UC
الأحبة	الأحبة	UC
المعلقين	المعلقين	UC
والذين	والذين	UC
ألقموهم	ألقموهم	UC
الحجارة	الحجارة	UC
والصخور	والصخور	UC
.	.	UC
فولوا	فولوا	UC
الأدبار	الأدبار	UC
لا	لا	UC
يلوون	يلوون	UC
على	على	UC
شئ	شئ	UC
ولله	ولله	UC
الحمد	الحمد	UC
.	.	UC
جزاكم	جزاكم	UC
الله	الله	UC
خير	خير	UC
يا	يا	UC
كرام	كرام	UC
.	.	UC

ان	إن	REPLACE_OH
حماس	حماس	UC
منظمة	منظمة	UC
مقاومة	مقاومة	UC
اساسية	أساسية	REPLACE_OH
في	في	UC
فلسطين	فلسطين	UC
وهي	وهي	UC
الجه	الجهة	REPLACE_OM
الاول	الأولى	REPLACE_OH+REPLACE_OM
في	في	UC
القاومة	المقاومة	REPLACE_OM
الصحيحة	الصحيحة	UC
في	في	UC
الدول	الدول	UC
الاسلامية	الإسلامية	REPLACE_OH
.	.	UC
من	من	UC
هدا	هذا	REPLACE_OR
المبدأ	المبدأ	UC
اقول	أقول	REPLACE_OH
ان	أن	REPLACE_OH
محاولات	محاولات	UC
النيل	النيل	UC
من	من	UC
حماس	حماس	UC
لها	لها	UC
تفسير	تفسير	UC
واحد	واحد	UC
	،	INSERT_PM
وهي	وهي	UC
عدم	عدم	UC
قيام	قيام	UC
اي	أي	REPLACE_OH
دور	دور	UC
او	أو	REPLACE_OH
كلمة	كلمة	UC
للاسلام	للإسلام	REPLACE_OH
	؛	INSERT_PM
لانها	لأنها	REPLACE_OH
توئثر	تؤثر	REPLACE_OD+REPLACE_OR
على	على	UC
بعض	بعض	UC
الدول	الدول	UC
المجاورة	المجاورة	UC
لفلسطين	لفلسطين	UC

يا	يا	UC
اخواني	إخواني	REPLACE_OH
	،	INSERT_PM
الوضع	الوضع	UC
مش	ليس	REPLACE_SW
محتاج	محتاجا	REPLACE_XC
بغضاء	بغضاء	UC
	،	INSERT_PM
وشحناء	وشحناء	UC
	،	INSERT_PM
وعداوة	وعداوة	UC
	،	INSERT_PM
والوحدة	والوحدة	UC
لا	لا	UC
خيار	خيار	UC
عنها	عنها	UC
	،	INSERT_PM
ولن	ولن	UC
ننفصل	ننفصل	UC
	،	INSERT_PM
وحق	وحق	UC
دماء	دماء	UC
الشهداء	الشهداء	UC
الذين	الذين	UC
ضحوا	ضحوا	UC
بارواحهم	بأرواحهم	REPLACE_OH
فداء	فداء	UC
للوحدة	للوحدة	UC
لا	لا	UC
ننفصل	ننفصل	UC
الا	إلا	REPLACE_OH
بعد	بعد	UC
أن	أن	UC
نضحي	نضحي	UC
بكل	بكل	UC
وحدوي	وحدوي	UC
شريف	شريف	UC
	.	INSERT_PM
وارجو	وأرجو	REPLACE_OH
من	من	UC
الاخوة	الإخوة	REPLACE_OH
الانفصاليون	الانفصاليين	REPLACE_XC
أن	أن	UC
ينتبهو	ينتبهوا	REPLACE_OW
اننا	أننا	REPLACE_OH
الوحدويون	الوحدويون	UC
الشرفاء	الشرفاء	UC
	،	INSERT_PM
لا	لا	UC
نريد	نريد	UC
صالح	صالحا	REPLACE_XC
في	في	UC
السلطة	السلطة	UC
	،	INSERT_PM
ولن	ولن	UC
نمانع	نمانع	UC
أن	أن	UC
يكون	يكون	UC
الرئيس	الرئيس	UC
جنوبيا	جنوبيا	UC
او	أو	REPLACE_OH
شماليا	شماليا	UC
	؛	INSERT_PM
لأن	لأن	UC
مصلحة	مصلحة	UC
الوطن	الوطن	UC
فوق	فوق	UC
كل	كل	UC
شيء	شيء	UC
	.	INSERT_PM

عليه	عليه	UC
ان	أن	REPLACE_OH
يرحل	يرحل	UC
	،	INSERT_PM
اما	أما	REPLACE_OH
انصاره	أنصاره	REPLACE_OH
الذي	الذين	REPLACE_XN
يخاطبهم	يخاطبهم	UC
معروف	معروف	UC
قصتهم	قصتهم	UC
جاءوا	جاؤوا	REPLACE_OR
بفلوس	بفلوس	UC
حتى	حتى	UC
قيل	قيل	UC
ميدان	ميدان	UC
السبعين	السبعين	UC
بسبعين	بسبعين	UC
اشاره	إشارة	REPLACE_OH+REPLACE_OT
الى	إلى	REPLACE_OH
مايقفع	ما يقدمه	REPLACE_X
الرئيس	الرئيس	UC
للبلاطجه	للبلاطجة	REPLACE_OT
من	من	UC
فلوووس	فلووس	REPLACE_OD
	.	INSERT_PM
هذا	هذا	UC
بالاضافه	بالإضافة	REPLACE_OH+REPLACE_OT
الى	إلى	REPLACE_OH
افراد	أفراد	REPLACE_OH
احرس	الحرس	REPLACE_OM
الجمهوري	الجمهوري	UC
	،	INSERT_PM
واحرس	وأركان	REPLACE_SW
الخاص	الخاص	UC
	،	INSERT_PM
والقوات	والقوات	UC
الخاصه	الخاصة	REPLACE_OT
	،	INSERT_PM
وافراد	وأفراد	REPLACE_OH
الامن	الأمن	REPLACE_OH
المركزي	المركزي	UC
الذين	الذين	UC
يجبروون	يجبرون	REPLACE_OD
على	على	UC
حضور	حضور	UC
هذا	هذا	UC
المهرجان	المهرجان	UC
	.	INSERT_PM

لا	لا	UC
ادري	أدري	REPLACE_OH
هل	هل	UC
قناة	قناة	UC
الجزيرة	الجزيرة	UC
قناة	قناة	UC
مرتبطة	مرتبطة	UC
بالاستخبارات	بالاستخبارات	UC
العالميه	العالمية	REPLACE_OT
حتى	حتى	UC
تعرف	تعرف	UC
كيف	كيف	UC
يعمل	يعمل	UC
لسقوط	لسقوط	UC
بعض	بعض	UC
الانظمة	الأنظمة	REPLACE_OH
العربية	العربية	UC
الظالمة	الظالمة	UC
حتى	حتى	UC
تغطي	تغطي	UC
بمعلومات	بمعلومات	UC
سابقة	سابقة	UC
من	من	UC
يدعم	يدعم	UC
سقوطه	سقوطها	REPLACE_MI
ومن	ومن	UC
لا	لا	UC
يدعم	يدعم	UC
حتى	حتى	UC
غطت	غطت	UC
احداث	أحداث	REPLACE_OH
تونس	تونس	UC
ومصر	ومصر	UC
وتتجاهل	وتتجاهل	UC
احداث	أحداث	REPLACE_OH
البحرين	البحرين	UC
	؟	INSERT_PM
في	في	UC
حين	حين	UC
ان	أن	REPLACE_OH
البحرين	البحرين	UC
تأثير	تأثير	UC
احداثها	أحداثها	REPLACE_OH
على	على	UC
دول	دول	UC
الخليج	الخليج	UC
بالغ	بالغ	UC
الاثر	الأثر	REPLACE_OH
لذا	لذا	UC
تدخل	تدخل	UC
الحرس	الحرس	UC
الوطني	الوطني	UC
السعودي	السعودي	UC
	.	INSERT_PM
لماذا	لماذا	UC
لا	لا	UC
يذكر	يذكر	UC
هذا	هذا	UC
ولا	ولا	UC
تغطى	تغطي	REPLACE_OA
احداث	أحداث	REPLACE_OH
البحرين	البحرين	UC
	!	INSERT_PM

للهم	للهم	UC
احفظ	احفظ	UC
مملكة	مملكة	UC
البحرين	البحرين	UC
من	من	UC
كل	كل	UC
سوء	سوء	UC
ومن	ومن	UC
كيد	كيد	UC
الغادرين	الغادرين	UC
والماكرين	والماكرين	UC
ورد	ورد	UC
كيدهم	كيدهم	UC
في	في	UC
نحورهم	نحورهم	UC
وجعلة	وجعلة	UC
بلدا	بلدا	UC
امنا	امنا	UC
رخاء	رخاء	UC
سخاء	سخاء	UC
يارب	يارب	UC
العالمين	العالمين	UC
اللهم	اللهم	UC
من	من	UC
ارادها	ارادها	UC
بسوء	بسوء	UC
فخذه	فخذه	UC
اخذ	اخذ	UC
عزيز	عزيز	UC
مقتدر	مقتدر	UC
اللهم	اللهم	UC
انا	انا	UC
نجعلك	نجعلك	UC
في	في	UC
نحورهم	نحورهم	UC
ونعوذ	ونعوذ	UC
بك	بك	UC
من	من	UC
شرورهم	شرورهم	UC
وكفناهم	وكفناهم	UC
بما	بما	UC
شئت	شئت	UC
انك	انك	UC
على	على	UC
ما	ما	UC
تشاء	تشاء	UC
قدير	قدير	UC
حسبنا	حسبنا	UC
الله	الله	UC
ونعم	ونعم	UC
الوكيل	الوكيل	UC
قولو	قولو	UC
اميييييييييييييييين	اميييييييييييييييين	UC

ياابويمن	يا أبا يمن	REPLACE_X
	،	INSERT_PM
امس	أمس	REPLACE_OH
غازين	غازنا	REPLACE_OR
اليمن	اليمن	UC
	،	INSERT_PM
وظمينا	وظمنا	REPLACE_OD
نصفها	نصفها	UC
للسعوديه	للسعودية	REPLACE_OT
بقيادة	بقيادة	UC
الملك	الملك	UC
فيصل	فيصل	UC
	،	INSERT_PM
واخذنا	وأخذنا	REPLACE_OH
صنعاء	صنعاء	UC
عاصمة	عاصمة	UC
اليمن	اليمن	UC
	،	INSERT_PM
وعدن	وعدن	UC
	،	INSERT_PM
وميناء	وميناء	UC
عدن	عدن	UC
	،	INSERT_PM
وصعده	وصعدة	REPLACE_OT
	،	INSERT_PM
وحديده	والحديدة	REPLACE_OT+REPLACE_XF
	،	INSERT_PM
ولولا	ولولا	UC
استسلام	استسلام	UC
امام	أمام	REPLACE_OH
اليمن	اليمن	UC
المتوكل	المتوكل	UC
كان	لما	REPLACE_SW
مارجعنا	رجعنا	REPLACE_OD
لكم	لكم	UC
شبر	شبرا	REPLACE_XC+REPLACE_XN
واحد	واحدا	REPLACE_XC
	.	INSERT_PM
يابويمن	يا أبايمن	REPLACE_X
	،	INSERT_PM
ياراعين	ياراعين	UC
القات	القات	UC
رح	رح	UC
طلع	طلع	UC
تنظيم	تنظيم	UC
القاعده	القاعدة	REPLACE_OT
والرافضه	والرافضة	REPLACE_OT
من	من	UC
بلدك	بلدك	UC
	.	INSERT_PM
اليمن	اليمن	UC
الي	الذي	REPLACE_OM
يملك	يملك	UC
النفط	النفط	UC
والغاز	والغاز	UC
	،	INSERT_PM
وعنده	وعنده	UC
18مليون	18 مليون	SPLIT
جايع	يعيش	REPLACE_SW
تحت	تحت	UC
خط	خط	UC
الفقر	الفقر	UC
مليون	مليون	UC
مره	مرة	REPLACE_OT
ياكلون	يأكلون	REPLACE_OH
من	من	UC
القمايم	القمامة	REPLACE_OR
	.	INSERT_PM

من	من	UC
طلب	طلب	UC
التدخل	التدخل	UC
من	من	UC
دول	دول	UC
الخليخ	الخليج	REPLACE_OR
	؟	INSERT_PM
اليس	أليس	REPLACE_OH
هو	هو	UC
	؟	INSERT_PM
ولماذا	ولماذا	UC
يرفضها	يرفضها	UC
وبالذات	وبالذات	UC
قطر	قطر	UC
الذى	الذي	REPLACE_OA
يقدم	يقدم	UC
الخير	الخير	UC
الكثير	الكثير	UC
لليمن	لليمن	UC
ويرفضها	ويرفضها	UC
	؟	INSERT_PM
لانها	لأنها	REPLACE_OH
تقف	تقف	UC
دائما	دائما	UC
مع	مع	UC
الحقيقه	الحقيقة	REPLACE_OT
سترحل	سترحل	UC
مهما	مهما	UC
صفق	صفق	UC
من	من	UC
حولك	حولك	UC
فلن	فلن	UC
يعود	يعود	UC
تاشعب	الشعب	REPLACE_OR
بخفي	بخفي	UC
حنين	حنين	UC
او	أو	REPLACE_OH
ننسى	ننسى	UC
الشهداء	الشهداء	UC
لو	لو	UC
نموت	نموت	UC
كلنا	كلنا	UC
فدا	فداء	REPLACE_OM
للشهداء	للشهداء	UC
	!	INSERT_PM

لقد	لقد	UC
خاض	خاض	UC
الجيش	الجيش	UC
العربي	العربي	UC
السوري	السوري	UC
معارك	معارك	UC
جوية	جوية	UC
و برية	وبرية	MERGE
عديدة	عديدة	UC
مع	مع	UC
اسرائيل	إسرائيل	REPLACE_OH
	،	INSERT_PM
و بغالبيتها	وبأغلبيتها	UNK
كانت	كانت	UC
دعما	دعما	UC
للمقاومين	للمقاومين	UC
في	في	UC
لبنان	لبنان	UC
.	.	UC
و في	وفي	MERGE
عام	عام	UC
1982	1982	UC
قاتل	قاتل	UC
آلاف	آلاف	UC
الجنود	الجنود	UC
السوريون	السوريون	UC
في	في	UC
بيروت	بيروت	UC
مع	مع	UC
المقاومين	المقاومين	UC
	،	INSERT_PM
و سقط	وسقط	MERGE
منهم	منهم	UC
أكثر	أكثر	UC
من	من	UC
100	100	UC
شهيد	شهيد	UC
.	.	UC
حينها	حينها	UC
خرجت	خرجت	UC
نفس	نفس	UC
الأحزاب	الأحزاب	UC
اللبنانية	اللبنانية	UC
التي	التي	UC
تتباكى	تتباكى	UC
الآن	الآن	UC
على	على	UC
الجولان	الجولان	UC
في	في	UC
مظاهرات	مظاهرات	UC
ضد	ضد	UC
سوريا	سوريا	UC
والمقاومين	والمقاومين	UC
مطالبين	مطالبين	UC
بسلام	بسلام	UC
و وئام	ووئام	MERGE
مع	مع	UC
اسرائيل	إسرائيل	REPLACE_OH
.	.	UC

مباديء	مبادئ	REPLACE_OD+REPLACE_OH
يطلقها	يطلقها	UC
القادة	القادة	UC
ويعيش	ويعيش	UC
ذلها	ذلها	UC
وهوانهاوموتها	وهوانها وهوانها	REPLACE_X
وجوعها	وجوعها	UC
الشعب	الشعب	UC
	،	INSERT_PM
فما	فما	UC
بال	بال	UC
