SOURCE	TARGET
في	في
حل	حل
واجباتهم	واجباتهم
من	من
برامج	برامج
مختلفة	مختلفة
و أيضا	وأيضا
من	من
الأصدقاء	الأصدقاء
.	.
استخدام	استخدام
التوصل	التواصل
الاجتماعي	الاجتماعي
سهل	سهل
على	على
جميع	جميع
أفراد	أفراد
المجتمع	المجتمع
حيث	حيث
هناك	هناك
الكثير	الكثير
من	من
المواقع	المواقع
للتواصل	للتواصل
معا	مع
الأصدقاء	الأصدقاء
و أيضا	وأيضا
للتعرف	للتعرف
على	على
أصدقاء	أصدقاء
جدد	جدد
.	.
من	من
البرامج	البرامج
التي	التي
توفر	توفر
طرق	طرقا
للتواصل	للتواصل
هن	هي
السنابجات	السنابتشات
,	,
الأنستغرام	الإنستجرام
و تويتر	وتويتر
و أيضا	وأيضا
الواتساب	الواتساب
.	.
استخدام	استخدام
التواصل	التواصل
الاجتماعي	الاجتماعي
و	
من	من
أسرع	أسرع
الطرق	الطرق
للتواصل	للتواصل
في	في
هذا	هذا
الزمن	الزمن
وأيضا	وأيضا
من	من
أسهل	أسهل
طرق	الطرق
الذي	التي
الكل	
قد	قد
يتعلم	يتعلم
	الكل
عليها	عليها
من	من
دونا	دون
أي	أي
صعوبة	صعوبة
تماما	تماما
.	.

هل	هل
يمكنكم	يمكنكم
العيش	العيش
بدون	بدون
برامج	برامج
التواصل	التواصل
الاجتماعي	الاجتماعي
?	?
أنه	إنه
من	من
الصعب	الصعب
جدا	جدا
وغيره	, غير
أنه	أنه
يأثر	يؤثر
كثيرا	كثيرا
على	على
حياة	حياة
الإنسان	الإنسان
الاجتماعية	الاجتماعية
والصحية	والصحية
	.
في	في
الحياة	الحياة
الاجتماعية	الاجتماعية
تأثيرها	تأثيرها
يفكك	يفكك
العائلة	العائلة
و يجعل	ويجعل
جميع	جميع
آناس	الناس
متوحدين	متوحدين
لايحبون	لا يحبون
التكلم	التكلم
مع	مع
أحد	أحد
	.
وأنه	وإنه
يأثر	يؤثر
بشكل	بشكل
غير	غير
طبيعي	طبيعي
على	على
المراهقين	المراهقين
كما	كما
أنه	أنه
يجعاهم	يجعلهم
غير	غير
قابلين	قابلين
على	على
التكلم	التكلم
وتواصل	والتواصل
مع	مع
الناس	الناس
في	في
الحياة	الحياة
الحقيقية	الحقيقية
	.
و في	وفي
الحياة	الحياة
الصحية	الصحية
فأنه	فإن
الأجهزة	الأجهزة
التي	التي
تستعمل	تستعمل
لبرامج	لبرامج
تواصل	التواصل
الاجتماعي	الاجتماعي
تؤثر	تؤثر
على	على
جسم	جسم
الإنسان	الإنسان
وعقله	وعقله
و عيونه	وعيونه
بسبب	بسبب
الإشعاعات	الإشعاعات
التي	التي
تخرج	تخرج
منه	منه
	,
كماانه	كما أنه
يقلل	يقلل
أو	أو
يمنع	يمنع
بعض	بعض
الخلايا	الخلايا
من	من
تأدية	تأدية
و ضائفها	وظائفها
	,
كما	كما
أنه	أنه
يسبب	يسبب
إلا سهر	السهر
و سواد	وسواد
تحت	تحت
العين	العين
و ضعف	وضعف
النظر	النظر
و سد	وسد
الشهية	الشهية
	.
-	-
السموحة	السموحة
أستاذ	أستاذ
	,
و أنا	وأنا
أكتب	أكتب
مرتين	مرتين
و أنا	وأنا
على	على
وشك	وشك
النهاية	النهاية
انمسح	انمسح
	النص
كامل	كاملا
ف	فلا
ماأقدر	أقدر
	أن
أكتب	أكتب
بعد	بعد
	.

أن	إن
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
أصبح	أصبحت
من	من
أهم	أهم
الأشياء	الأشياء
لدى	لدى
أي	أي
إنسان	إنسان
في	في
حياته	حياته
فتشعر	فتشعر
بأنه	بأنها
أصبح	أصبحت
محورا	محورا
مهم	مهما
جدا	جدا
.	.
فهناك	فهناك
الكثير	الكثير
من	من
الناس	الناس
الذين	الذين
يستعملون	يستعملون
هذه	هذه
الوسائل	الوسائل
بطرق	بطرق
متتعدة	متعددة
,	,
فمنهم	فمنهم
من	من
يستعمله	يستعملها
لكي	لكي
ينشر	ينشر
للناس	للناس
أهم	أهم
أحداث	أحداث
حياته	حياته
,	,
وهناك	وهناك
من	من
يستعمله	يستعملها
لكي	لكي
يتعرف	يتعرف
إلى	إلى
منظورات	منظورات
جديدة	جديدة
أو	أو
من	من
يريد	يريد
أن	أن
ينشر	ينشر
فكرة	فكرة
معينة	معينة
.	.
فأن	فإن
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تؤثر	تؤثر
على	على
الفرد	الفرد
والمجتمع	والمجتمع
بطرق	بطرق
مختلفة	مختلفة
.	.
بدا	بدءا
بالفرد	بالفرد
,	
فأن	فإن
هذه	هذه
الوسائل	الوسائل
قد	قد
تأخذ	تأخذ
من	من
وقتك	وقتك
الكثير	الكثير
وتسلب	وتسلب
تركيزك	تركيزك
على	على
الأمور	الأمور
الأهم	الأهم
في	في
حياتك	حياتك
كالعمل	كالعمل
أو	أو
الرياضة	الرياضة
أو	أو
الدراسة	الدراسة
وما	وما
إلى	إلى
ذلك	ذلك
.	.
وقد	وقد
تتعلق	تتعلق
بها	بها
كثيرا	كثيرا
حيث	حيث
أنك	إنك
لن	لن
تعيش	تعيش
اللحظة	اللحظة
وتكون	وتكون
اولولياتك	أولوياتك
هي	هي
توثيق	توثيق
هذه	هذه
اللحظة	اللحظة
للجميع	للجميع
وهنا	وهنا
تنعدم	تنعدم
خصوصيتك	خصوصيتك
كفرد	كفرد
في	في
المجتمع	المجتمع
.	.
فيعرف	فيعرف
الجميع	الجميع
إلى	إلى
أين	أين
تذهب	تذهب
ومع	ومع
من	من
فتشعر	فتشعر
بأن	بأن
حياتك	حياتك
هي	هي
بأيدي	بأيدي
الجميع	الجميع
.	.
قد	قد
يتأثر	يتأثر
الفرد	الفرد
من	من
التعليقات	التعليقات
السلبية	السلبية
التي	التي
تصل	تصل
إليه	إليه
ويبدأ	ويبدأ
بالتفكير	بالتفكير
بطريقة	بطريقة
سلبية	سلبية
أو	أو
انتحارية	انتحارية
للتخلص	للتخلص
من	من
هذه	هذه
المشكلة	المشكلة
.	.
ولكن	ولكن
بالوجه	بالوجه
الإيجابي	الإيجابي
,	,
يستطيع	يستطيع
الإنسان	الإنسان
أن	أن
يتعرف	يتعرف
إلى	على
الكثير	الكثير
من	من
الثقافات	الثقافات
والدول	والدول
من	من
خلال	خلال
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
,	,
فخذا	فهذا
ينمي	ينمي
فكره	فكره
ويجعله	ويجعله
إنسان	إنسانا
حظاري	حضاريا
مثقف	مثقفا
.	.
قد	قد
يتأثر	يتأثر
المجتمع	المجتمع
من	من
هذه	هذه
الوسائل	الوسائل
أيضا	أيضا
,	,
حيث	حيث
إذ	إن
كان	كان
هناك	هناك
آناس	أناس
مشهورين	مشهورون
في	في
هذا	هذا
المجال	المجال
ويروجون	ويروجون
إلى	إلى
أفكار	أفكار
سلبية	سلبية
أو	أو
خاطئة	خاطئة
,	,
فيتأثر	فيتأثر
كل	كل
من	من
يتابعهم	يتابعهم
من	من
معجبين	معجبين
أو	أو
ما	ما
إلى	إلى
ذلك	ذلك
.	.
وقد	وقد
تنتشر	تنتشر
صور	صور
خاطئة	خاطئة
بسهولة	بسهولة
جدت	جدا
على	على
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
عن	عن
ديينا	ديننا
	-
الإسلام	الإسلام
,	-
فيبدأ	فيبدأ
الجميع	الجميع
بالتعليق	بالتعليق
وبين	وبيان
رأيهم	رأيهم
في	في
الكثير	الكثير
من	من
المواضيع	المواضيع
فيكون	فيكون
هناك	هناك
فكرة	فكرة
سلبية	سلبية
عنه	عنه
.	.
وقد	وقد
تنتشر	تنتشر
أفكار	أفكار
كالمقالب	كالمقالب
ومن	ومثل
هذه	هذه
الأمور	الأمور
فينتشر	فينتشر
إلى	إلى
الأطفال	الأطفال
فيحدث	فتحدث
هناك	هناك
فوضه	فوضى
عارمة	عارمة
للأهالي	للأهالي
بسسب	بسبب
ما	ما
ينتشر	ينتشر
في	في
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
.	.
يمكن	يمكن
للإنسان	للإنسان
أن	أن
يروج	يروج
أعماله	أعماله
الفنية	الفنية
أو	أو
مهاراته	مهاراته
عبر	عبر
هذه	هذه
الوسائل	الوسائل
,	,
فهذا	فهذا
يؤدي	يؤدي
إلى	إلى
بناء	بناء
مجتمع	مجتمع
باهر	باهر
مثقف	مثقف
.	.
فعلى	فعلى
الإنسان	الإنسان
عدم	عدم
تقليد	تقليد
كل	كل
مايراه	ما يراه
من	من
أمور	أمور
منتشرة	منتشرة
ويجب	ويجب
عليه	عليه
استخدام	استخدام
هذه	هذه
الوسائل	الوسائل
بطريقة	بطريقة
تفيده	تفيده
ولا	ولا
تضره	تضره
أو	أو
تضر	تضر
غيره	غيره
من	من
آناس	أناس
.	.
فهناك	فهناك
الكثير	الكثير
من	من
الفئات	الفئات
العمرية	العمرية
التي	التي
تتأثر	تتأثر
من	من
هذه	هذه
الأمور	الأمور
البسيطة	البسيطة
فهذا	فهذا
سوف	سوف
يؤثر	يؤثر
على	على
الفرد	الفرد
والمجتمع	والمجتمع
.	.
ويجب	ويجب
عليك	عليك
حسن	حسن
اختيار	اختيار
ما	ما
تود	تود
نشره	نشره
إلى	إلى
الناس	الناس
وتحافظ	وتحافظ
على	على
خصوصيتك	خصوصيتك
بأفضل	بأفضل
صورة	صورة
,	,
ففي	ففي
هذه	هذه
الوسائل	الوسائل
تنتشر	تنتشر
الأخبار	الأخبار
بسرعة	بسرعة
بآرقة	بارقة
.	.

في	في
الوقت	الوقت
الحاضر	الحاضر
,	,
يعتمد	يعتمد
الإنسان	الإنسان
على	على
التكنولوجيا	التكنولوجيا
و وسائل	ووسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
اعتمادا	اعتمادا
كبيرا	كبيرا
و لكل	ولكل
شيء	شيء
في	في
حياتنا	حياتنا
تأثيرا	تأثير
سلبي	سلبي
و إيجابي	وإيجابي
أيضا	أيضا
.	.
فعلىنا	فعلينا
استخدام	استخدام
هذه	هذه
الأمور	الأمور
بدقة	بدقة
و حذر	وحذر
لأننا	لأننا
يمكن	يمكن
أن	أن
نخطىء	نخطئ
باستعمالها	باستعمالها
و نندم	ونندم
لاحقا	لاحقا
.	.
هناك	هناك
من	من
يستخدم	يستخدم
هذه	هذه
البرامج	البرامج
لمتابعة	لمتابعة
آخر	آخر
الأخبار	الأخبار
و العناوين	والعناوين
و هناك	وهناك
من	من
يستخدمها	يستخدمها
للتواصل	للتواصل
مع	مع
ال ? آخرين	الآخرين
في	في
كل	كل
أنحاء	أنحاء
الأرض	الأرض
.	.
لهذه	لهذه
البرامج	البرامج
أثر	أثر
إيجابي	إيجابي
كبير	كبير
على	على
المجتمع	المجتمع
,	
و تؤثر	وتؤثر
على	على
القطلع	القطاع
التعليمي	التعليمي
و الطبي	والطبي
.	.
يمكنك	يمكنك
أن	أن
تجد	تجد
أفضل	أفضل
المدارس	المدارس
و الجامعات	والجامعات
في	في
العالم	العالم
بدون	بدون
إضاعة	إضاعة
وقت	وقت
آبدا	أبدا
,	,
أفضل	أفضل
المنتجات	المنتجات
الطبية	الطبية
و التجميلية	والتجميلية
,	,
و أحدث	وأحدث
الأجهزة	الأجهزة
للعلاج	للعلاج
الطبي	الطبي
.	.
تؤثر	تؤثر
أيضا	أيضا
بشكل	بشكل
سلبي	سلبي
على	على
المجتمع	المجتمع
لاتها	لأنها
ينكن	يمكن
أن	أن
تشغل	تشغل
الفرد	الفرد
من	عن
أداء	أداء
مهامه	مهامه
و واجباته	وواجباته
اليومية	اليومية
.	.
تفيد	تفيد
الفرد	الفرد
أيضا	أيضا
في	في
التواصل	التواصل
مع	مع
آهله	أهله
و أصدقاءه	وأصدقائه
في	في
لي	أي
وقت	وقت
و أي	وأي
زمن	زمن
.	.
في	في
الختام	الختام
,	
إذا	إذا
تعلم	تعلم
الإنسان	الإنسان
استخدام	استخدام
وقته	وقته
بشكل	بشكل
جيد	جيد
فستفيده	فستفيده
هذه	هذه
الأمور	الأمور
كثيرا	كثيرا
لأنها	لأنها
تساعد	تساعد
المجتمع	المجتمع
على	على
التطور	التطور
و الازدهار	والازدهار
.	.
على	على
كل	كل
فرد	فرد
مسؤولية	مسؤولية
في	في
استخدام	استخدام
هذه	هذه
الأمور	الأمور
و يجب	ويجب
أن	أن
نعلم	نعلم
الآخرين	الآخرين
و ننصحهم	وننصحهم
على	على
أن	أن
يستفيدوا	يستفيدوا
من	من
هذه	هذه
البرامج	البرامج
في	في
الحياة	الحياة
بشكل	بشكل
عام	عام
و لا	ولا
يدهروا	يهدروا
وقتهم	وقتهم
على	على
أشياء	أشياء
قد	قد
تضرهم	تضرهم
.	.

تطورت	تطورت
الأمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
كثيرا	كثيرا
في	في
جميع	جميع
المجالات	المجالات
المتواجدة	المتواجدة
	,
منها	منها
المجال	المجال
المعماري	المعماري
,	,
التعليم	التعليم
و التعزيز	والتعزيز
عن	على
المسامحة	المسامحة
و النفط	والنفط
والكثير	والكثير
غيرها	غيرها
.	.
ساهمت	ساهمت
مجتمعات	مجتمعات
كثيرة	كثيرة
من	من
الناس	الناس
أيضا	أيضا
في	في
تغير	تغيير
الأمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
إلى	إلى
مكان	مكان
أفضل	أفضل
ومجتمع	ومجتمع
محب	محب
و متعاون	ومتعاون
يحث	يحث
على	على
التسامح	التسامح
بين	بين
الشعوب	الشعوب
و الدول	والدول
.	.
تطور	تطور
الأمارات	الإمارات
زاد	زاد
من	من
عدد	عدد
السواح	السواح
من	من
جميع	جميع
دول	دول
العالم	العالم
لأننا	لأننا
في	في
بلد	بلد
مسالم	مسالم
ونسبة	ونسبة
الأمان	الأمان
عالية	عالية
جدا	جدا
حيث	حيث
ليس	ليس
هناك	هناك
أي	أي
سبب	سبب
للخوف	للخوف
سواء	سواء
كان	كان
على	على
الأطفال	الأطفال
أو	أو
كبار	كبار
السن	السن
.	.

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لها	لها
تأثير	تأثير
كبير	كبير
على	على
المجتمع	المجتمع
و الفرد	والفرد
و	
من	
بسبب	بسبب
انتشارها	انتشارها
و حب	وحب
الجميع	الجميع
لها	لها
و إدمان	وإدمان
الأطفال	الأطفال
و تقليدهم	وتقليدهم
للبعض	للبعض
	.
لذلك	لذلك
يجب	يجب
لمن	لمن
يستخدها	يستخدمها
الانتباه	الانتباه
و عدم	وعدم
نشر	نشر
المقاطع	المقاطع
أو	أو
الصور	الصور
التي	التي
تضر	تضر
المجتمع	المجتمع
و الأطفال	والأطفال
.	.
أما	أما
لبعض	لبعض
الأفراد	الأفراد
بدأت	بدأت
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بمساعدتهم	بمساعدتهم
في	في
العديد	العديد
من	من
المجالات	المجالات
	,
و منها	ومنها
التجارة	التجارة
لمنتجاتهم	لمنتجاتهم
من	من
قبل	قبل
مشاهير	مشاهير
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
و دعايتهم	ودعايتهم
لمنتجاتهم	لمنتجاتهم
و نشرها	ونشرها
حو	حول
مختلف	مختلف
دول	دول
العالم	العالم
و الاستفادة	والاستفادة
منها	منها
,	.
أيضا	أيضا
بدآ	بدأ
الكثيرون	الكثيرون
بالاستفادة	بالاستفادة
من	من
الشهرة	الشهرة
من	من
خلال	خلال
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
للحصول	للحصول
على	على
الشهرة	الشهرة
و المال	والمال
بمختلف	بمختلف
الطرق	الطرق
	,
منها	منها
تصميم	تصميم
و نشر	ونشر
تصاميمهم	تصاميمهم
في	في
مختلف	مختلف
برامج	برامج
التواصل	التواصل
الاجتماعي	الاجتماعي
	.
و أيضا	وأيضا
بالحصول	بالحصول
على	على
المال	المال
لنشر	لنشر
تشاجره	تشاجرة
التجار	التجار
أو	أو
مختلف	مختلف
الشركات	الشركات
	,
منها	منها
شركات	شركات
المقاولات	المقاولات
أو	أو
الشركات	شركات
أخرى	أخرى
	.

.	
أصبح	أصبح
التواصل	التواصل
الاجتماعي	الاجتماعي
عنصرا	عنصرا
مهما	مهما
في	في
حياتنا	حياتنا
اليومية	اليومية
.	.
لدى	لدى
التواصل	التواصل
الاجتماي	الاجتماعي
شتى	شتى
الآثار	الآثار
بين	بين
مجتمعنا	مجتمعنا
و الأفراد	والأفراد
.	.
فقد	فقد
أصبحوا	أصبح
الأطفال	الأطفال
مدمنين	مدمنين
به	عليه
بشكل	بشكل
غير	غير
طبيعي	طبيعي
,	.
هناك	هناك
العديد	العديد
من	من
الجوانب	الجوانب
و الآثار	والآثار
في	في
المجتمع	المجتمع
,	,
منها	منها
أنه	أنه
يقلل	يقلل
التواصل	التواصل
اليومي	اليومي
فقد	فقد
يفضل	يفضل
البعض	البعض
التواصل	التواصل
عبر	عبر
برامج	برامج
التواصل	التواصل
مما	مما
يؤثر	يؤثر
ذلك	ذلك
على	على
الفرد	الفرد
فيصبح	فيصبح
منعزلا	منعزلا
و	
وحيدا	
من	عن
الناس	الناس
	ووحيدا
.	.
و تعيق	وتعيق
مستقبل	مستقبل
الأطفال	الأطفال
و دراستهم	ودراستهم
فينشغل	فينشغل
الطفل	الطفل
في	في
استخدام	استخدام
البرامج	البرامج
و إهمال	وإهمال
الدروس	الدروس
	,
مما	مما
يؤدي	يؤدى
إلا	إلى
فشله	فشله
في	في
الحياة	الحياة
.	.
أثر	أثر
كبير	كبير
و مهم	ومهم
هو	هو
الاستخدام	الاستخدام
الزائد	الزائد
عند	عند
البعض	البعض
قد	قد
تبعدهم	يبعدهم
من	عن
الله	الله
سبحانه	سبحانه
و تعالى	وتعالى
و من	وعن
العبادات	العبادات
الأخرى	الأخرى
.	.
كمواطنين	كمواطنين
يجب	يجب
علينا	علينا
أنا	أن
نساعد	نساعد
في	في
ازداهر	ازدهار
وطننا	وطننا
و	
و تنميته	وتنميته
و لا	ولا
يمكن	يمكن
الحصول	الحصول
علو	على
ذلك	ذلك
عند	عند
إضاعة	إضاعة
الوقت	الوقت
على	على
التواصل	التواصل
الاجتماعي	الاجتماعي
و ما	وما
شابه	شابهه
.	.
فقد	فقد
أنعم	أنعم
الله	الله
سبحانه	سبحانه
وتعالى	وتعالى
	على
الإنسان	الإنسان
العقل	بالعقل
لكي	لكي
يفكر	يفكر
فيه	به
و يستخدمه	ويستخدمه
و ليس	وليس
لكي	لكي
يذهب	يذهب
هباء	هباء
.	.
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تنشر	تنشر
الفساد	الفساد
و تفكك	وتفكك
المجتمع	المجتمع
و الأفراد	والأفراد
و تمنع	وتمنع
المجتمع	المجتمع
من	من
الازدهار	الازدهار
و التطور	والتطور
.	.
يجب	يجب
على	على
المجتمع	المجتمع
الحذر	الحذر
من	من
آثار	آثار
التواصل	التواصل
الاجتماعي	الاجتماعي
و حماية	وحماية
مجتمعهم	مجتمعه
من	من
أخطار	أخطار
كهذه	كهذه
.	.

آثرت	أثرت
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
كبير	كبير
على	على
حياتنا	حياتنا
اليوم	اليوم
,	
مما	مما
أدى	أدى
	إلى
تأثيرها	تأثيرها
على	على
الفرد	الفرد
والمجتمع	والمجتمع
.	.
أصبح	أصبح
الهاتف	الهاتف
شيء	شيئا
أساسيا	أساسيا
في	في
حياة	حياة
الإنسان	الإنسان
فيصاحبه	فيصاحبه
اينما	أينما
ذهب	ذهب
.	.
يمكن	يمكن
استخدام	استخدام
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
في	في
الكثير	الكثير
من	من
المجالات	المجالات
التي	التي
يمكن	يمكن
أن	أن
تكون	تكون
إيجابية	إيجابية
أو	أو
سلبية	سلبية
على	على
الفرد	الفرد
والمجتمع	والمجتمع
.	.
التواصل	التواصل
مع	مع
الناس	الناس
أصبح	أصبح
أسرع	أسرع
وأسهل	وأسهل
بفضل	بفضل
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
,	,
فيمكن	فيمكن
التواصل	التواصل
مع	مع
الأصدقاء	الأصدقاء
اينما	أينما
كانوا	كانوا
في	في
جميع	جميع
أنحاء	أنحاء
العالم	العالم
بشكل	بشكل
أسرع	أسرع
.	.
هذا	هذا
يساعد	يساعد
خصيصا	خصيصا
الناس	الناس
في	في
العمل	العمل
وأيضا	وأيضا
في	في
التجارة	التجارة
بالتواصل	بالتواصل
مع	مع
الزبائن	الزبائن
بشكل	بشكل
أسهل	أسهل
.	.
وأيضا	وأيضا
تستخدم	تستخدم
كوسيلة	كوسيلة
للإعلان	للإعلان
وعرض	وعرض
منتجات	منتجات
جديدة	جديدة
بسعر	بسعر
أقل	أقل
وبشكل	وبشكل
أسرع	أسرع
.	.
كل	كل
هذه	هذه
الإيجابيات	الإيجابيات
آثرت	أثرت
على	على
المجتمع	المجتمع
,	,
فأصبح	فأصبح
الإنسان	الإنسان
أكثر	أكثر
وعيا	وعيا
عما	عما
يحصل	يحصل
حوله	حوله
من	من
أخبار	أخبار
وأحداث	وأحداث
.	.
وحتما	وحتما
في	
أن	أن
يكون	تكون
للوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
سلبيات	سلبيات
,	,
وأولهم	وأولها
استغلالها	استغلالها
لنشر	لنشر
الشائعات	الشائعات
الغير	غير
الصحيحة	الصحيحة
مما	مما
يؤدي	يؤدي
إلى	إلى
المشاكل	المشاكل
.	.
وهذا	وهذا
يمكن	يمكن
أن	أن
يكون	يكون
شائعات	شائعات
بين	بين
الأصدقاء	الأصدقاء
, في	وفي
العمل	العمل
	,
و أخبار	وأخبار
عن	عن
العالم	العالم
.	.
تؤثر	تؤثر
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
أيضا	أيضا
على	على
صغار	صغار
السن	السن
,	,
فيمكن	فيمكن
أن	أن
ينظر	ينظر
إلى	إلى
مظاهر	مظاهر
مخلة	مخلة
للآداب	للآداب
.	.
يجب	يجب
على	على
الفرد	الفرد
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
صحيح	صحيح
ليتجنب	ليتجنب
المشاكل	المشاكل
.	.

كيف	كيف
نعزز	نعزز
ثقافة	ثقافة
التسامع	التسامح
في	في
المجتمع	المجتمع
?	?
من	من
الطبيعي	الطبيعي
جدا	جدا
أن	أن
تجد	تجد
آناس	أناسا
لا	لا
يفهمون	يفهمون
فكرة	فكرة
التسامح	التسامح
,	,
فالكراهية	فالكراهية
منتشرة	منتشرة
في	في
عصرنا	عصرنا
الحالي	الحالي
بشكل	بشكل
غير	غير
طبييعي	طبيعي
.	.
تحارب	تحارب
دولة	دولة
الأمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
الكراهية	الكراهية
بجعل	بجعل
عام	عام
2019	2019
عام	عام
التسامح	التسامح
,	,
وقد	وقد
آثر	أثر
هذا	هذا
المشروع	المشروع
على	على
المجتمع	المجتمع
الإماراتي	الإماراتي
بشكل	بشكل
إيجابي	إيجابي
.	.
أولا	أولا
,	
على	على
الإنسان	الإنسان
أن	أن
يكون	يكون
له	له
مبادئ	مبادئ
وأفكار	وأفكار
دينية	دينية
صحيحة	صحيحة
مثل	مثل
ديننا	ديننا
الإسلامي	الإسلامي
الشريف	الشريف
حتى	حتى
يحقق	يحقق
التسامح	التسامح
بين	بين
الناس	الناس
.	.
الإنسان	الإنسان
الذي	الذي
لا	لا
يستطيع	يستطيع
أن	أن
يسامح	يسامح
غيره	غيره
لن	لن
يستطيع	يستطيع
أن	أن
يحقق	يحقق
التسامح	التسامح
بين	بين
الناس	الناس
والشعوب	والشعوب
.	.
بنشر	بنشر
المحبة	المحبة
واستشعار	واستشعار
رقابة	رقابة
الله	الله
سبحانه	سبحانه
وتعالى	وتعالى
,	
لن	لن
يكره	يكره
الناس	الناس
بعضهم	بعضهم
البعض	البعض
وسيسعون	وسيسعون
إلى	إلى
تحقيق	تحقيق
السلام	السلام
والتسامح	والتسامح
في	في
أنحاء	أنحاء
المجتمع	المجتمع
.	.
إذا	إذا
التزم	التزم
كل	كل
شخص	شخص
بالقاوعد	بالقواعد
الإسلامية	الإسلامية
من	من
الاستحالة	الاستحالة
أن	أن
تنتشر	تنتشر
الكراهية	الكراهية
بين	بين
الناس	الناس
وسيتسامحون	وسيتسامحون
جميعا	جميعا
لأنهم	لأنهم
سيطمعون	سيطمعون
في	في
اكتساب	اكتساب
الأجر	الأجر
والثواب	والثواب
.	.
وبهذه	وبهذه
الطرق	الطرق
سيستطيع	سيستطيع
المسلم	المسلم
أن	أن
ينشر	ينشر
التسامح	التسامح
بين	بين
الناس	الناس
وسيختفي	وسيختفي
الفساد	الفساد
ولن	ولن
يظهربين	يظهر بين
الناس	الناس
ما	ما
دامهم	داموا
التزموا	التزموا
بالدين	بالدين
الإسلامي	الإسلامي
.	.
على	على
الإنسان	الإنسان
أن	أن
يحب	يحب
غيره	غيره
حتى	حتى
يسامح	يسامح
وينشر	وينشر
هذه	هذه
الصفات	الصفات
الجميلة	الجميلة
بين	بين
الناس	الناس
.	.
وبكلمات	وبكلمات
مبسطة	مبسطة
,	
التسامح	التسامح
من	من
أهم	أهم
الصفات	الصفات
التي	التي
يجب	يجب
أن	أن
تتواجد	تتواجد
في	في
الإنسان	الإنسان
المسلم	المسلم
,	,
ولهم	وله
أجر	أجر
كبير	كبير
يوم	يوم
القيامة	القيامة
على	على
العفو	العفو
والمحبة	والمحبة
التي	التي
نشروها	نشرها
في	في
الحياة	الحياة
الدنيا	الدنيا
.	.

الموضوع	الموضوع
:	:
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
و تأثيرها	وتأثيرها
على	على
الفرد	الفرد
والمجتمع	والمجتمع
إذا	إذا
جلست	جلست
بين	بين
مجموعة	مجموعة
من	من
الناس	الناس
و طرحت	وطرحت
السؤال	السؤال
الآتي	الآتي
:	:
كم	كم
شخص	شخصا
لا	لا
يستطيع	يستطيع
العيش	العيش
دون	دون
الجهاز	جهاز
الهاتف	الهاتف
المنسوب	المنسوب
إليه	إليه
?	?
فسنرى	فسنرى
أن	أن
الأغلبية	الأغلبية
لا	لا
يستطيعون	يستطيعون
العيش	العيش
دون	دون
الهاتف	الهاتف
.	.
سبب	سبب
ذلك	ذلك
أن	أن
في	في
جيلنا	جيلنا
اليوم	اليوم
التواصل	التواصل
الاجتماعي	الاجتماعي
يحدث	يحدث
من	من
خلال	خلال
البرامج	البرامج
المتنوعة	المتنوعة
على	على
الهاتف	الهاتف
متل	مثل
(	(
الواتس آب	الواتساب
)	)
و	و
(	(
الانستغرام	الإنستجرام
)	)
.	.
أننا	إننا
اليوم	اليوم
في	في
العصر	العصر
الإكتروني	الإلكتروني
	,
فبالطبيعي	فالطبيعي
أن	أن
يكون	يكون
التواصل	التواصل
الاجتماعي	الاجتماعي
عبر	عبر
المواقع	المواقع
الموجودة	الموجودة
على	على
الأجهزة	الأجهزة
الإكترونية	الإلكترونية
	,
و يمكننا	ويمكننا
أن	أن
نقسم	نقسم
تأثيرها	تأثيرها
على	على
الفرد	الفرد
و المجتمع	والمجتمع
إلى	إلى
نوعين	نوعين
:	:
تأثير	تأثير
سلبي	سلبي
و تأثير	وتأثير
إيجابي	إيجابي
.	.
الهدف	الهدف
الأساسي	الأساسي
لأي	لأي
اختراع	اختراع
جديد	جديد
هو	هو
أن	أن
يسهل	يسهل
طريقة	طريقة
الحياة	الحياة
